Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
142,Belle,-,-,-,"$10,726,630",525,"$10,726,630",May 2,Fox Searchlight Pictures,false
143,The Drop,-,-,-,"$10,724,389","1,192","$10,724,389",Sep 12,Fox Searchlight Pictures,false
144,Magic in the Moonlight,-,-,-,"$10,549,326",964,"$10,539,326",Jul 25,Sony Pictures Classics,false
145,Sabotage,-,-,-,"$10,508,518","2,486","$10,508,518",Mar 28,Open Road Films (II),false
146,Moms' Night Out,-,-,-,"$10,429,707","1,046","$10,429,707",May 9,TriStar Pictures,false
147,PK,-,-,-,"$8,668,996",272,"$10,616,104",Dec 19,UTV Motion Pictures,false
148,The Quiet Ones,-,-,-,"$8,509,867","2,027","$8,509,867",Apr 25,Lionsgate,false
149,Legends of Oz: Dorothy's Return,-,-,-,"$8,462,347","2,658","$8,462,347",May 9,Clarius Entertainment,false
150,Island of Lemurs: Madagascar,-,-,-,"$8,446,839",302,"$11,272,213",Apr 4,Warner Bros.,false
151,Inside Llewyn Davis,-,-,-,"$8,036,391",729,"$13,235,319",Dec 6,CBS Films,false
152,Vampire Academy,-,-,-,"$7,791,979","2,676","$7,791,979",Feb 7,The Weinstein Company,false
153,Bad Words,-,-,-,"$7,779,614","1,074","$7,779,614",Mar 14,Focus Features,false
154,A Madea Christmas,-,-,-,"$7,260,501","2,194","$52,543,354",Dec 13,Lionsgate,false
155,Foxcatcher,-,-,-,"$6,777,120",759,"$12,096,300",Nov 14,Sony Pictures Classics,false
156,Cantinflas,-,-,-,"$6,382,924",429,"$6,382,924",Aug 29,Lionsgate,false
157,Big Eyes,-,-,-,"$6,327,678","1,408","$14,482,031",Dec 25,The Weinstein Company,false
158,Meet the Mormons,-,-,-,"$6,018,855",333,"$6,047,363",Oct 10,Purdie Distribution,false
159,Whiplash,-,-,-,"$5,631,787",567,"$13,092,000",Oct 10,Sony Pictures Classics,false
160,"Cesar Chavez
2014 Re-release",-,-,-,"$5,571,497",664,"$5,571,497",Mar 28,Lionsgate,false
161,The Skeleton Twins,-,-,-,"$5,284,309",461,"$5,284,309",Sep 12,Roadside Attractions,false
162,The Wind Rises,-,-,-,"$5,209,580",496,"$5,209,580",Feb 21,Walt Disney Studios Motion Pictures,false
163,Journey to the South Pacific,-,-,-,"$5,075,069",19,"$7,653,913",Nov 27,IMAX,false
164,Jerusalem,-,-,-,"$4,816,453",33,"$8,020,721",Sep 13,National Geographic Entertainment,false
165,Hubble 3D,-,-,-,"$4,807,401",151,"$52,522,904",Mar 19,Warner Bros.,false
166,Snowpiercer,-,-,-,"$4,563,650",356,"$4,563,650",Jun 27,RADiUS-TWC,false
167,The Railway Man,-,-,-,"$4,438,438",600,"$4,438,438",Apr 11,The Weinstein Company,false
168,Dear White People,-,-,-,"$4,370,703",393,"$4,404,154",Oct 17,Roadside Attractions,false
169,"The Lunchbox
2013 Re-release",-,-,-,"$4,235,151",165,"$4,235,151",Feb 28,Sony Pictures Classics,false
170,My Old Lady,-,-,-,"$3,990,825",273,"$4,013,786",Sep 10,Cohen Media Group,false
171,Fading Gigolo,-,-,-,"$3,769,873",356,"$3,769,873",Apr 18,Millennium Entertainment,false
172,Thor: The Dark World,-,-,-,"$3,710,408","3,841","$206,362,140",Nov 8,Walt Disney Studios Motion Pictures,false
173,Ida,-,-,-,"$3,704,612",137,"$3,827,060",May 2,Music Box Films,false
174,Calvary,-,-,-,"$3,600,006",322,"$3,600,006",Aug 1,Fox Searchlight Pictures,false
175,Wish I Was Here,-,-,-,"$3,591,299",753,"$3,591,299",Jul 18,Focus Features,false
176,"Ghostbusters
30th Anniversary Release",-,-,-,"$3,580,343",784,"$3,580,343",Aug 29,Sony Pictures Entertainment (SPE),false
177,The Interview,-,-,-,"$3,552,778",581,"$6,105,175",Dec 25,Sony Pictures Entertainment (SPE),false
178,What If,-,-,-,"$3,493,000",787,"$3,493,000",Aug 8,CBS Films,false
179,The Grand Seduction,-,-,-,"$3,430,018",124,"$3,430,018",May 23,Entertainment One,false
180,Veronica Mars,-,-,-,"$3,322,127",347,"$3,322,127",Mar 14,Warner Bros.,false
181,Mommy,-,-,-,"$3,298,280",83,"$3,494,070",Sep 19,Roadside Attractions,false
182,The Book Thief,-,-,-,"$3,273,749","1,316","$21,488,481",Nov 8,Twentieth Century Fox,false
183,Before I Go to Sleep,-,-,-,"$3,242,457","1,902","$3,242,457",Oct 31,Clarius Entertainment,false
184,Rosewater,-,-,-,"$3,125,746",371,"$3,128,941",Nov 14,Open Road Films (II),false
185,Obvious Child,-,-,-,"$3,123,963",202,"$3,123,963",Jun 6,A24,false
186,Mandela: Long Walk to Freedom,-,-,-,"$3,086,965","1,010","$8,323,085",Nov 29,The Weinstein Company,false
187,Cloudy with a Chance of Meatballs 2,-,-,-,"$2,936,113","4,001","$119,793,567",Sep 27,Sony Pictures Entertainment (SPE),false
188,The Trip to Italy,-,-,-,"$2,880,537",199,"$2,880,537",Aug 15,IFC Films,false
189,The Identical,-,-,-,"$2,827,666","1,956","$2,827,666",Sep 5,Freestyle Releasing,false
190,The Fluffy Movie: Unity Through Laughter,-,-,-,"$2,827,393",432,"$2,827,393",Jul 25,Open Road Films (II),false
191,Kirk Cameron's Saving Christmas,-,-,-,"$2,783,970",410,"$2,783,970",Nov 14,The Samuel Goldwyn Company,false
192,The Good Lie,-,-,-,"$2,702,251",461,"$2,722,209",Oct 3,Warner Bros.,false
193,The Pyramid,-,-,-,"$2,692,919",685,"$2,756,333",Dec 5,Twentieth Century Fox,false
194,Space Station 3D,-,-,-,"$2,672,152",64,"$93,383,953",Apr 19,IMAX,false
195,The Raid 2,-,-,-,"$2,627,209",954,"$2,627,209",Mar 28,Sony Pictures Classics,false
196,Under the Skin,-,-,-,"$2,614,251",176,"$2,614,251",Apr 4,A24,false
197,The Admiral: Roaring Currents,-,-,-,"$2,589,811",45,"$2,589,811",Aug 8,CJ Entertainment,false
198,Dragon Ball Z: Battle of Gods,-,-,-,"$2,553,002",692,"$2,553,002",Aug 5,Screenvision,false
199,Bang Bang,-,-,-,"$2,546,172",271,"$2,546,172",Oct 2,FIP,false
200,Kick,-,-,-,"$2,472,695",180,"$2,472,695",Jul 25,UTV Motion Pictures,false
201,Captain Phillips,-,-,-,"$2,462,798","3,143","$107,100,855",Oct 11,Sony Pictures Entertainment (SPE),false
202,Kill the Messenger,-,-,-,"$2,450,846",427,"$2,450,846",Oct 10,Focus Features,false
203,"Love Is Strange
2014 Re-release",-,-,-,"$2,262,223",138,"$2,262,223",Aug 22,Sony Pictures Classics,false
204,2 States,-,-,-,"$2,238,174",137,"$2,238,174",Apr 18,UTV Motion Pictures,false
205,Le Week-end,-,-,-,"$2,225,098",157,"$2,225,098",Mar 14,Music Box Films,false
206,The Homesman,-,-,-,"$2,198,656",222,"$2,429,989",Nov 14,Saban Films,false
207,"Anchorman 2: The Legend Continues
R-Rated Extended Cut",-,-,-,"$2,184,339","1,317","$2,184,339",Feb 28,Paramount Pictures,false
208,Citizenfour,-,-,-,"$2,180,463",105,"$2,800,870",Oct 24,RADiUS-TWC,false
209,The Oscar Nominated Short Films 2014: Live Action,-,-,-,"$2,171,849",167,"$2,171,849",Jan 31,Shorts International,false
210,Words and Pictures,-,-,-,"$2,171,257",216,"$2,171,257",May 23,Roadside Attractions,false
211,Gloria,-,-,-,"$2,107,925",110,"$2,107,925",Jan 24,Roadside Attractions,false
212,The Great Beauty,-,-,-,"$2,033,785",77,"$2,852,400",Nov 15,Janus Films,false
213,The Immigrant,-,-,-,"$2,025,328",150,"$2,025,328",May 16,The Weinstein Company,false
214,Only Lovers Left Alive,-,-,-,"$1,879,534",95,"$1,879,534",Apr 11,Sony Pictures Classics,false
215,Tusk,-,-,-,"$1,826,705",602,"$1,826,705",Sep 19,A24,false
216,Tim's Vermeer,-,-,-,"$1,671,377",129,"$1,671,377",Jan 31,Sony Pictures Classics,false
217,Persecuted,-,-,-,"$1,558,836",736,"$1,558,836",Jul 18,Millennium Entertainment,false
218,Fed Up,-,-,-,"$1,538,899",104,"$1,538,899",May 9,RADiUS-TWC,false
219,Finding Vivian Maier,-,-,-,"$1,514,782",97,"$1,514,782",Mar 28,IFC Films,false
220,Pride,-,-,-,"$1,446,634",124,"$1,446,634",Sep 26,CBS Films,false
221,Locke,-,-,-,"$1,375,769",121,"$1,375,769",Apr 25,A24,false
222,Gimme Shelter,-,-,-,"$1,359,910",385,"$1,359,910",Jan 24,Roadside Attractions,false
223,American Sniper,-,-,-,"$1,329,299","3,885","$350,126,372",Dec 25,Warner Bros.,false
224,Justin Bieber's Believe,-,-,-,"$1,324,630","1,037","$6,206,566",Dec 25,Open Road Films (II),false
225,Jai Ho,-,-,-,"$1,264,515",195,"$1,264,515",Jan 24,Eros International,false
226,Singham Returns,-,-,-,"$1,232,018",127,"$1,232,018",Aug 15,Eros International,false
227,The Past,-,-,-,"$1,230,562",77,"$1,331,747",Dec 20,Sony Pictures Classics,false
228,Free Birds,-,-,-,"$1,207,944","3,736","$55,750,480",Nov 1,Relativity Media,false
229,Selma,-,-,-,"$1,203,987","2,235","$52,076,908",Dec 25,Paramount Pictures,false
230,Repentance,-,-,-,"$1,189,612",157,"$1,189,612",Feb 28,Lionsgate,false
231,The Remaining,-,-,-,"$1,169,603",85,"$1,169,603",Sep 5,Triumph Releasing Corporation,false
232,The Invisible Woman,-,-,-,"$1,166,299",153,"$1,234,254",Dec 25,Sony Pictures Classics,false
233,Hector and the Search for Happiness,-,-,-,"$1,124,445",183,"$1,124,445",Sep 19,Relativity Media,false
234,Last Vegas,-,-,-,"$1,122,572","3,237","$63,914,167",Nov 1,CBS Films,false
235,Inherent Vice,-,-,-,"$1,116,919",653,"$8,110,975",Dec 12,Warner Bros.,false
236,The Rover,-,-,-,"$1,114,423",608,"$1,114,423",Jun 13,A24,false
237,Force Majeure,-,-,-,"$1,108,701",68,"$1,359,497",Oct 24,Magnolia Pictures,false
238,The Captive,-,-,-,"$1,073,369",133,"$1,075,178",Sep 5,A24,false
239,Laggies,-,-,-,"$1,066,981",306,"$1,066,981",Oct 24,A24,false
240,50 to 1,-,-,-,"$1,064,454",133,"$1,064,454",Mar 21,Ten Furlongs,false
241,Haider,-,-,-,"$1,048,143",119,"$1,048,143",Oct 2,UTV Motion Pictures,false
242,Third Person,-,-,-,"$1,021,398",227,"$1,021,398",Jun 20,Sony Pictures Classics,false
243,Stalingrad,-,-,-,"$1,013,945",308,"$1,013,945",Feb 28,Sony Pictures Entertainment (SPE),false
244,The Song,-,-,-,"$1,009,620",340,"$1,009,620",Sep 26,The Samuel Goldwyn Company,false
245,Enemy,-,-,-,"$1,008,726",120,"$1,008,726",Mar 14,A24,false
246,Awake: The Life of Yogananda,-,-,-,"$969,820",21,"$1,539,680",Oct 10,-,false
247,Delivery Man,-,-,-,"$959,222","3,036","$30,664,106",Nov 22,Walt Disney Studios Motion Pictures,false
248,Walking with the Enemy,-,-,-,"$935,103",258,"$1,112,592",Apr 25,Liberty Studios,false
249,Shaadi Ke Side Effects,-,-,-,"$921,277",108,"$921,277",Feb 28,Eros International,false
250,Darker Than Night,-,-,-,"$870,063",178,"$870,063",Sep 26,Lionsgate,false
251,Particle Fever,-,-,-,"$869,838",27,"$869,838",Mar 5,Abramorama,false
252,Atlas Shrugged: Who Is John Galt?,-,-,-,"$846,704",242,"$846,704",Sep 12,Atlas Distribution Company,false
253,Dhoom 3,-,-,-,"$837,207",239,"$8,031,955",Dec 20,Yash Raj Films,false
254,Kochadaiiyaan,-,-,-,"$817,192",161,"$817,192",May 23,Eros International,false
255,"Saw
10th Anniversary Release",-,-,-,"$815,324","2,063","$815,324",Oct 31,Lionsgate,false
256,Life Itself,-,-,-,"$810,454",100,"$810,454",Jul 4,Magnolia Pictures,false
257,Nymphomaniac: Vol. I,-,-,-,"$785,896",59,"$785,896",Mar 21,Magnolia Pictures,false
258,Breakup Buddies,-,-,-,"$778,456",24,"$777,896",Oct 3,China Lion Film Distribution,false
259,Palo Alto,-,-,-,"$767,732",57,"$767,732",May 9,Tribeca Film,false
260,Alone Yet Not Alone,-,-,-,"$754,305",103,"$887,851",Sep 27,-,false
261,The Villain,-,-,-,"$730,530",104,"$730,530",Jun 27,Eros International,false
262,Land Ho!,-,-,-,"$727,594",73,"$727,594",Jul 11,Sony Pictures Classics,false
263,Yves Saint Laurent,-,-,-,"$723,593",24,"$723,593",Jun 25,The Weinstein Company,false
264,Khoobsurat,-,-,-,"$710,508",61,"$710,508",Sep 19,UTV Motion Pictures,false
