Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
265,Holiday: A Soldier is Never Off Duty,-,-,-,"$706,893",144,"$706,893",Jun 6,Reliance Big Pictures,false
266,"Men, Women & Children",-,-,-,"$705,908",608,"$705,908",Oct 1,Paramount Pictures,false
267,"Frankie & Alice
2014 Re-release",-,-,-,"$695,876",171,"$695,876",Apr 4,Lionsgate,false
268,Under the Sea 3D,-,-,-,"$667,128",108,"$36,262,926",Feb 13,Warner Bros.,false
269,Jackass Presents: Bad Grandpa,-,-,-,"$665,260","3,345","$102,003,019",Oct 25,Paramount Pictures,false
270,Mr. Turner,-,-,-,"$661,592",120,"$3,958,500",Dec 19,Sony Pictures Classics,false
271,The Babadook,-,-,-,"$652,309",80,"$964,413",Nov 28,IFC Films,false
272,Jodorowsky's Dune,-,-,-,"$647,280",61,"$647,280",Mar 21,Sony Pictures Classics,false
273,Hasee Toh Phasee,-,-,-,"$646,035",88,"$646,035",Feb 7,Reliance Big Pictures,false
274,Frank,-,-,-,"$645,186",75,"$645,186",Aug 15,Magnolia Pictures,false
275,Mary Kom,-,-,-,"$621,300",139,"$621,300",Sep 5,Eros International,false
276,Finding Fanny,-,-,-,"$615,691",121,"$615,691",Sep 12,FIP,false
277,The Saratov Approach,-,-,-,"$606,550",84,"$2,146,999",Oct 9,Purdie Distribution,false
278,The Signal,-,-,-,"$600,896",204,"$600,896",Jun 13,Focus Features,false
279,The Disappearance of Eleanor Rigby: Them,-,-,-,"$587,774",139,"$587,774",Sep 12,The Weinstein Company,false
280,The Tale of The Princess Kaguya,-,-,-,"$578,527",29,"$703,232",Oct 17,GKIDS,false
281,"Forrest Gump
2014 IMAX Release",-,-,-,"$557,683",337,"$557,683",Sep 5,Paramount Pictures,false
282,The Attorney,-,-,-,"$557,236",27,"$557,236",Feb 7,Well Go USA Entertainment,false
283,23 Blast,-,-,-,"$549,185",617,"$549,185",Oct 24,Ocean Avenue Entertainment,false
284,Fleet of Time,-,-,-,"$548,501",20,"$569,280",Dec 12,China Lion Film Distribution,false
285,On Any Sunday: The Next Chapter,-,-,-,"$543,044",231,"$543,044",Nov 7,Hannover House,false
286,Highway,-,-,-,"$529,136",97,"$529,136",Feb 21,UTV Motion Pictures,false
287,Dom Hemingway,-,-,-,"$523,511",129,"$523,511",Apr 2,Fox Searchlight Pictures,false
288,"A Hard Day's Night
2014 Re-release",-,-,-,"$515,005",136,"$515,005",Jul 4,Janus Films,false
289,The One I Love,-,-,-,"$513,447",82,"$513,447",Aug 22,RADiUS-TWC,false
290,Tracks,-,-,-,"$510,007",67,"$510,007",Sep 19,The Weinstein Company,false
291,The Two Faces of January,-,-,-,"$507,463",59,"$507,463",Sep 26,Magnolia Pictures,false
292,Born to Be Wild,-,-,-,"$502,784",208,"$25,978,556",Apr 8,Warner Bros.,false
293,Walking the Camino: Six Ways to Santiago,-,-,-,"$488,790",11,"$612,717",Sep 6,-,false
294,To the Arctic 3D,-,-,-,"$480,094",52,"$14,560,838",Apr 20,Warner Bros.,false
295,Ender's Game,-,-,-,"$453,727","3,407","$61,737,191",Nov 1,Lionsgate,false
296,Lee Daniels' The Butler,-,-,-,"$451,967","3,330","$116,632,095",Aug 16,The Weinstein Company,false
297,In Secret,-,-,-,"$444,179",266,"$444,179",Feb 21,Roadside Attractions,false
298,Last Days in Vietnam,-,-,-,"$440,031",25,"$466,114",Sep 5,American Experience Films,false
299,But Always,-,-,-,"$430,760",20,"$430,760",Sep 5,China Lion Film Distribution,false
300,Beijing Love Story,-,-,-,"$428,318",12,"$428,318",Feb 14,China Lion Film Distribution,false
301,Cold in July,-,-,-,"$427,418",73,"$427,418",May 23,IFC Films,false
302,The German Doctor,-,-,-,"$418,392",39,"$418,392",Apr 25,The Samuel Goldwyn Company,false
303,The Pirates,-,-,-,"$415,775",25,"$415,775",Sep 5,Well Go USA Entertainment,false
304,Blue Jasmine,-,-,-,"$384,433","1,283","$33,405,481",Jul 26,Sony Pictures Classics,false
305,The Bride of Humpty Sharma,-,-,-,"$380,011",101,"$380,011",Jul 11,Reliance Big Pictures,false
306,Joe,-,-,-,"$373,375",48,"$373,375",Apr 11,Roadside Attractions,false
307,Women Who Flirt,-,-,-,"$368,773",27,"$375,495",Nov 26,China Lion Film Distribution,false
308,Glen Campbell: I'll Be Me,-,-,-,"$364,788",18,"$365,422",Oct 24,Area 23a,false
309,Omar,-,-,-,"$356,000",53,"$356,000",Feb 21,Adopt Films,false
310,The Face of Love,-,-,-,"$350,006",42,"$350,006",Mar 7,IFC Films,false
311,The Chef,-,-,-,"$342,667",19,"$342,667",Jun 20,Cohen Media Group,false
312,Venus in Fur,-,-,-,"$342,183",45,"$373,605",Jun 20,IFC Films,false
313,Jimi: All Is by My Side,-,-,-,"$340,911",75,"$340,911",Sep 26,XLrator Media,false
314,Chinese Puzzle,-,-,-,"$338,523",29,"$338,523",May 16,Cohen Media Group,false
315,I Origins,-,-,-,"$336,472",122,"$336,472",Jul 18,Fox Searchlight Pictures,false
316,"Like Father, Like Son",-,-,-,"$334,616",35,"$334,616",Jan 17,IFC Films,false
317,The Guest,-,-,-,"$332,890",53,"$332,890",Sep 17,-,false
318,Elaine Stritch: Shoot Me,-,-,-,"$331,288",41,"$327,452",Feb 21,IFC Films,false
319,Nymphomaniac: Vol. II,-,-,-,"$327,167",31,"$327,167",Apr 4,Magnolia Pictures,false
320,Stranger by the Lake,-,-,-,"$325,196",16,"$325,196",Jan 24,Strand Releasing,false
321,On My Way,-,-,-,"$317,324",32,"$317,324",Mar 14,Cohen Media Group,false
322,Happy Ending,-,-,-,"$313,770",129,"$313,770",Nov 21,Eros International,false
323,The Hornet's Nest,-,-,-,"$312,706",57,"$312,706",May 9,Freestyle Releasing,false
324,"A Five Star Life
2014 Re-release",-,-,-,"$306,917",20,"$306,917",Jul 18,Music Box Films,false
325,Mood Indigo,-,-,-,"$303,187",37,"$303,187",Jul 18,Drafthouse Films,false
326,Innocence,-,-,-,"$294,039",490,"$294,039",Sep 5,JSC Entertainment,false
327,The Dance of Reality,-,-,-,"$293,680",15,"$293,680",May 23,ABKCO Films,false
328,All Is Lost,-,-,-,"$291,577",483,"$6,263,670",Oct 18,Roadside Attractions,false
329,The Last of Robin Hood,-,-,-,"$288,545",78,"$288,545",Aug 29,The Samuel Goldwyn Company,false
330,Elsa & Fred,-,-,-,"$285,506",34,"$285,863",Nov 7,Millennium Entertainment,false
331,Kundo: Age of the Rampant,-,-,-,"$280,958",28,"$280,958",Aug 29,Well Go USA Entertainment,false
332,"20,000 Days on Earth",-,-,-,"$277,091",28,"$279,558",Sep 17,Drafthouse Films,false
333,The Unknown Known,-,-,-,"$276,497",80,"$276,497",Apr 4,RADiUS-TWC,false
334,I'm Your Hero,-,-,-,"$274,579",77,"$274,579",Apr 4,Eros International,false
335,Despicable Me 2,-,-,-,"$272,115","4,003","$368,065,385",Jul 3,Universal Pictures,false
336,Night Moves,-,-,-,"$271,755",56,"$271,755",May 30,Cinedigm Entertainment Group,false
337,The Love Punch,-,-,-,"$266,588",121,"$266,588",May 23,Ketchup Entertainment,false
338,Life of Crime,-,-,-,"$265,452",37,"$265,452",Aug 29,Roadside Attractions,false
339,Ernest & Celestine,-,-,-,"$262,075",39,"$262,075",Feb 28,GKIDS,false
340,Blue Ruin,-,-,-,"$258,384",61,"$258,384",Apr 25,RADiUS-TWC,false
341,The Green Prince,-,-,-,"$258,237",24,"$258,237",Sep 12,Music Box Films,false
342,The Zero Theorem,-,-,-,"$257,706",63,"$257,706",Sep 19,Amplify,false
343,Action Jackson,-,-,-,"$256,868",125,"$256,872",Dec 5,Eros International,false
344,Alive Inside: A Story of Music and Memory,-,-,-,"$256,682",20,"$256,682",Jul 18,Bond/360,false
345,The Blue Room,-,-,-,"$254,666",42,"$254,666",Oct 3,IFC Films,false
346,Tazza: The Hidden Card,-,-,-,"$251,555",11,"$251,555",Sep 19,CJ Entertainment,false
347,A Matter of Faith,-,-,-,"$247,564",52,"$680,113",Oct 17,Five & Two Pictures,false
348,The Galapagos Affair: Satan Came to Eden,-,-,-,"$247,296",15,"$247,159",Apr 4,Zeitgeist Films,false
349,Deepsea Challenge,-,-,-,"$235,659",304,"$235,659",Aug 8,-,false
350,Art and Craft,-,-,-,"$226,584",20,"$235,037",Sep 19,Oscilloscope,false
351,Dr. Cabbie,-,-,-,"$225,490",220,"$225,490",Nov 26,Eros International,false
352,Diplomacy,-,-,-,"$218,956",14,"$230,880",Oct 15,Zeitgeist Films,false
353,The Suspect,-,-,-,"$218,693",20,"$218,693",Jan 10,Well Go USA Entertainment,false
354,Supermensch,-,-,-,"$213,064",46,"$213,064",Jun 6,RADiUS-TWC,false
355,The Best Man Holiday,-,-,-,"$211,645","2,041","$70,525,195",Nov 15,Universal Pictures,false
356,Antarctica: A Year on Ice,-,-,-,"$210,767",30,"$288,757",Nov 28,Music Box Films,false
357,The Breakup Guru,-,-,-,"$208,959",12,"$208,959",Jun 27,China Lion Film Distribution,false
358,Rob the Mob,-,-,-,"$208,693",30,"$208,693",Mar 21,Millennium Entertainment,false
359,Under the Electric Sky,-,-,-,"$207,584",25,"$207,584",May 29,Focus Features,false
360,"I Am Eleven
2014 Re-release",-,-,-,"$202,629",16,"$310,116",Sep 12,Proud Mother Pictures,false
361,Jinn,-,-,-,"$202,348",201,"$202,348",Apr 4,Freestyle Releasing,false
362,Bethlehem,-,-,-,"$201,647",29,"$201,700",Mar 7,Adopt Films,false
363,The Double,-,-,-,"$200,406",16,"$200,406",May 9,Magnolia Pictures,false
364,A Summer's Tale,-,-,-,"$198,128",9,"$198,126",Jun 20,Big World Pictures,false
365,Code Black,-,-,-,"$197,895",10,"$190,229",Jun 20,Long Shot Factory,false
366,Love on the Cloud,-,-,-,"$196,041",17,"$271,734",Dec 24,China Lion Film Distribution,false
367,Goodbye to Language,-,-,-,"$191,703",7,"$401,889",Oct 24,Kino Lorber,false
368,Out of the Furnace,-,-,-,"$190,697","2,101","$11,330,849",Dec 4,Relativity Media,false
369,Listen Up Philip,-,-,-,"$188,486",30,"$200,126",Oct 17,Tribeca Film,false
370,National Gallery,-,-,-,"$185,970",15,"$253,941",Nov 5,Zipporah Films,false
371,We Are the Best!,-,-,-,"$180,590",23,"$180,590",May 30,Magnolia Pictures,false
372,Anita: Speaking Truth to Power,-,-,-,"$176,979",12,"$176,979",Mar 21,The Samuel Goldwyn Company,false
373,Blue Is the Warmest Colour,-,-,-,"$175,722",142,"$2,199,787",Oct 25,IFC Films,false
374,Evangelion: 3.0 You Can (Not) Redo,-,-,-,"$174,945",82,"$174,945",Jan 10,Eleven Arts,false
375,Horns,-,-,-,"$173,948",103,"$173,948",Oct 31,RADiUS-TWC,false
376,Afternoon of a Faun: Tanaquil Le Clercq,-,-,-,"$172,450",11,"$172,450",Feb 5,Kino Lorber,false
377,That Demon Within,-,-,-,"$172,343",16,"$172,343",Apr 18,China Lion Film Distribution,false
378,God's Pocket,-,-,-,"$169,976",80,"$169,976",May 9,IFC Films,false
379,Nas: Time Is Illmatic,-,-,-,"$164,540",43,"$164,540",Oct 1,Tribeca Film,false
380,Keep on Keepin' On,-,-,-,"$163,745",9,"$163,745",Sep 19,RADiUS-TWC,false
381,Sinbad: The Fifth Voyage,-,-,-,"$159,862",27,"$159,862",Feb 7,-,false
382,Escape Plan,-,-,-,"$158,320","2,883","$25,135,965",Oct 18,Lionsgate,false
383,A Girl Walks Home Alone at Night,-,-,-,"$156,452",19,"$491,910",Nov 21,Kino Lorber,false
384,Citizen Koch,-,-,-,"$153,908",24,"$153,908",Jun 6,Variance Films,false
385,Alan Partridge,-,-,-,"$153,426",22,"$153,426",Apr 4,Magnolia Pictures,false
386,Dancing in Jaffa,-,-,-,"$151,098",23,"$151,098",Apr 11,IFC Films,false
387,A Coffee in Berlin,-,-,-,"$150,275",12,"$150,275",Jun 13,Music Box Films,false
388,"Godzilla
2014 Re-release",-,-,-,"$150,191",21,"$150,191",Apr 18,Rialto Pictures,false
389,Kids for Cash,-,-,-,"$143,178",12,"$143,178",Feb 7,Paladin,false
390,Gore Vidal: The United States of Amnesia,-,-,-,"$140,164",11,"$140,164",May 23,IFC Films,false
391,Mistaken for Strangers,-,-,-,"$138,991",9,"$138,991",Mar 28,Abramorama,false
392,"The Congress
2013 Re-release",-,-,-,"$137,815",37,"$137,815",Aug 29,Drafthouse Films,false
393,The Divine Move,-,-,-,"$136,707",11,"$136,707",Jul 25,CJ Entertainment,false
394,When Comedy Went to School,-,-,-,"$136,656",13,"$369,065",Jul 31,International Film Circuit,false
395,Redwood Highway,-,-,-,"$133,969",17,"$134,049",Apr 11,Monterey Media,false
396,The Jewish Cardinal,-,-,-,"$133,039",7,"$133,232",Jan 10,Film Movement,false
397,Raja Natwarlal,-,-,-,"$131,105",73,"$131,105",Aug 29,UTV Motion Pictures,false
398,20 Feet from Stardom,-,-,-,"$130,880",147,"$4,946,445",Jun 14,RADiUS-TWC,false
399,Bjork: Biophilia Live,-,-,-,"$127,754",27,"$127,754",Sep 26,Cinema Purgatorio,false
400,Make Your Move,-,-,-,"$125,106",142,"$125,106",Apr 18,High Top Releasing,false
401,Knights of Badassdom,-,-,-,"$123,854",13,"$123,854",Jan 21,Entertainment One,false
402,Afflicted,-,-,-,"$121,179",44,"$121,179",Apr 4,CBS Films,false
403,Finding Fela,-,-,-,"$120,414",11,"$120,980",Aug 1,Kino Lorber,false
404,God the Father,-,-,-,"$113,276",15,"$113,276",Oct 17,Rocky Mountain Pictures,false
405,The Liberator,-,-,-,"$113,067",77,"$113,067",Oct 3,Cohen Media Group,false
406,Rich Hill,-,-,-,"$111,376",28,"$111,376",Aug 1,The Orchard,false
407,Galapagos,-,-,-,"$110,520",14,"$18,630,372",Oct 29,IMAX,false
408,Penton: The John Penton Story,-,-,-,"$110,123",14,"$112,159",Jun 23,GathrFilms,false
409,Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,-,-,-,"$109,630",41,"$109,630",Jan 18,Eleven Arts,false
410,Ivory Tower,-,-,-,"$106,771",12,"$106,771",Jun 13,The Samuel Goldwyn Company,false
411,Girl Rising,-,-,-,"$106,358",170,"$1,727,259",Mar 7,GathrFilms,false
412,God Help the Girl,-,-,-,"$102,757",59,"$102,757",Sep 5,Amplify,false
413,The Golden Era,-,-,-,"$102,744",15,"$102,931",Oct 17,China Lion Film Distribution,false
414,Coherence,-,-,-,"$102,617",7,"$102,617",Jun 20,Oscilloscope,false
415,Korengal,-,-,-,"$101,310",11,"$101,310",May 30,Saboteur Media,false
416,One Chance,-,-,-,"$101,196",43,"$101,196",Oct 10,The Weinstein Company,false
417,Beyond Sight: The Derek Rabelo Story,-,-,-,"$101,074",2,"$101,074",Mar 7,-,false
418,The Best Offer,-,-,-,"$100,035",15,"$100,035",Jan 3,IFC Films,false
419,The Overnighters,-,-,-,"$98,486",23,"$110,763",Oct 10,Drafthouse Films,false
420,Child's Pose,-,-,-,"$97,170",10,"$97,170",Feb 19,Zeitgeist Films,false
421,A Most Violent Year,-,-,-,"$97,074",818,"$5,749,134",Dec 31,A24,false
422,The Anonymous People,-,-,-,"$96,688",13,"$284,147",Aug 16,-,false
423,The Way He Looks,-,-,-,"$95,951",14,"$101,451",Nov 7,Strand Releasing,false
424,Personal Tailor,-,-,-,"$93,530",9,"$375,892",Dec 20,China Lion Film Distribution,false
425,Cuban Fury,-,-,-,"$92,384",79,"$92,384",Apr 11,Entertainment One,false
426,Generation War,-,-,-,"$91,595",7,"$91,595",Jan 15,Music Box Films,false
427,Girl on a Bicycle,-,-,-,"$91,401",52,"$91,401",Feb 14,Monterey Media,false
428,Pump,-,-,-,"$89,787",10,"$89,787",Sep 19,Submarine Deluxe,false
429,Breathe In,-,-,-,"$89,661",41,"$89,661",Mar 28,Cohen Media Group,false
430,Life After Beth,-,-,-,"$88,273",30,"$88,273",Aug 15,A24,false
431,"Hiroshima Mon Amour
2014 Re-release",-,-,-,"$87,828",7,"$96,439",Oct 17,Rialto Pictures,false
432,Enough Said,-,-,-,"$86,285",835,"$17,550,872",Sep 18,Fox Searchlight Pictures,false
433,Ode to My Father,-,-,-,"$85,735",38,"$2,300,121",Dec 25,CJ Entertainment,false
434,Visitors,-,-,-,"$84,577",13,"$84,577",Jan 24,Cinedigm Entertainment Group,false
435,Watermark,-,-,-,"$84,464",16,"$84,464",Apr 4,Entertainment One,false
436,12 O'Clock Boys,-,-,-,"$82,614",21,"$82,614",Jan 31,Oscilloscope,false
437,Water & Power,-,-,-,"$82,312",16,"$82,312",May 2,-,false
438,Advanced Style,-,-,-,"$79,562",12,"$87,879",Sep 26,Bond/360,false
439,Fort McCoy,-,-,-,"$78,948",14,"$78,948",Aug 15,Monterey Media,false
440,Percy Jackson: Sea of Monsters,-,-,-,"$77,810","3,080","$68,559,554",Aug 7,Twentieth Century Fox,false
441,Whitey: United States of America v. James J. Bulger,-,-,-,"$75,881",9,"$75,881",Jun 27,Magnolia Pictures,false
442,Just a Sigh,-,-,-,"$75,531",6,"$75,531",Mar 21,Distrib Films,false
443,Better Living Through Chemistry,-,-,-,"$75,143",61,"$75,143",Mar 14,The Samuel Goldwyn Company,false
444,The Broken Circle Breakdown,-,-,-,"$74,662",21,"$175,058",Nov 1,Tribeca Film,false
445,"Flamenco Flamenco
2014 Re-release",-,-,-,"$73,376",5,"$71,732",Jul 18,Dada Films,false
446,Veil of Tears,-,-,-,"$72,078",8,"$72,078",Mar 28,-,false
447,A Letter to Momo,-,-,-,"$71,712",7,"$71,712",Jul 23,GKIDS,false
448,"Je t'aime, je t'aime
2014 Re-release",-,-,-,"$71,664",2,"$71,717",Feb 14,The Film Desk,false
449,Kill Your Darlings,-,-,-,"$71,378",78,"$1,030,064",Oct 16,Sony Pictures Classics,false
450,The Square,-,-,-,"$71,290",9,"$124,244",Oct 25,Noujaim Films,false
451,The Better Angels,-,-,-,"$70,918",24,"$70,918",Nov 7,Amplify,false
452,Final: The Rapture,-,-,-,"$70,079",4,"$124,561",Sep 13,-,false
453,Zero Motivation,-,-,-,"$69,492",7,"$116,044",Dec 3,Zeitgeist Films,false
454,Take Me to the River,-,-,-,"$68,598",13,"$68,598",Sep 12,Abramorama,false
455,For No Good Reason,-,-,-,"$67,421",21,"$67,421",Apr 25,Sony Pictures Classics,false
456,"The Notebook
2013 Re-release",-,-,-,"$66,559",15,"$66,559",Aug 29,Sony Pictures Classics,false
457,Through a Lens Darkly: Black Photographers and the Emergence of a People,-,-,-,"$64,176",3,"$65,169",Aug 27,First Run,false
458,The Art of the Steal,-,-,-,"$64,065",60,"$64,065",Mar 14,RADiUS-TWC,false
459,Jealousy,-,-,-,"$63,946",6,"$63,946",Aug 15,Distrib Films,false
460,Heroic Antics,-,-,-,"$63,649",16,"$63,649",May 23,UTV Motion Pictures,false
461,No Tears for the Dead,-,-,-,"$63,063",13,"$63,063",Jun 13,CJ Entertainment,false
462,The Last Sentence,-,-,-,"$62,506",6,"$62,506",Jun 20,Music Box Films,false
463,Maidentrip,-,-,-,"$62,369",9,"$68,243",Dec 20,First Run,false
464,Young & Beautiful,-,-,-,"$61,067",8,"$61,067",Apr 25,IFC Films,false
465,Siddharth,-,-,-,"$60,537",6,"$60,537",Jun 27,Zeitgeist Films,false
466,Bicycling with Molière,-,-,-,"$59,874",6,"$59,874",Apr 23,Strand Releasing,false
467,Frontera,-,-,-,"$59,696",14,"$59,696",Sep 5,Magnolia Pictures,false
468,"Wetlands
2014 Re-release",-,-,-,"$59,478",10,"$59,478",Sep 5,Strand Releasing,false
469,Cheap Thrills,-,-,-,"$59,424",18,"$59,424",Mar 21,Drafthouse Films,false
470,Walk of Shame,-,-,-,"$59,209",51,"$59,209",May 2,Focus World,false
471,The One I Wrote for You,-,-,-,"$58,872",49,"$58,872",Dec 5,Abramorama,false
472,"The Conformist
2014 Re-release",-,-,-,"$58,657",4,"$58,657",Aug 29,Kino Lorber,false
473,Rudderless,-,-,-,"$58,293",18,"$58,293",Oct 17,The Samuel Goldwyn Company,false
474,Deep Sea,-,-,-,"$57,559",47,"$46,412,757",Mar 3,Warner Bros.,false
475,Borgman,-,-,-,"$57,474",14,"$57,474",Jun 6,Drafthouse Films,false
476,The Rocket,-,-,-,"$56,823",7,"$56,823",Jan 10,Kino Lorber,false
477,Ilo Ilo,-,-,-,"$56,773",4,"$56,773",Apr 4,Film Movement,false
478,The Bag Man,-,-,-,"$56,574",15,"$56,574",Feb 28,Cinedigm Entertainment Group,false
479,Big Men,-,-,-,"$56,286",3,"$56,286",Mar 14,Abramorama,false
480,In Bloom,-,-,-,"$56,093",4,"$56,092",Jan 10,Big World Pictures,false
481,Hellion,-,-,-,"$55,708",9,"$55,708",Jun 13,IFC Films,false
482,Starred Up,-,-,-,"$54,915",7,"$54,915",Aug 27,Tribeca Film,false
483,Low Down,-,-,-,"$54,051",8,"$54,051",Oct 24,Oscilloscope,false
484,Hateship Loveship,-,-,-,"$54,030",15,"$54,030",Apr 11,IFC Films,false
485,"1,000 Times Good Night",-,-,-,"$53,895",24,"$53,895",Oct 24,Film Movement,false
486,At Middleton,-,-,-,"$53,837",20,"$53,837",Jan 31,Anchor Bay Films,false
487,Half of a Yellow Sun,-,-,-,"$53,645",7,"$54,529",May 16,Monterey Media,false
488,Ping Pong Summer,-,-,-,"$52,909",17,"$52,909",Jun 6,Gravitas Ventures,false
489,To Be Takei,-,-,-,"$52,823",22,"$52,823",Aug 22,Starz Digital Media,false
490,Song of the Sea,-,-,-,"$52,432",48,"$857,522",Dec 19,GKIDS,false
491,The Missing Picture,-,-,-,"$52,164",9,"$52,164",Mar 19,Strand Releasing,false
492,The Retrieval,-,-,-,"$50,257",5,"$50,257",Mar 14,Variance Films,false
493,A Touch of Sin,-,-,-,"$50,193",7,"$154,120",Oct 4,Kino Lorber,false
494,The Discoverers,-,-,-,"$50,020",4,"$50,020",May 16,Quadratic Media,false
495,NOW: In the Wings on a World Stage,-,-,-,"$49,591",3,"$49,591",May 2,Spacey,false
496,Lucky Them,-,-,-,"$48,995",9,"$48,995",May 30,IFC Films,false
497,The Internet's Own Boy: The Story of Aaron Swartz,-,-,-,"$48,911",12,"$48,911",Jun 27,-,false
498,A Birder's Guide to Everything,-,-,-,"$48,713",8,"$48,713",Mar 21,Screen Media Films,false
499,American Mustang,-,-,-,"$48,680",3,"$48,700",Jan 17,Vitagraph Films,false
500,Decoding Annie Parker,-,-,-,"$48,390",13,"$48,390",May 2,Entertainment One,false
501,The Armstrong Lie,-,-,-,"$48,114",77,"$383,294",Nov 8,Sony Pictures Classics,false
502,Alphaville,-,-,-,"$47,696",2,"$47,696",Feb 7,Rialto Pictures,false
503,A Master Builder,-,-,-,"$46,874",4,"$46,874",Jul 23,Abramorama,false
504,Filmistaan,-,-,-,"$45,406",24,"$45,406",Jun 6,UTV Motion Pictures,false
505,Return to the Hiding Place,-,-,-,"$45,405",5,"$45,405",May 23,-,false
506,Ai Weiwei: The Fake Case,-,-,-,"$45,255",8,"$45,255",May 16,International Film Circuit,false
507,There's No Place Like Utopia,-,-,-,"$45,254",5,"$45,254",Jul 18,Rocky Mountain Pictures,false
508,The Dog,-,-,-,"$44,581",16,"$44,581",Aug 8,Drafthouse Films,false
509,If You Build It,-,-,-,"$43,393",5,"$43,393",Jan 10,Long Shot Factory,false
510,"Road to Ninja - Naruto the Movie
2014 Re-release",-,-,-,"$43,171",44,"$43,171",Aug 29,Eleven Arts,false
511,Next Goal Wins,-,-,-,"$43,089",10,"$43,089",Apr 25,Ketchup Entertainment,false
512,Interior. Leather Bar.,-,-,-,"$42,534",2,"$42,534",Jan 3,Strand Releasing,false
513,Blood Ties,-,-,-,"$42,472",28,"$42,472",Mar 21,Roadside Attractions,false
514,"Viva la libertà
2014 Re-release",-,-,-,"$42,403",10,"$48,541",Nov 7,Distrib Films,false
515,Leviathan,-,-,-,"$42,330",80,"$1,092,800",Dec 25,Sony Pictures Classics,false
516,The Last of the Unjust,-,-,-,"$40,563",8,"$40,563",Feb 7,Cohen Media Group,false
517,She's Beautiful When She's Angry,-,-,-,"$40,228",19,"$421,573",Dec 5,International Film Circuit,false
518,Teenage,-,-,-,"$40,169",4,"$40,169",Mar 14,Oscilloscope,false
519,Child of God,-,-,-,"$39,324",8,"$39,324",Aug 1,Well Go USA Entertainment,false
520,The Expedition to the End of the World,-,-,-,"$39,115",4,"$39,115",Aug 20,Argot Pictures,false
521,7 Boxes,-,-,-,"$38,106",7,"$38,106",Feb 7,Breaking Glass Pictures,false
522,Dead Snow 2: Red vs. Dead,-,-,-,"$37,473",25,"$37,473",Oct 10,Well Go USA Entertainment,false
523,Not Cool,-,-,-,"$36,026",1,"$36,026",Sep 19,Starz Digital Media,false
524,Homefront,-,-,-,"$36,022","2,570","$20,158,898",Nov 27,Open Road Films (II),false
525,Bettie Page Reveals All,-,-,-,"$35,150",21,"$108,118",Nov 22,Music Box Films,false
526,That Man from Rio,-,-,-,"$35,144",2,"$35,144",Aug 22,Cohen Media Group,false
527,Beneath the Harvest Sky,-,-,-,"$34,768",10,"$34,768",Apr 25,Tribeca Film,false
528,This Ain't No Mouse Music,-,-,-,"$34,753",6,"$34,754",Sep 19,Argot Pictures,false
529,Tiger & Bunny: The Rising,-,-,-,"$34,471",18,"$34,471",Mar 14,Eleven Arts,false
530,Filth,-,-,-,"$34,411",5,"$34,411",May 30,Magnolia Pictures,false
531,Rocks in My Pockets,-,-,-,"$34,236",3,"$34,236",Sep 3,Zeitgeist Films,false
532,Sweet Dreams,-,-,-,"$34,157",7,"$59,403",Nov 1,International Film Circuit,false
533,White Bird in a Blizzard,-,-,-,"$33,821",14,"$33,821",Oct 24,Magnolia Pictures,false
534,It Felt Like Love,-,-,-,"$33,817",3,"$33,817",Mar 21,Variance Films,false
535,Rakuen Tsuiho: Expelled from Paradise,-,-,-,"$33,760",13,"$34,510",Dec 13,Eleven Arts,false
536,Gekijouban K: Missing Kings,-,-,-,"$33,531",39,"$33,531",Jul 18,Eleven Arts,false
537,Big Bad Wolves,-,-,-,"$33,232",7,"$33,232",Jan 17,Magnolia Pictures,false
538,A Field in England,-,-,-,"$32,846",13,"$32,846",Feb 7,Drafthouse Films,false
539,Le Jour Se Leve,-,-,-,"$32,419",3,"$35,321",Nov 14,Rialto Pictures,false
540,For a Woman,-,-,-,"$32,286",4,"$32,286",May 2,Film Movement,false
541,The Hero of Color City,-,-,-,"$32,188",69,"$32,188",Oct 3,Magnolia Pictures,false
542,Bird People,-,-,-,"$32,111",7,"$32,111",Sep 12,IFC Films,false
543,Six Dance Lessons in Six Weeks,-,-,-,"$31,650",13,"$106,323",Dec 12,Dada Films,false
544,Abuse of Weakness,-,-,-,"$31,611",5,"$31,611",Aug 15,Strand Releasing,false
545,"Sagrada: The Mystery of Creation
2014 Re-release",-,-,-,"$31,153",5,"$58,755",Sep 12,First Run,false
546,Documented,-,-,-,"$30,662",3,"$30,662",May 2,-,false
547,Happy Christmas,-,-,-,"$30,312",9,"$30,312",Jul 25,Magnolia Pictures,false
548,Jimmy P.,-,-,-,"$30,283",8,"$30,283",Feb 14,IFC Films,false
549,Southern Baptist Sissies,-,-,-,"$30,160",3,"$30,160",Feb 21,The Film Collaborative,false
550,A Long Way Off,-,-,-,"$30,104",15,"$30,104",May 16,Moving Visions Entertainment,false
551,Manakamana,-,-,-,"$30,029",4,"$30,029",Apr 18,The Cinema Guild,false
552,Yellow Day,-,-,-,"$29,656",1,"$29,656",Sep 19,Providence Film Partners,false
553,Cutie and the Boxer,-,-,-,"$29,587",16,"$200,036",Aug 16,RADiUS-TWC,false
554,Othello,-,-,-,"$28,980",4,"$28,980",Apr 25,Carlotta Films,false
