Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
569,Reign of Judges: Title of Liberty - Concept Short,-,-,-,"$93,224",14,"$93,224",Mar 15,-,false
570,The Breadwinner,-,-,-,"$92,073",43,"$312,381",Nov 17,GKIDS,false
571,"BANDSTAND: The Broadway Musical on Screen
2018 Re-release",-,-,-,"$91,000",361,"$91,000",Nov 15,Fathom Events,false
572,John McEnroe: In the Realm of Perfection,-,-,-,"$90,964",22,"$90,964",Aug 22,Oscilloscope,false
573,Running for Grace,-,-,-,"$89,988",13,"$89,988",Jul 20,Blue Fox Entertainment,false
574,Airpocalypse,-,-,-,"$89,955",21,"$105,678",Dec 21,China Lion Film Distribution,false
575,Cat on a Hot Tin Roof,-,-,-,"$89,332",482,"$89,332",Feb 22,Fathom Events,false
576,The Third Murder,-,-,-,"$89,315",10,"$89,315",Jul 20,Film Movement,false
577,Bolshoi Ballet: Swan Lake,-,-,-,"$88,905",282,"$88,905",Jul 23,Fathom Events,false
578,"Goldstone
2018 Re-release",-,-,-,"$87,639",19,"$87,639",Mar 2,Lightyear Entertainment,false
579,The Price of Everything,-,-,-,"$87,400",8,"$87,400",Oct 19,Home Box Office (HBO),false
580,Lobster Cop,-,-,-,"$85,693",12,"$85,693",Jun 22,China Lion Film Distribution,false
581,Big Brother,-,-,-,"$85,624",25,"$85,624",Aug 31,Well Go USA Entertainment,false
582,How to Talk to Girls at Parties,-,-,-,"$84,809",103,"$84,809",May 25,A24,false
583,Stan & Ollie,-,-,-,"$83,992",754,"$5,470,235",Dec 28,Sony Pictures Classics,false
584,Custody,-,-,-,"$83,882",7,"$83,882",Jun 29,Kino Lorber,false
585,National Theatre Live: Antony & Cleopatra,-,-,-,"$83,672",470,"$83,672",Dec 6,Fathom Events,false
586,Claire's Camera,-,-,-,"$83,418",5,"$83,418",Mar 9,The Cinema Guild,false
587,Blood Fest,-,-,-,"$82,774",485,"$82,774",Aug 14,Fathom Events,false
588,Doctor Who: The Woman Who Fell to Earth,-,-,-,"$82,698",487,"$82,698",Oct 10,Fathom Events,false
589,Godard Mon Amour,-,-,-,"$82,264",20,"$82,264",Apr 20,Cohen Media Group,false
590,Yuri!!! On Ice,-,-,-,"$81,878",109,"$81,878",Oct 13,Fathom Events,false
591,Nancy,-,-,-,"$80,115",11,"$80,115",Jun 8,The Samuel Goldwyn Company,false
592,En el séptimo día,-,-,-,"$79,887",9,"$79,887",Jun 8,The Cinema Guild,false
593,Have a Nice Day,-,-,-,"$79,393",15,"$79,393",Jan 26,Strand Releasing,false
594,The Princess and the Matchmaker,-,-,-,"$78,900",6,"$78,900",Mar 9,CJ Entertainment,false
595,The Boxcar Children - Surprise Island,-,-,-,"$78,676",699,"$78,676",May 8,Fathom Events,false
596,Shock and Awe,-,-,-,"$77,980",100,"$77,980",Jul 13,Vertical Entertainment,false
597,A Breath Away,-,-,-,"$77,616",12,"$77,987",Aug 10,Entertainment One,false
598,93Queen,-,-,-,"$76,056",3,"$76,056",Jul 25,Abramorama,false
599,The Brawler,-,-,-,"$75,929",19,"$75,929",Jan 12,Eros International,false
600,The Riot Act,-,-,-,"$75,506",10,"$75,506",Sep 14,Hannover House,false
601,Keys To The Heart,-,-,-,"$75,134",2,"$75,134",Jan 26,CJ Entertainment,false
602,Tehran Taboo,-,-,-,"$74,758",9,"$74,758",Feb 14,Kino Lorber,false
603,Above and Beyond: NASA's Journey to Tomorrow,-,-,-,"$74,711",404,"$74,711",Sep 29,Fathom Events,false
604,After Auschwitz,-,-,-,"$73,885",13,"$73,885",Apr 14,Passion River Films,false
605,Bye Bye Germany,-,-,-,"$73,731",6,"$73,730",Apr 13,Film Movement,false
606,The Last Suit,-,-,-,"$73,548",6,"$73,548",Mar 23,Outsider Films,false
607,"Nico, 1988",-,-,-,"$73,304",12,"$73,304",Aug 1,Magnolia Pictures,false
608,Becoming Astrid,-,-,-,"$72,802",16,"$120,486",Nov 23,Music Box Films,false
609,Helicopter Eela,-,-,-,"$71,971",70,"$71,971",Oct 12,Eros International,false
610,Tom of Finland,-,-,-,"$70,912",12,"$378,296",Oct 13,Kino Lorber,false
611,Namiya,-,-,-,"$70,814",21,"$70,814",Jan 5,China Lion Film Distribution,false
612,"The Fog
2018 Re-release",-,-,-,"$70,421",43,"$70,421",Oct 26,Rialto Pictures,false
613,Wastelander,-,-,-,"$70,045",22,"$70,045",Jan 12,Indican Pictures,false
614,Parchi,-,-,-,"$69,431",39,"$69,431",Jan 12,Atlas Distribution Company,false
615,The House That Jack Built,-,-,-,"$69,245",32,"$87,993",Dec 14,IFC Films,false
616,Outside In,-,-,-,"$68,492",16,"$68,492",Mar 30,The Orchard,false
617,Where Hands Touch,-,-,-,"$67,743",103,"$67,743",Sep 14,Vertical Entertainment,false
618,Under the Tree,-,-,-,"$67,596",9,"$67,596",Jul 6,Magnolia Pictures,false
619,Making the Five Heartbeats,-,-,-,"$67,415",437,"$67,415",Aug 27,Fathom Events,false
620,The Doctor from India,-,-,-,"$67,136",5,"$67,136",Apr 20,Zeitgeist Films,false
621,Chef Flynn,-,-,-,"$65,900",10,"$68,407",Nov 9,Kino Lorber,false
622,"3100, Run and Become",-,-,-,"$65,524",7,"$65,524",Aug 17,-,false
623,Beuys,-,-,-,"$65,410",6,"$65,410",Jan 17,Kino Lorber,false
624,Feng Shui,-,-,-,"$64,147",14,"$64,147",Sep 21,CJ Entertainment,false
625,Liz and the Blue Bird,-,-,-,"$63,204",79,"$63,204",Nov 2,Eleven Arts,false
626,The Gardener,-,-,-,"$62,734",2,"$62,734",Mar 30,Gravitas Ventures,false
627,Never Goin' Back,-,-,-,"$61,271",27,"$61,271",Aug 3,A24,false
628,Walk With Me,-,-,-,"$61,084",61,"$726,726",Aug 11,GathrFilms,false
629,Viper Club,-,-,-,"$60,607",70,"$60,607",Oct 26,Roadside Attractions,false
630,Where Is Kyra?,-,-,-,"$59,717",33,"$59,717",Apr 6,Great Point Media,false
631,Bomb City,-,-,-,"$59,329",17,"$59,329",Feb 9,Gravitas Ventures,false
632,Digimon Adventure tri. Part 4: Loss,-,-,-,"$59,114",410,"$59,114",Feb 1,Fathom Events,false
633,"Westwood: Punk, Icon, Activist",-,-,-,"$58,979",8,"$58,979",Jun 8,Greenwich Entertainment,false
634,A Kid Like Jake,-,-,-,"$58,403",13,"$58,403",Jun 1,IFC Films,false
635,My Friend Dahmer,-,-,-,"$58,326",110,"$1,361,611",Nov 3,FilmRise,false
636,In Search of Greatness,-,-,-,"$58,280",16,"$58,090",Nov 2,-,false
637,Cynthia,-,-,-,"$58,177",21,"$58,177",Aug 31,Indican Pictures,false
638,Woman Walks Ahead,-,-,-,"$57,528",6,"$57,528",Jun 29,A24,false
639,Black '47,-,-,-,"$57,520",100,"$57,520",Sep 28,IFC Films,false
640,"Monrovia, Indiana",-,-,-,"$57,486",14,"$63,944",Oct 26,Zipporah Films,false
641,Bhavesh Joshi Superhero,-,-,-,"$57,376",46,"$57,376",Jun 1,Eros International,false
642,Ramen Heads,-,-,-,"$57,345",6,"$57,345",Mar 16,FilmBuff,false
643,Django,-,-,-,"$56,556",7,"$56,556",Jan 5,Under The Milky Way,false
644,American Dream: Detroit,-,-,-,"$55,092",421,"$55,092",May 15,Fathom Events,false
645,DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,-,-,-,"$54,916",368,"$54,916",Dec 15,Fathom Events,false
646,Digimon Adventure tri. Part 6: Future,-,-,-,"$54,324",463,"$54,324",Sep 20,Fathom Events,false
647,The Great Silence,-,-,-,"$53,074",6,"$53,074",Mar 30,Film Movement,false
648,Twiceland,-,-,-,"$52,874",19,"$52,874",Dec 7,CJ Entertainment,false
649,Digimon Adventure tri. Part 5: Coexistence,-,-,-,"$52,339",393,"$52,339",May 10,Fathom Events,false
650,Before We Vanish,-,-,-,"$52,087",42,"$52,087",Feb 2,-,false
651,The Snowman Trek,-,-,-,"$51,743",350,"$51,743",May 17,Fathom Events,false
652,"Wanda
2018 Re-release",-,-,-,"$51,713",3,"$51,713",Jul 20,Janus Films,false
653,I Am Not a Witch,-,-,-,"$50,318",8,"$50,868",Sep 7,Film Movement,false
654,The Royal Wedding: Prince Harry and Meghan Markle,-,-,-,"$50,264",194,"$50,264",May 19,Fathom Events,false
655,"Jumanji/Jumanji: Welcome to the Jungle
2018 NCM Fathom Event",-,-,-,"$49,381",352,"$49,381",Jun 10,Fathom Events,false
656,Hal,-,-,-,"$48,698",10,"$48,698",Sep 7,Oscilloscope,false
657,The China Hustle,-,-,-,"$48,650",20,"$48,650",Mar 30,Magnolia Pictures,false
658,350 Days - Legends. Champions. Survivors,-,-,-,"$47,526",341,"$47,526",Jul 12,Fathom Events,false
659,Bigger,-,-,-,"$46,382",61,"$46,382",Oct 12,Freestyle Releasing,false
660,Racer and the Jailbird,-,-,-,"$46,337",48,"$46,337",May 4,-,false
661,Summer in the Forest,-,-,-,"$45,542",6,"$45,542",Mar 23,Abramorama,false
662,Wait for Your Laugh,-,-,-,"$45,037",5,"$73,585",Nov 3,Vitagraph Films,false
663,Rodin,-,-,-,"$44,261",8,"$44,261",Jun 1,Cohen Media Group,false
664,"The Sacrifice
2017 Re-release",-,-,-,"$44,198",4,"$61,018",Oct 20,Kino Lorber,false
665,What Will People Say,-,-,-,"$44,156",4,"$44,156",Jul 13,Kino Lorber,false
666,Garry Winogrand: All Things are Photographable,-,-,-,"$44,002",3,"$44,002",Sep 19,Greenwich Entertainment,false
667,Hitler's Hollywood,-,-,-,"$43,766",6,"$43,766",Apr 11,Kino Lorber,false
668,Antonio Lopez 1970: Sex Fashion & Disco,-,-,-,"$43,169",5,"$43,169",Sep 14,Film Movement,false
669,Indian Horse,-,-,-,"$43,065",9,"$2,097,362",Apr 13,Elevation Pictures,false
670,First We Take Brooklyn,-,-,-,"$42,812",5,"$42,812",Feb 9,-,false
671,A Ciambra,-,-,-,"$41,934",6,"$41,934",Jan 19,IFC Films,false
672,Golden Exits,-,-,-,"$41,888",11,"$41,888",Feb 9,Vertical Entertainment,false
673,Western,-,-,-,"$41,072",7,"$41,072",Feb 16,The Cinema Guild,false
674,Humor Me,-,-,-,"$40,099",5,"$40,099",Jan 12,Shout! Factory,false
675,Submission,-,-,-,"$39,985",39,"$39,985",Mar 2,Great Point Media,false
676,"Mamma Mia!
2018 Re-release",-,-,-,"$39,601",243,"$39,601",Nov 4,Fathom Events,false
677,Araby,-,-,-,"$38,399",7,"$38,399",Jun 22,Grasshopper Film,false
678,Gray Matter,-,-,-,"$38,034",12,"$38,034",May 18,Indican Pictures,false
679,The Heart of Nuba,-,-,-,"$37,788",4,"$37,788",Apr 6,Abramorama,false
680,Oolong Courtyard: KungFu School,-,-,-,"$37,727",10,"$37,727",Aug 24,China Lion Film Distribution,false
681,Krystal,-,-,-,"$37,516",86,"$37,516",Apr 13,Paladin,false
682,"Hale County This Morning, This Evening",-,-,-,"$37,374",8,"$112,282",Sep 14,The Cinema Guild,false
683,The Other Side of Hope,-,-,-,"$37,239",11,"$183,943",Dec 1,Janus Films,false
684,Girls vs Gangsters,-,-,-,"$37,115",4,"$37,115",Mar 9,Well Go USA Entertainment,false
685,Breath,-,-,-,"$37,108",21,"$37,108",Jun 1,FilmRise,false
686,Small Group,-,-,-,"$37,058",10,"$37,058",Oct 18,GathrFilms,false
687,Searching for Ingmar Bergman,-,-,-,"$36,686",8,"$36,686",Nov 2,Oscilloscope,false
688,Mind Game,-,-,-,"$36,613",7,"$36,613",Feb 16,GKIDS,false
689,Divide and Conquer,-,-,-,"$36,532",16,"$38,510",Dec 7,Magnolia Pictures,false
690,Le Corbeau,-,-,-,"$36,089",1,"$36,089",Apr 20,Rialto Pictures,false
691,The House of Tomorrow,-,-,-,"$35,821",8,"$35,821",Apr 27,Shout! Factory,false
692,The Big Bad Fox and Other Tales,-,-,-,"$35,787",12,"$35,787",Mar 8,GKIDS,false
693,The Road Movie,-,-,-,"$35,757",19,"$35,757",Jan 19,Oscilloscope,false
694,For Those Who Don't Read Me,-,-,-,"$34,921",6,"$36,506",Nov 23,Entertainment One,false
695,Just Getting Started,-,-,-,"$34,609","2,161","$6,069,605",Dec 8,Broad Green Pictures,false
696,24 Frames,-,-,-,"$34,482",2,"$34,482",Feb 2,Janus Films,false
697,Space Station 3D,-,-,-,"$34,436",64,"$93,383,953",Apr 19,IMAX,false
698,Holy Hell,-,-,-,"$34,366",7,"$34,366",Jul 20,Indican Pictures,false
699,Maui,-,-,-,"$33,953",6,"$33,953",Apr 13,GathrFilms,false
700,"No Date, No Signature",-,-,-,"$33,877",3,"$36,444",Aug 1,Distrib Films,false
701,Sollers Point,-,-,-,"$32,608",4,"$32,608",May 11,Oscilloscope,false
702,BPM (Beats Per Minute),-,-,-,"$32,463",20,"$125,189",Oct 20,The Orchard,false
703,Liyana,-,-,-,"$32,148",4,"$44,045",Oct 10,Abramorama,false
704,Goodland,-,-,-,"$32,140",3,"$32,140",May 11,Parade Deck Films,false
705,Moynihan,-,-,-,"$31,970",2,"$31,970",Oct 3,First Run,false
706,Saving Brinton,-,-,-,"$31,628",10,"$56,218",Sep 17,-,false
707,Good Manners,-,-,-,"$31,177",4,"$31,177",Jul 27,Distrib Films,false
708,Poor Boy,-,-,-,"$31,031",5,"$31,031",Jul 13,Indican Pictures,false
709,Galapagos,-,-,-,"$30,821",14,"$18,630,372",Oct 29,IMAX,false
710,Cold Water,-,-,-,"$30,209",1,"$30,209",Apr 27,Janus Films,false
711,The Desert Bride,-,-,-,"$30,110",4,"$30,110",May 4,Strand Releasing,false
712,Desolation,-,-,-,"$29,810",3,"$18,490",Jan 26,Parade Deck Films,false
713,"Memories of Underdevelopment
2018 Re-release",-,-,-,"$29,647",1,"$29,647",Jan 12,Janus Films,false
714,Same Kind of Different as Me,-,-,-,"$29,599","1,362","$6,423,605",Oct 20,Pure Flix Entertainment,false
715,"The Mercy
2018 Re-release",-,-,-,"$29,538",108,"$29,538",Nov 30,Screen Media Films,false
716,Charm City,-,-,-,"$29,335",3,"$29,335",Oct 12,PBS Distribution,false
717,Restoring Tomorrow,-,-,-,"$28,556",394,"$28,556",Nov 13,Fathom Events,false
718,The Apparition,-,-,-,"$28,293",7,"$28,293",Sep 7,Music Box Films,false
719,On Her Shoulders,-,-,-,"$28,288",7,"$28,288",Oct 19,Oscilloscope,false
720,"Quai des Orfèvres
2018 Re-release",-,-,-,"$28,013",2,"$28,013",Apr 13,Rialto Pictures,false
721,The Amendment,-,-,-,"$27,961",541,"$27,961",Apr 12,Fathom Events,false
722,Horn from the Heart: The Paul Butterfield Story,-,-,-,"$27,782",2,"$58,597",Oct 17,Abramorama,false
723,Senso,-,-,-,"$26,986",2,"$27,723",Oct 26,Rialto Pictures,false
724,The Cured,-,-,-,"$26,630",28,"$26,630",Feb 23,IFC Films,false
725,Milford Graves Full Mantis,-,-,-,"$26,566",4,"$26,566",Jul 13,The Cinema Guild,false
726,"Belle de Jour
2017 Re-release",-,-,-,"$26,331",3,"$26,331",Mar 23,Janus Films,false
727,The Misandrists,-,-,-,"$26,123",5,"$26,123",May 25,-,false
728,Ridge Runners,-,-,-,"$26,019",7,"$26,019",Jan 19,Indican Pictures,false
729,"Jet Trash
2018 Re-release",-,-,-,"$26,002",6,"$26,002",Apr 27,Indican Pictures,false
730,Birdboy: The Forgotten Children,-,-,-,"$25,629",9,"$38,786",Dec 15,GKIDS,false
731,Let There Be Light,-,-,-,"$25,383",774,"$7,233,471",Oct 27,Atlas Distribution Company,false
732,No Intenso Agora,-,-,-,"$24,955",1,"$24,955",Jan 31,Icarus Films,false
733,An Elephant's Journey,-,-,-,"$24,844",586,"$24,844",Apr 16,Fathom Events,false
734,The Day After,-,-,-,"$24,746",6,"$24,746",May 11,The Cinema Guild,false
735,Night of 7 Years,-,-,-,"$24,281",4,"$24,281",Apr 6,CJ Entertainment,false
736,Elliot the Littlest Reindeer,-,-,-,"$24,262",105,"$24,262",Nov 30,Screen Media Films,false
737,Death House,-,-,-,"$24,143",7,"$23,833",Mar 2,Hannover House,false
738,Swimming with Men,-,-,-,"$24,073",31,"$24,708",Dec 7,IFC Films,false
739,Vazante,-,-,-,"$23,884",6,"$23,884",Jan 12,Music Box Films,false
740,The Divine Order,-,-,-,"$23,797",9,"$76,277",Oct 27,Zeitgeist Films,false
741,Letter from Masanjia,-,-,-,"$23,481",2,"$23,481",Sep 14,Ammo Content,false
742,Take Point,-,-,-,"$22,736",25,"$112,386",Dec 27,CJ Entertainment,false
743,The Atomic Cafe,-,-,-,"$22,293",5,"$22,293",Aug 1,Kino Lorber,false
744,The Judge,-,-,-,"$22,257",3,"$22,257",Apr 13,Idle Wild Films,false
745,Winning Formula,-,-,-,"$22,189",5,"$22,189",Jul 27,Indican Pictures,false
746,The Workshop,-,-,-,"$22,061",8,"$22,061",Mar 23,Strand Releasing,false
747,Loving Pablo,-,-,-,"$22,017",15,"$22,017",Oct 5,Universal Pictures,false
748,The Female Brain,-,-,-,"$21,786",26,"$21,786",Feb 9,IFC Films,false
749,A Paris Education,-,-,-,"$21,598",2,"$21,598",Aug 30,Kino Lorber,false
750,Half the Picture,-,-,-,"$21,595",1,"$21,589",Jun 8,Gravitas Ventures,false
751,Primal Rage: The Legend of Konga,-,-,-,"$21,497",125,"$21,497",Feb 27,Fathom Events,false
752,Journey to the South Pacific,-,-,-,"$21,328",19,"$7,653,913",Nov 27,IMAX,false
753,Ganja & Hess,-,-,-,"$21,197",8,"$21,197",May 30,Kino Lorber,false
754,The Happys,-,-,-,"$21,108",2,"$21,108",Mar 16,Indican Pictures,false
755,Ava,-,-,-,"$20,940",3,"$20,940",Apr 27,Grasshopper Film,false
756,Did You Wonder Who Fired the Gun?,-,-,-,"$20,765",3,"$20,765",Feb 28,Grasshopper Film,false
757,The Tag Along: Devil Fish,-,-,-,"$20,726",8,"$20,726",Dec 7,China Lion Film Distribution,false
758,Ice Dragon: Legend of the Blue Daisies,-,-,-,"$20,549",228,"$20,549",Mar 24,Fathom Events,false
759,The Devil and Father Amorth,-,-,-,"$20,449",8,"$20,449",Apr 20,The Orchard,false
760,Izzy Gets the F*ck Across Town,-,-,-,"$20,208",15,"$20,208",Jun 22,Shout! Factory,false
761,The Last Resort,-,-,-,"$20,156",13,"$158,646",Dec 21,Kino Lorber,false
762,Apocalypsis,-,-,-,"$20,052",2,"$20,052",Mar 2,Indican Pictures,false
763,Eight Hours Don't Make a Day,-,-,-,"$19,987",1,"$19,987",Mar 16,Janus Films,false
764,"One Sings, the Other Doesn't",-,-,-,"$19,919",2,"$19,919",Jun 1,Janus Films,false
765,Active Measures,-,-,-,"$19,862",2,"$19,862",Aug 31,-,false
766,Freak Show,-,-,-,"$19,696",9,"$19,696",Jan 12,IFC Films,false
767,God's Own Country,-,-,-,"$19,325",13,"$335,609",Oct 24,Orion Pictures,false
768,To the Arctic 3D,-,-,-,"$19,152",52,"$14,560,838",Apr 20,Warner Bros.,false
769,Who We Are Now,-,-,-,"$19,128",3,"$19,128",May 25,FilmRise,false
770,November,-,-,-,"$19,084",8,"$19,084",Feb 23,Oscilloscope,false
771,Anything,-,-,-,"$19,037",27,"$19,037",May 11,Paladin,false
772,Crime + Punishment,-,-,-,"$18,644",3,"$18,644",Aug 24,IFC Films,false
773,Mrs. Hyde,-,-,-,"$18,627",2,"$18,627",Apr 27,-,false
774,"Maquia: When the Promised Flower Blooms
2018 Re-release",-,-,-,"$18,539",62,"$18,539",Sep 21,Eleven Arts,false
775,Allegiance to Broadway,-,-,-,"$18,527",344,"$18,527",Dec 4,Fathom Events,false
776,Gabriel and the Mountain,-,-,-,"$18,415",2,"$18,415",Jun 15,Strand Releasing,false
777,306 Hollywood,-,-,-,"$18,399",4,"$18,399",Sep 28,El Tigre,false
778,Marlina the Murderer in Four Acts,-,-,-,"$17,988",3,"$17,788",Jun 22,Icarus Films,false
779,"Batman: Mask of the Phantasm
2018 Re-release",-,-,-,"$17,813",761,"$17,813",Nov 12,Fathom Events,false
780,King of Hearts,-,-,-,"$17,646",4,"$17,646",Feb 23,Cohen Media Group,false
781,The Chronicle of Anna Magdalena Bach,-,-,-,"$17,527",2,"$17,527",Mar 2,Grasshopper Film,false
782,"A Bread Factory, Part One/A Bread Factory, Part Two",-,-,-,"$17,325",2,"$17,325",Oct 26,In the Family,false
783,Revival,-,-,-,"$17,252",10,"$17,252",Dec 7,TriCoast Worldwide,false
784,Heading Home: The Tale of Team Israel,-,-,-,"$16,950",7,"$207,533",Dec 14,Menemsha Films,false
785,Life and Nothing More,-,-,-,"$16,868",6,"$24,358",Oct 24,CFI Releasing,false
786,Haikara-San: Here Comes Miss Modern,-,-,-,"$16,572",101,"$16,572",Jun 8,Eleven Arts,false
787,Just One Drop,-,-,-,"$16,352",6,"$60,078",Sep 22,GathrFilms,false
788,"Intent to Destroy: Death, Denial & Depiction
2017 Re-release",-,-,-,"$16,350",2,"$18,340",Dec 4,GathrFilms,false
789,Out on Stage,-,-,-,"$15,623",136,"$15,623",Jul 24,Fathom Events,false
790,Bob le Flambeur,-,-,-,"$15,586",2,"$15,586",Jan 5,Rialto Pictures,false
791,When You Read This Letter,-,-,-,"$15,552",2,"$15,552",Sep 12,Rialto Pictures,false
792,People's Republic of Desire,-,-,-,"$15,241",5,"$15,241",Nov 30,-,false
793,Trust Machine: The Story of Blockchain,-,-,-,"$14,905",1,"$14,905",Oct 26,SingularDTV,false
794,The Lucky Man,-,-,-,"$14,644",3,"$25,015",Dec 21,Indican Pictures,false
795,The Charmer,-,-,-,"$14,472",3,"$26,167",Dec 5,Film Movement,false
796,Thelma,-,-,-,"$14,461",39,"$147,391",Nov 10,The Orchard,false
797,A Prayer Before Dawn,-,-,-,"$14,453",13,"$14,453",Aug 10,A24,false
798,The Last Movie Star,-,-,-,"$14,410",5,"$14,410",Mar 30,A24,false
799,Narcissister Organ Player,-,-,-,"$14,316",4,"$15,334",Nov 7,Film Movement,false
800,"Koroshiya 1
2017 Re-release",-,-,-,"$14,299",4,"$20,285",Nov 10,Well Go USA Entertainment,false
801,Detour,-,-,-,"$14,043",1,"$16,172",Nov 30,Janus Films,false
802,Chasing the Blues,-,-,-,"$14,030",9,"$14,030",Oct 5,Ammo Content,false
803,The Escape,-,-,-,"$14,018",29,"$14,018",May 11,IFC Films,false
804,Weed the People,-,-,-,"$13,926",2,"$13,926",Oct 26,Abramorama,false
805,Here and Now,-,-,-,"$13,892",51,"$13,892",Nov 9,-,false
806,Stavisky...,-,-,-,"$13,793",1,"$13,793",Oct 3,Rialto Pictures,false
807,PGS: Intuition Is Your Personal Guidance System,-,-,-,"$13,791",4,"$35,423",Jan 16,GathrFilms,false
808,The Boy Downstairs,-,-,-,"$13,638",1,"$13,638",Feb 16,FilmRise,false
809,Shed Skin Papa,-,-,-,"$13,331",8,"$13,331",Mar 23,China Lion Film Distribution,false
810,Our Blood is Wine,-,-,-,"$13,210",5,"$13,210",Mar 9,Music Box Films,false
811,Novitiate,-,-,-,"$13,159",163,"$580,346",Oct 27,Sony Pictures Classics,false
812,Like Me,-,-,-,"$12,965",4,"$12,965",Jan 26,Kino Lorber,false
813,How Viktor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,-,-,-,"$12,954",8,"$12,954",Mar 23,Carusel,false
814,"Lou Andreas-Salomé, The Audacity to be Free",-,-,-,"$12,875",2,"$12,875",Apr 20,Cinema Libre Studio,false
815,American Socialist: The Life and Times of Eugene Victor Debs,-,-,-,"$12,609",3,"$12,609",Mar 2,First Run,false
816,My Art,-,-,-,"$12,554",2,"$12,554",Jan 12,Film Movement,false
817,American Chaos,-,-,-,"$12,368",26,"$12,368",Sep 14,Sony Pictures Classics,false
818,Head Full of Honey,-,-,-,"$12,350",4,"$12,350",Nov 30,Warner Bros.,false
819,Let Yourself Go,-,-,-,"$12,189",8,"$12,189",Mar 2,Menemsha Films,false
820,Quest,-,-,-,"$12,125",3,"$47,807",Dec 1,First Run,false
821,The Most Unknown,-,-,-,"$12,119",2,"$12,119",May 18,Abramorama,false
822,Return of the Hero,-,-,-,"$12,104",3,"$37,108",Aug 30,Distrib Films,false
823,Minding the Gap,-,-,-,"$11,998",5,"$11,998",Aug 17,Magnolia Pictures,false
824,The Last Race,-,-,-,"$11,947",3,"$11,947",Nov 16,Magnolia Pictures,false
825,Les Parents Terribles,-,-,-,"$11,818",1,"$11,818",May 25,Cohen Media Group,false
826,Victoria & Abdul,-,-,-,"$11,785","1,060","$22,245,070",Sep 22,Focus Features,false
827,Summer '03,-,-,-,"$11,746",15,"$11,746",Sep 28,Blue Fox Entertainment,false
828,Hannah,-,-,-,"$11,700",2,"$11,700",Mar 9,Parade Deck Films,false
829,Tyrel,-,-,-,"$11,624",5,"$21,456",Dec 7,Magnolia Pictures,false
830,This is Our Land,-,-,-,"$11,567",2,"$11,567",Apr 18,Distrib Films,false
831,Souvenir,-,-,-,"$11,411",3,"$11,411",Mar 2,Strand Releasing,false
832,Rendezvous in July,-,-,-,"$11,321",2,"$11,321",Aug 1,Rialto Pictures,false
833,The Public Image is Rotten,-,-,-,"$11,293",1,"$11,293",Sep 14,Abramorama,false
834,Bullitt County,-,-,-,"$11,257",9,"$11,257",Oct 26,Mr. Pictures,false
835,The Assassin's Code,-,-,-,"$11,218",12,"$11,218",May 11,Gravitas Ventures,false
836,Wedding Party 2,-,-,-,"$11,140",2,"$11,140",Feb 14,-,false
837,The Samuel Project,-,-,-,"$11,087",2,"$161,565",Sep 28,-,false
838,Embrace: The Documentary,-,-,-,"$10,971",77,"$629,126",Sep 19,GathrFilms,false
839,Sicilian Ghost Story,-,-,-,"$10,646",3,"$15,285",Nov 30,Strand Releasing,false
840,Class Rank,-,-,-,"$10,452",14,"$10,452",May 11,Cinedigm Entertainment Group,false
841,"Mama Africa
2018 Re-release",-,-,-,"$10,430",1,"$10,430",Jan 19,ArtMattan Productions,false
842,The Advocates,-,-,-,"$10,402",4,"$10,402",Oct 19,Cinema Libre Studio,false
843,Dying to Know: Ram Dass & Timothy Leary,-,-,-,"$10,358",3,"$16,397",Jan 23,GathrFilms,false
844,Heavy Trip,-,-,-,"$10,153",19,"$10,153",Oct 5,Music Box Films,false
845,Furious,-,-,-,"$9,996",15,"$9,996",Apr 20,Carusel,false
846,River Runs Red,-,-,-,"$9,893",20,"$9,893",Nov 9,Cinedigm Entertainment Group,false
847,Please Stand By,-,-,-,"$9,868",7,"$9,868",Jan 26,Magnolia Pictures,false
848,The Quest of Alain Ducasse,-,-,-,"$9,627",5,"$9,627",Jun 8,Magnolia Pictures,false
849,Strangers on the Earth,-,-,-,"$9,518",2,"$9,518",May 4,First Run,false
850,That Summer,-,-,-,"$9,501",5,"$34,556",May 18,IFC Films,false
851,The Crime of Monsieur Lange,-,-,-,"$9,299",3,"$36,438",Nov 17,Rialto Pictures,false
852,El Mar La Mar,-,-,-,"$9,065",2,"$9,065",Feb 23,The Cinema Guild,false
853,Step Up: High Water,-,-,-,"$9,005",378,"$9,005",Jan 30,Fathom Events,false
854,Zoo Wars,-,-,-,"$8,998",12,"$8,998",Apr 27,Parade Deck Films,false
855,Survivors Guide To Prison,-,-,-,"$8,982",4,"$8,982",Feb 23,Gravitas Ventures,false
856,Blood Feast,-,-,-,"$8,958",3,"$8,708",Apr 6,Hannover House,false
857,Summer of '67,-,-,-,"$8,941",1,"$8,941",Jun 29,-,false
858,Beauty and the Dogs,-,-,-,"$8,915",4,"$8,915",Mar 23,Oscilloscope,false
859,Un traductor,-,-,-,"$8,630",2,"$13,509",Oct 19,Film Movement,false
860,The Clovehitch Killer,-,-,-,"$8,208",26,"$8,208",Nov 16,IFC Films,false
861,Spiral,-,-,-,"$8,190",2,"$8,190",Jun 22,Cohen Media Group,false
