Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
65,47 Meters Down,-,-,-,"$44,307,191","2,471","$44,307,191",Jun 16,Entertainment Studios Motion Pictures,false
66,The Big Sick,-,-,-,"$42,873,127","2,597","$42,873,127",Jun 23,Lionsgate,false
67,Moana,-,-,-,"$42,279,566","3,875","$248,757,044",Nov 23,Walt Disney Studios Motion Pictures,false
68,Ghost in the Shell,-,-,-,"$40,563,557","3,440","$40,563,557",Mar 31,Paramount Pictures,false
69,Valerian and the City of a Thousand Planets,-,-,-,"$40,479,370","3,553","$41,189,488",Jul 21,STX Entertainment,false
70,The Star,-,-,-,"$39,963,949","2,976","$40,852,824",Nov 17,Sony Pictures Entertainment (SPE),false
71,King Arthur: Legend of the Sword,-,-,-,"$39,175,066","3,702","$39,175,066",May 12,Warner Bros.,false
72,Jigsaw,-,-,-,"$38,052,832","2,941","$38,052,832",Oct 27,Lionsgate,false
73,American Assassin,-,-,-,"$36,249,674","3,154","$36,249,674",Sep 15,Lionsgate,false
74,The Foreigner,-,-,-,"$34,393,507","2,515","$34,393,507",Oct 13,STX Entertainment,false
75,"Everything, Everything",-,-,-,"$34,121,140","2,801","$34,121,140",May 19,Warner Bros.,false
76,Wind River,-,-,-,"$33,800,859","2,890","$33,800,859",Aug 4,The Weinstein Company,false
77,Geostorm,-,-,-,"$33,578,782","3,246","$33,700,160",Oct 20,Warner Bros.,false
78,Monster Trucks,-,-,-,"$33,370,166","3,119","$33,370,166",Jan 13,Paramount Pictures,false
79,Fist Fight,-,-,-,"$32,187,017","3,185","$32,187,017",Feb 17,Warner Bros.,false
80,How to Be a Latin Lover,-,-,-,"$32,149,404","1,203","$32,149,404",Apr 28,Pantelion Films,false
81,Lady Bird,-,-,-,"$31,432,462","1,557","$48,958,273",Nov 3,A24,false
82,Fences,-,-,-,"$31,351,933","2,368","$57,682,904",Dec 16,Paramount Pictures,false
83,Patriots Day,-,-,-,"$31,319,806","3,120","$31,886,361",Dec 21,Lionsgate,false
84,Kidnap,-,-,-,"$30,971,040","2,418","$30,971,040",Aug 4,Aviron Pictures,false
85,Underworld: Blood Wars,-,-,-,"$30,353,973","3,070","$30,353,973",Jan 6,Screen Gems,false
86,The Mountain Between Us,-,-,-,"$30,348,555","3,259","$30,348,555",Oct 6,Twentieth Century Fox,false
87,Life,-,-,-,"$30,234,022","3,146","$30,234,022",Mar 24,Sony Pictures Entertainment (SPE),false
88,Why Him?,-,-,-,"$29,689,870","3,008","$60,323,786",Dec 23,Twentieth Century Fox,false
89,The Nut Job 2: Nutty by Nature,-,-,-,"$28,370,522","4,003","$28,370,522",Aug 11,Open Road Films (II),false
90,Rings,-,-,-,"$27,793,018","2,931","$27,793,018",Feb 3,Paramount Pictures,false
91,Logan Lucky,-,-,-,"$27,780,977","3,031","$27,780,977",Aug 18,Bleecker Street Media,false
92,Home Again,-,-,-,"$27,020,284","3,036","$27,020,284",Sep 8,Open Road Films (II),false
93,Resident Evil: The Final Chapter,-,-,-,"$26,830,068","3,104","$26,830,068",Jan 27,Screen Gems,false
94,The House,-,-,-,"$25,584,504","3,134","$25,584,504",Jun 30,Warner Bros.,false
95,Gifted,-,-,-,"$24,801,212","2,215","$24,801,212",Apr 7,Fox Searchlight Pictures,false
96,"Three Billboards Outside Ebbing, Missouri",-,-,-,"$24,164,629","1,726","$54,513,740",Nov 10,Fox Searchlight Pictures,false
97,The Bye Bye Man,-,-,-,"$22,395,806","2,220","$22,395,806",Jan 13,STX Entertainment,false
98,Victoria & Abdul,-,-,-,"$22,233,285","1,060","$22,245,070",Sep 22,Focus Features,false
99,Rough Night,-,-,-,"$22,105,643","3,162","$22,105,643",Jun 16,Sony Pictures Entertainment (SPE),false
100,My Little Pony: The Movie,-,-,-,"$21,885,107","2,528","$21,885,107",Oct 6,Lionsgate,false
101,"Leap!
2017 Re-release",-,-,-,"$21,858,070","2,705","$21,858,070",Aug 25,The Weinstein Company,false
102,Sleepless,-,-,-,"$20,783,704","1,803","$20,783,704",Jan 13,Open Road Films (II),false
103,Diary of a Wimpy Kid: The Long Haul,-,-,-,"$20,738,724","3,174","$20,738,724",May 19,Twentieth Century Fox,false
104,Manchester by the Sea,-,-,-,"$20,640,332","1,213","$47,695,371",Nov 18,Roadside Attractions,false
105,The Circle,-,-,-,"$20,497,844","3,163","$20,497,844",Apr 28,STX Entertainment,false
106,Baahubali 2: The Conclusion,-,-,-,"$20,186,659",425,"$20,186,659",Apr 28,Great India Films,false
107,Chips,-,-,-,"$18,600,152","2,464","$18,600,152",Mar 24,Warner Bros.,false
108,Assassin's Creed,-,-,-,"$18,232,781","2,996","$54,647,948",Dec 21,Twentieth Century Fox,false
109,Only the Brave,-,-,-,"$18,181,288","2,577","$18,343,983",Oct 20,Sony Pictures Entertainment (SPE),false
110,Darkest Hour,-,-,-,"$18,132,857","1,733","$56,468,410",Nov 22,Focus Features,false
111,The Disaster Artist,-,-,-,"$17,861,795","1,010","$21,120,616",Dec 1,A24,false
112,Mother!,-,-,-,"$17,800,004","2,368","$17,800,004",Sep 15,Paramount Pictures,false
113,The Zookeeper's Wife,-,-,-,"$17,571,660","1,057","$17,571,660",Mar 31,Focus Features,false
114,The Glass Castle,-,-,-,"$17,273,059","1,461","$17,273,059",Aug 11,Lionsgate,false
115,Downsizing,-,-,-,"$17,160,674","2,668","$24,449,754",Dec 22,Paramount Pictures,false
116,Flatliners,-,-,-,"$16,883,115","2,552","$16,883,115",Sep 29,Sony Pictures Entertainment (SPE),false
117,Detroit,-,-,-,"$16,790,139","3,007","$16,790,139",Jul 28,Annapurna Pictures,false
118,The Shape of Water,-,-,-,"$15,670,177","2,341","$63,859,435",Dec 1,Fox Searchlight Pictures,false
119,Moonlight,-,-,-,"$15,365,833","1,564","$27,854,932",Oct 21,A24,false
120,The Case for Christ,-,-,-,"$14,682,684","1,386","$14,682,684",Apr 7,Pure Flix Entertainment,false
121,Wish Upon,-,-,-,"$14,301,505","2,250","$14,301,505",Jul 14,Broad Green Pictures,false
122,It Comes at Night,-,-,-,"$13,985,117","2,533","$13,985,117",Jun 9,A24,false
123,Born in China,-,-,-,"$13,873,211","1,508","$13,873,211",Apr 21,Walt Disney Studios Motion Pictures,false
124,Megan Leavey,-,-,-,"$13,406,304","1,956","$13,406,883",Jun 9,Bleecker Street Media,false
125,Father Figures,-,-,-,"$12,885,287","2,902","$17,501,244",Dec 22,Warner Bros.,false
126,The Founder,-,-,-,"$12,786,053","1,115","$12,786,053",Jan 19,The Weinstein Company,false
127,All the Money in the World,-,-,-,"$12,712,380","2,123","$25,113,707",Dec 25,TriStar Pictures,false
128,Battle of the Sexes,-,-,-,"$12,638,526","1,822","$12,638,526",Sep 22,Fox Searchlight Pictures,false
129,Before I Fall,-,-,-,"$12,241,122","2,346","$12,241,122",Mar 3,Open Road Films (II),false
130,"Roman J. Israel, Esq.",-,-,-,"$11,851,274","1,669","$11,962,778",Nov 17,Sony Pictures Entertainment (SPE),false
131,Unforgettable,-,-,-,"$11,368,012","2,417","$11,368,012",Apr 21,Warner Bros.,false
132,Fantastic Beasts and Where to Find Them,-,-,-,"$11,362,002","4,144","$234,037,575",Nov 18,Warner Bros.,false
133,The Beguiled,-,-,-,"$10,709,995",941,"$10,709,995",Jun 23,Focus Features,false
134,Live by Night,-,-,-,"$10,283,585","2,822","$10,378,555",Dec 25,Warner Bros.,false
135,The Belko Experiment,-,-,-,"$10,166,820","1,341","$10,166,820",Mar 17,BH Tilt,false
136,Thank You for Your Service,-,-,-,"$9,536,300","2,083","$9,536,300",Oct 27,Universal Pictures,false
137,Marshall,-,-,-,"$9,468,318",821,"$10,051,659",Oct 13,Open Road Films (II),false
138,Rock Dog,-,-,-,"$9,420,546","2,077","$9,420,546",Feb 24,Lionsgate,false
139,Arrival,-,-,-,"$8,870,040","3,115","$100,546,139",Nov 11,Paramount Pictures,false
140,The Lost City of Z,-,-,-,"$8,580,410",866,"$8,580,410",Apr 14,Bleecker Street Media,false
141,The Promise,-,-,-,"$8,224,288","2,251","$8,224,288",Apr 21,Open Road Films (II),false
142,A Cure for Wellness,-,-,-,"$8,106,986","2,704","$8,106,986",Feb 17,Twentieth Century Fox,false
143,The Space Between Us,-,-,-,"$7,885,294","2,812","$7,885,294",Feb 3,STX Entertainment,false
144,Jackie,-,-,-,"$7,490,669",508,"$13,960,394",Dec 2,Fox Searchlight Pictures,false
145,Gold,-,-,-,"$7,227,038","2,166","$7,227,038",Jan 27,The Weinstein Company,false
146,Let There Be Light,-,-,-,"$7,208,088",774,"$7,233,471",Oct 27,Atlas Distribution Company,false
147,I Am Not Your Negro,-,-,-,"$7,123,919",320,"$7,123,919",Feb 3,Magnolia Pictures,false
148,Beatriz at Dinner,-,-,-,"$7,115,854",683,"$7,115,854",Jun 9,Roadside Attractions,false
149,Birth of the Dragon,-,-,-,"$6,901,965","1,633","$6,901,965",Aug 25,BH Tilt,false
150,Silence,-,-,-,"$6,823,622","1,580","$7,100,177",Dec 23,Paramount Pictures,false
151,The Snowman,-,-,-,"$6,700,035","1,815","$6,700,035",Oct 20,Universal Pictures,false
152,Collateral Beauty,-,-,-,"$6,673,543","3,028","$31,016,021",Dec 16,Warner Bros.,false
153,Same Kind of Different as Me,-,-,-,"$6,394,006","1,362","$6,423,605",Oct 20,Pure Flix Entertainment,false
154,Lowriders,-,-,-,"$6,303,560",365,"$6,303,560",May 12,BH Tilt,false
155,Loving Vincent,-,-,-,"$6,240,935",218,"$6,735,118",Sep 22,Good Deed Entertainment,false
156,Maudie,-,-,-,"$6,171,598",233,"$6,170,998",Apr 14,Sony Pictures Classics,false
157,Just Getting Started,-,-,-,"$6,034,990","2,161","$6,069,605",Dec 8,Broad Green Pictures,false
158,All Saints,-,-,-,"$5,802,208",846,"$5,802,208",Aug 25,Affirm Films,false
159,Suburbicon,-,-,-,"$5,775,178","2,046","$5,775,178",Oct 27,Paramount Pictures,false
160,Paris Can Wait,-,-,-,"$5,617,731",447,"$5,617,731",May 12,Sony Pictures Classics,false
161,The Man Who Invented Christmas,-,-,-,"$5,575,759",720,"$5,676,486",Nov 22,Bleecker Street Media,false
162,20th Century Women,-,-,-,"$5,526,783",650,"$5,664,764",Dec 28,A24,false
163,Molly's Game,-,-,-,"$5,377,480","1,708","$28,780,744",Dec 25,STX Entertainment,false
164,The Florida Project,-,-,-,"$5,297,299",229,"$5,904,366",Oct 6,A24,false
165,Your Name.,-,-,-,"$5,017,246",311,"$5,017,246",Apr 7,FUNimation Entertainment,false
166,Office Christmas Party,-,-,-,"$4,952,318","3,210","$54,767,494",Dec 9,Paramount Pictures,false
167,A Beautiful Planet,-,-,-,"$4,676,580",155,"$15,650,615",Apr 29,IMAX,false
168,Tiger Zinda Hai,-,-,-,"$4,572,231",299,"$5,560,921",Dec 22,Yash Raj Films,false
169,Call Me by Your Name,-,-,-,"$4,516,120",914,"$18,095,701",Nov 24,Sony Pictures Classics,false
170,The Book of Henry,-,-,-,"$4,504,974",650,"$4,504,974",Jun 16,Focus Features,false
171,Stronger,-,-,-,"$4,211,129",645,"$4,211,129",Sep 22,Roadside Attractions,false
172,The Hero,-,-,-,"$4,077,333",447,"$4,077,333",Jun 9,The Orchard,false
173,Dangal,-,-,-,"$4,037,118",338,"$12,391,761",Dec 21,UTV Motion Pictures,false
174,Sleight,-,-,-,"$3,986,245",591,"$3,986,245",Apr 28,BH Tilt,false
175,A United Kingdom,-,-,-,"$3,902,185",317,"$3,902,185",Feb 10,Fox Searchlight Pictures,false
176,Norman,-,-,-,"$3,814,868",373,"$3,814,868",Apr 14,Sony Pictures Classics,false
177,Friend Request,-,-,-,"$3,759,078","2,573","$3,759,078",Sep 22,Entertainment Studios Motion Pictures,false
178,A Monster Calls,-,-,-,"$3,676,757","1,523","$3,740,823",Dec 23,Focus Features,false
179,Table 19,-,-,-,"$3,614,896",868,"$3,614,896",Mar 3,Fox Searchlight Pictures,false
180,Their Finest,-,-,-,"$3,603,484",330,"$3,603,484",Apr 7,STX Entertainment,false
181,Phoenix Forgotten,-,-,-,"$3,600,146","1,626","$3,600,146",Apr 21,Cinelou Films,false
182,Trolls,-,-,-,"$3,576,772","4,066","$153,707,064",Nov 4,Twentieth Century Fox,false
183,An Inconvenient Sequel: Truth to Power,-,-,-,"$3,496,795",556,"$3,496,795",Jul 28,Paramount Pictures,false
184,Til Death Do Us Part,-,-,-,"$3,455,268",562,"$3,455,267",Sep 29,-,false
185,Raees,-,-,-,"$3,262,954",265,"$3,262,954",Jan 25,-,false
186,"Close Encounters of the Third Kind
2017 Re-release",-,-,-,"$3,100,479",901,"$3,100,479",Sep 1,Sony Pictures Entertainment (SPE),false
187,Colossal,-,-,-,"$3,029,287",327,"$3,029,287",Apr 7,Neon,false
188,Ingrid Goes West,-,-,-,"$3,024,308",647,"$3,024,308",Aug 11,Neon,false
189,Leap!,-,-,-,"$2,844,490",237,"$2,844,490",Feb 24,Entertainment One,false
190,The Oscar Nominated Short Films 2017: Live Action,-,-,-,"$2,835,355",272,"$2,835,355",Feb 10,Shorts International,false
191,Kedi,-,-,-,"$2,835,047",130,"$2,835,047",Feb 10,Oscilloscope,false
192,Doctor Strange,-,-,-,"$2,765,583","3,882","$232,641,920",Nov 4,Walt Disney Studios Motion Pictures,false
193,Hacksaw Ridge,-,-,-,"$2,746,401","2,971","$67,209,615",Nov 4,Lionsgate,false
194,Wolf Warrior 2,-,-,-,"$2,721,100",53,"$2,721,100",Jul 28,The H Collective,false
195,My Cousin Rachel,-,-,-,"$2,716,368",531,"$2,716,368",Jun 9,Fox Searchlight Pictures,false
196,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,-,-,-,"$2,620,183",532,"$2,620,183",Aug 26,Fathom Events,false
197,A Question of Faith,-,-,-,"$2,587,072",661,"$2,587,072",Sep 29,Pure Flix Entertainment,false
198,Is Genesis History?,-,-,-,"$2,570,392",704,"$2,570,392",Feb 23,Fathom Events,false
199,Disney's Newsies: The Broadway Musical!,-,-,-,"$2,545,060",780,"$2,545,060",Feb 18,Fathom Events,false
200,IN OUR HANDS: Battle for Jerusalem,-,-,-,"$2,534,370",733,"$2,534,370",May 23,Fathom Events,false
201,Do It Like An Hombre,-,-,-,"$2,534,252",382,"$2,534,252",Sep 1,Pantelion Films,false
202,LBJ,-,-,-,"$2,470,979",659,"$2,470,979",Nov 3,Electric Entertainment,false
203,Tulip Fever,-,-,-,"$2,455,635",772,"$2,455,635",Sep 1,The Weinstein Company,false
204,"I, Tonya",-,-,-,"$2,433,462","1,450","$30,014,539",Dec 8,Neon,false
205,T2 Trainspotting,-,-,-,"$2,402,004",331,"$2,402,004",Mar 17,TriStar Pictures,false
206,Pokémon the Movie: I Choose You!,-,-,-,"$2,401,722",789,"$2,401,722",Nov 5,Fathom Events,false
207,The Salesman,-,-,-,"$2,391,000",115,"$2,402,067",Jan 27,Cohen Media Group,false
208,Jeepers Creepers III,-,-,-,"$2,335,162",669,"$2,335,162",Sep 26,Screen Media Films,false
209,The Resurrection of Gavin Stone,-,-,-,"$2,303,792",890,"$2,303,792",Jan 20,BH Tilt,false
210,The Killing of a Sacred Deer,-,-,-,"$2,291,901",238,"$2,291,901",Oct 20,A24,false
211,Collide,-,-,-,"$2,280,004","2,045","$2,280,004",Feb 24,Open Road Films (II),false
212,The Lovers,-,-,-,"$2,194,521",443,"$2,194,521",May 5,A24,false
213,The Patriarch,-,-,-,"$2,156,047",312,"$2,156,047",Jan 27,Pantelion Films,false
214,Brad's Status,-,-,-,"$2,133,158",453,"$2,133,158",Sep 15,Annapurna Pictures,false
215,Paterson,-,-,-,"$2,078,820",70,"$2,152,738",Dec 28,Bleecker Street Media,false
216,Good Time,-,-,-,"$2,026,499",721,"$2,026,499",Aug 11,A24,false
217,Badrinath Ki Dulhania,-,-,-,"$1,993,259",156,"$1,993,259",Mar 10,FIP,false
218,Everybody Loves Somebody,-,-,-,"$1,915,789",333,"$1,915,789",Feb 17,Pantelion Films,false
219,A Quiet Passion,-,-,-,"$1,865,396",135,"$1,865,396",Apr 14,Music Box Films,false
220,Toilet: A Love Story,-,-,-,"$1,830,715",178,"$1,830,715",Aug 11,Reliance Big Pictures,false
221,The Wall,-,-,-,"$1,803,064",540,"$1,803,064",May 12,Roadside Attractions,false
222,Free Fire,-,-,-,"$1,799,312","1,070","$1,799,312",Apr 21,A24,false
223,The Last Word,-,-,-,"$1,783,421",380,"$1,783,421",Mar 3,Bleecker Street Media,false
224,The Post,-,-,-,"$1,760,121","2,851","$81,903,458",Dec 22,Twentieth Century Fox,false
225,Goodbye Christopher Robin,-,-,-,"$1,735,251",262,"$1,735,251",Oct 13,Fox Searchlight Pictures,false
226,Menashe,-,-,-,"$1,703,036",126,"$1,703,036",Jul 28,A24,false
227,Slamma Jamma,-,-,-,"$1,687,000",502,"$1,687,000",Mar 24,-,false
228,When Harry Met Sejal,-,-,-,"$1,664,648",280,"$1,664,648",Aug 4,Yash Raj Films,false
229,Jolly LLB 2,-,-,-,"$1,654,254",173,"$1,654,254",Feb 10,FIP,false
230,The Little Hours,-,-,-,"$1,647,175",114,"$1,647,175",Jun 30,Gunpowder & Sky,false
231,The Comedian,-,-,-,"$1,645,145",848,"$1,659,002",Dec 9,Sony Pictures Classics,false
232,A Ghost Story,-,-,-,"$1,596,371",329,"$1,596,371",Jul 7,A24,false
233,Professor Marston & the Wonder Women,-,-,-,"$1,584,759","1,229","$1,584,759",Oct 13,Annapurna Pictures,false
234,The Stray,-,-,-,"$1,579,440",640,"$1,579,440",Oct 6,Purdie Distribution,false
235,Genesis: Paradise Lost,-,-,-,"$1,575,000",419,"$1,575,000",Nov 13,Fathom Events,false
236,Youth,-,-,-,"$1,531,824",35,"$1,891,956",Dec 15,China Lion Film Distribution,false
237,A Taxi Driver,-,-,-,"$1,527,829",41,"$1,527,829",Aug 11,Well Go USA Entertainment,false
238,Sword Art Online the Movie: Ordinal Scale,-,-,-,"$1,522,976",621,"$1,522,976",Mar 9,Eleven Arts,false
239,Inhumans,-,-,-,"$1,521,787",393,"$1,521,787",Sep 1,IMAX,false
240,Mully,-,-,-,"$1,489,771",738,"$1,489,771",Oct 3,Fathom Events,false
241,Jane,-,-,-,"$1,488,431",96,"$1,723,379",Oct 20,Abramorama,false
242,Elle,-,-,-,"$1,456,579",209,"$2,341,534",Nov 11,Sony Pictures Classics,false
243,Twins 2,-,-,-,"$1,431,255",192,"$1,431,255",Sep 29,FIP,false
244,The Wedding Plan,-,-,-,"$1,412,404",123,"$1,412,404",May 12,Roadside Attractions,false
245,Toni Erdmann,-,-,-,"$1,402,731",112,"$1,479,387",Dec 25,Sony Pictures Classics,false
246,The Dinner,-,-,-,"$1,323,312",505,"$1,323,312",May 5,The Orchard,false
247,Julieta,-,-,-,"$1,312,998",63,"$1,490,948",Dec 21,Sony Pictures Classics,false
248,Wonder Wheel,-,-,-,"$1,306,605",536,"$1,404,061",Dec 1,Amazon Studios,false
249,Personal Shopper,-,-,-,"$1,305,195",153,"$1,305,195",Mar 10,IFC Films,false
250,My Friend Dahmer,-,-,-,"$1,299,765",110,"$1,361,611",Nov 3,FilmRise,false
251,Churchill,-,-,-,"$1,281,258",215,"$1,281,258",Jun 2,Cohen Media Group,false
252,The Sense of an Ending,-,-,-,"$1,274,420",282,"$1,274,420",Mar 10,CBS Films,false
253,Chonda Pierce: Enough,-,-,-,"$1,260,116",798,"$1,260,116",Apr 25,Fathom Events,false
254,3 idiotas,-,-,-,"$1,249,233",349,"$1,249,233",Jun 2,Pantelion Films,false
255,True to the Game,-,-,-,"$1,231,040",461,"$1,231,040",Sep 8,Faith Media Distribution,false
256,Steve McQueen: American Icon,-,-,-,"$1,229,782",787,"$1,229,782",Sep 28,Fathom Events,false
257,The Square,-,-,-,"$1,223,054",70,"$1,502,347",Oct 27,Magnolia Pictures,false
258,The Women's Balcony,-,-,-,"$1,200,885",34,"$1,200,885",Mar 3,Menemsha Films,false
259,"Spirited Away
2017 Re-release",-,-,-,"$1,196,791",632,"$1,196,791",Oct 27,Fathom Events,false
260,The Trip to Spain,-,-,-,"$1,157,604",140,"$1,157,604",Aug 11,IFC Films,false
261,Step,-,-,-,"$1,146,292",306,"$1,146,292",Aug 4,Fox Searchlight Pictures,false
262,Lady Macbeth,-,-,-,"$1,129,408",131,"$1,129,408",Jul 14,Roadside Attractions,false
263,Viceroy's House,-,-,-,"$1,105,717",116,"$1,105,717",Sep 1,IFC Films,false
264,The Battleship Island,-,-,-,"$1,104,957",41,"$1,104,957",Jul 26,CJ Entertainment,false
265,"Terminator 2: Judgment Day
2017 Re-release",-,-,-,"$1,037,809",371,"$1,037,809",Aug 25,Distrib Films,false
