Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
266,Wonderstruck,-,-,-,"$1,037,256",261,"$1,060,377",Oct 20,Roadside Attractions,false
267,"Casablanca
2017 Re-release",-,-,-,"$1,024,560",725,"$1,024,560",Nov 12,Fathom Events,false
268,Columbus,-,-,-,"$1,015,744",63,"$1,017,107",Aug 4,-,false
269,Yu-Gi-Oh!: The Dark Side of Dimensions,-,-,-,"$1,015,339",552,"$1,015,339",Jan 27,Screenvision,false
270,Hotchpotch Again,-,-,-,"$1,013,893",265,"$1,013,893",Oct 20,-,false
271,The Eagle Huntress,-,-,-,"$1,006,408",122,"$3,169,351",Nov 2,Sony Pictures Classics,false
272,Last Flag Flying,-,-,-,"$965,481",110,"$965,481",Nov 3,Lionsgate,false
273,Lucky,-,-,-,"$955,925",111,"$955,925",Sep 29,Magnolia Pictures,false
274,Landline,-,-,-,"$940,854",144,"$940,854",Jul 21,Magnolia Pictures,false
275,Tubelight,-,-,-,"$930,058",338,"$930,058",Jun 23,Yash Raj Films,false
276,The Red Turtle,-,-,-,"$921,974",127,"$921,974",Jan 20,Sony Pictures Classics,false
277,Frantz,-,-,-,"$880,883",106,"$880,883",Mar 15,Music Box Films,false
278,Journey to the West: The Demons Strike Back,-,-,-,"$880,346",67,"$880,346",Feb 3,Sony Pictures Entertainment (SPE),false
279,"The Polar Express
2017 IMAX Release",-,-,-,"$875,150",-,"$875,150",Nov 17,Warner Bros.,false
280,Detective Jagga,-,-,-,"$861,740",210,"$861,740",Jul 14,UTV Motion Pictures,false
281,Neruda,-,-,-,"$812,270",46,"$939,101",Dec 16,The Orchard,false
282,Patti Cake$,-,-,-,"$800,148",303,"$800,148",Aug 18,Fox Searchlight Pictures,false
283,George Takei's Allegiance,-,-,-,"$784,850",476,"$784,850",Feb 19,Fathom Events,false
284,Mark Felt: The Man Who Brought Down the White House,-,-,-,"$768,946",332,"$768,946",Sep 29,Sony Pictures Classics,false
285,Mubarakan,-,-,-,"$758,868",128,"$758,868",Jul 28,Sony Pictures Entertainment (SPE),false
286,May It Last,-,-,-,"$725,286",326,"$725,286",Sep 12,Oscilloscope,false
287,Revive Us 2,-,-,-,"$718,607",731,"$718,607",Oct 24,Fathom Events,false
288,The Exception,-,-,-,"$708,973",48,"$708,973",Jun 2,A24,false
289,Countdown to Canelo vs. Golovkin,-,-,-,"$703,396",465,"$703,396",Sep 16,Fathom Events,false
290,Chris Brown: Welcome To My Life,-,-,-,"$693,984",413,"$693,984",Jun 8,Fathom Events,false
291,"Titanic
2017 Re-release",-,-,-,"$691,642",87,"$691,642",Dec 1,Paramount Pictures,false
292,Lost in Paris,-,-,-,"$691,597",48,"$691,597",Jun 16,Oscilloscope,false
293,Shubh Mangal Savdhan,-,-,-,"$689,874",80,"$689,874",Sep 1,Eros International,false
294,The Devotion of Suspect X,-,-,-,"$686,435",46,"$686,435",Mar 31,China Lion Film Distribution,false
295,Walk With Me,-,-,-,"$665,642",61,"$726,726",Aug 11,GathrFilms,false
296,Wilson,-,-,-,"$653,951",311,"$653,951",Mar 24,Fox Searchlight Pictures,false
297,Jonah: The Musical,-,-,-,"$631,154",622,"$631,154",May 2,Fathom Events,false
298,The Only Living Boy in New York,-,-,-,"$624,332",289,"$624,332",Aug 11,Roadside Attractions,false
299,Along With the Gods: The Two Worlds,-,-,-,"$616,813",35,"$1,908,823",Dec 22,Well Go USA Entertainment,false
300,The Midwife,-,-,-,"$603,582",44,"$603,582",Jul 21,Music Box Films,false
301,Battle of Memories,-,-,-,"$594,552",42,"$594,552",Apr 28,China Lion Film Distribution,false
302,Faces Places,-,-,-,"$593,066",42,"$953,717",Oct 6,Cohen Media Group,false
303,Master,-,-,-,"$569,568",39,"$597,251",Dec 30,CJ Entertainment,false
304,Tommy's Honour,-,-,-,"$569,306",167,"$569,306",Apr 14,Roadside Attractions,false
305,Novitiate,-,-,-,"$565,876",163,"$580,346",Oct 27,Sony Pictures Classics,false
306,Bitter Harvest,-,-,-,"$557,241",127,"$557,241",Feb 24,Roadside Attractions,false
307,Allied,-,-,-,"$556,143","3,160","$40,098,064",Nov 23,Paramount Pictures,false
308,Nocturnal Animals,-,-,-,"$555,631","1,262","$10,663,357",Nov 18,Focus Features,false
309,Samaritan's Purse presents Facing Darkness,-,-,-,"$555,533",656,"$555,533",Apr 10,Fathom Events,false
310,Dolores,-,-,-,"$549,671",33,"$555,309",Sep 1,PBS Distribution,false
311,Under the Sea 3D,-,-,-,"$539,070",108,"$36,262,926",Feb 13,Warner Bros.,false
312,Brigsby Bear,-,-,-,"$532,669",408,"$532,669",Jul 28,Sony Pictures Classics,false
313,Human Flow,-,-,-,"$527,845",36,"$527,845",Oct 13,Magnolia Pictures,false
314,Phantom Thread,-,-,-,"$527,840","1,186","$21,198,205",Dec 25,Focus Features,false
315,Fairy Tail: Dragon Cry,-,-,-,"$519,461",304,"$519,461",Aug 14,FUNimation Entertainment,false
316,Raw,-,-,-,"$514,870",45,"$514,870",Mar 10,Focus World,false
317,Our President,-,-,-,"$507,339",41,"$507,268",Jun 2,CJ Entertainment,false
318,Breathe,-,-,-,"$490,131",315,"$490,131",Oct 13,Bleecker Street Media,false
319,Once Upon A Time,-,-,-,"$485,728",51,"$485,728",Aug 11,Well Go USA Entertainment,false
320,Born to Be Wild,-,-,-,"$483,200",208,"$25,978,556",Apr 8,Warner Bros.,false
321,Confidential Assignment,-,-,-,"$475,618",13,"$475,618",Jan 27,CJ Entertainment,false
322,Beach Rats,-,-,-,"$473,771",67,"$473,771",Aug 25,Neon,false
323,Journey to the South Pacific,-,-,-,"$473,580",19,"$7,653,913",Nov 27,IMAX,false
324,Duckweed,-,-,-,"$471,575",30,"$471,575",Feb 10,China Lion Film Distribution,false
325,DCI 2017 Tour Premeire,-,-,-,"$467,817",478,"$467,817",Jun 22,Fathom Events,false
326,Phillauri,-,-,-,"$467,596",74,"$467,596",Mar 24,FIP,false
327,Chasing the Dragon,-,-,-,"$456,854",52,"$456,854",Sep 29,Well Go USA Entertainment,false
328,Sailor Moon R: The Movie: The Promise of the Rose,-,-,-,"$452,053",151,"$452,053",Jan 19,Eleven Arts,false
329,Song to Song,-,-,-,"$443,684",95,"$443,684",Mar 17,Broad Green Pictures,false
330,Land of Mine,-,-,-,"$427,514",40,"$435,266",Dec 16,Sony Pictures Classics,false
331,One Piece Film: Gold,-,-,-,"$423,593",372,"$423,593",Jan 10,FUNimation Entertainment,false
332,A Gentleman,-,-,-,"$410,055",135,"$410,055",Aug 25,FIP,false
333,"Love, Kennedy",-,-,-,"$407,871",19,"$407,871",Jun 2,Purdie Distribution,false
334,Chasing Trane: The John Coltrane Documentary,-,-,-,"$406,284",17,"$406,284",Apr 14,Abramorama,false
335,The Accountant,-,-,-,"$403,349","3,402","$86,260,045",Oct 14,Warner Bros.,false
336,Samurai Cop,-,-,-,"$384,756",705,"$384,756",Apr 13,Fathom Events,false
337,I'll Push You: A Real-Life Inspiration,-,-,-,"$378,899",557,"$378,899",Nov 2,Fathom Events,false
338,Rebel in the Rye,-,-,-,"$378,294",82,"$378,294",Sep 8,IFC Films,false
339,Island of Lemurs: Madagascar,-,-,-,"$376,327",302,"$11,272,213",Apr 4,Warner Bros.,false
340,BOSTON: An American Running Story,-,-,-,"$364,369",481,"$364,369",Apr 19,Fathom Events,false
341,Kung Fu Yoga,-,-,-,"$362,657",27,"$362,657",Jan 27,Well Go USA Entertainment,false
342,Disney Junior HalloVeen Party!,-,-,-,"$359,745",396,"$359,745",Oct 21,Fathom Events,false
343,Letters from Baghdad,-,-,-,"$359,735",20,"$359,735",Jun 2,Vitagraph Films,false
344,OK Jaanu,-,-,-,"$355,922",121,"$355,922",Jan 13,FIP,false
345,Long Strange Trip - The Untold Story of The Grateful Dead,-,-,-,"$351,957",56,"$351,957",May 25,Abramorama,false
346,Pearl Jam: Let's Play Two,-,-,-,"$348,833",201,"$348,833",Sep 29,Abramorama,false
347,Countdown to Canelo vs. Chavez Jr.,-,-,-,"$343,387",273,"$343,387",May 6,Fathom Events,false
348,This Is Not What I Expected,-,-,-,"$337,670",36,"$337,670",May 5,Well Go USA Entertainment,false
349,"Dunkirk
2017 Re-release",-,-,-,"$328,000",53,"$1,695,119",Dec 1,Warner Bros.,false
350,Chuck,-,-,-,"$320,725",120,"$320,725",May 5,IFC Films,false
351,Citizen Jane: Battle for the City,-,-,-,"$313,411",25,"$313,411",Apr 21,IFC Films,false
352,City Of Rock,-,-,-,"$312,537",43,"$312,537",Oct 6,Well Go USA Entertainment,false
353,A Silent Voice: The Movie,-,-,-,"$310,407",148,"$310,407",Oct 20,Eleven Arts,false
354,My Life as a Zucchini,-,-,-,"$309,766",53,"$309,766",Feb 24,GKIDS,false
355,God's Own Country,-,-,-,"$308,972",13,"$335,609",Oct 24,Orion Pictures,false
356,Tom of Finland,-,-,-,"$307,380",12,"$378,296",Oct 13,Kino Lorber,false
357,Obit.,-,-,-,"$300,691",22,"$315,049",Jan 5,Kino Lorber,false
358,Ittefaq,-,-,-,"$298,032",67,"$298,032",Nov 3,Yash Raj Films,false
359,Miss Peregrine's Home for Peculiar Children,-,-,-,"$297,697","3,835","$87,242,834",Sep 30,Twentieth Century Fox,false
360,Loving,-,-,-,"$295,861",572,"$7,751,969",Nov 4,Focus Features,false
361,Buddies in India,-,-,-,"$293,194",55,"$293,194",Jan 27,China Lion Film Distribution,false
362,I Do... Until I Don't,-,-,-,"$280,668",165,"$280,668",Sep 1,The Film Arcade,false
363,After the Storm,-,-,-,"$274,612",38,"$272,132",Mar 17,Film Movement,false
364,Stalker,-,-,-,"$269,881",6,"$269,881",May 5,Janus Films,false
365,Storks,-,-,-,"$264,428","3,922","$72,679,278",Sep 23,Warner Bros.,false
366,Wakefield,-,-,-,"$262,599",30,"$262,599",May 19,IFC Films,false
367,"I, Daniel Blake",-,-,-,"$260,354",45,"$260,354",Jun 2,IFC Films,false
368,Cezanne et Moi,-,-,-,"$257,597",29,"$257,597",Mar 31,Magnolia Pictures,false
369,Dean,-,-,-,"$254,536",83,"$254,536",Jun 2,CBS Films,false
370,Gook,-,-,-,"$250,130",27,"$250,130",Aug 18,The Samuel Goldwyn Company,false
371,Government 3,-,-,-,"$249,588",107,"$249,588",May 12,Eros International,false
372,Band Aid,-,-,-,"$248,370",35,"$248,370",Jun 2,IFC Films,false
373,Black Butler: Book of the Atlantic,-,-,-,"$248,286",187,"$248,286",Jun 12,FUNimation Entertainment,false
374,1945,-,-,-,"$242,116",19,"$1,006,193",Nov 1,Menemsha Films,false
375,The Swindlers,-,-,-,"$241,916",27,"$241,916",Dec 1,Well Go USA Entertainment,false
376,The Ottoman Lieutenant,-,-,-,"$240,978",216,"$240,978",Mar 10,Paladin,false
377,Crown Heights,-,-,-,"$238,558",91,"$238,558",Aug 18,IFC Films,false
378,American Satan,-,-,-,"$237,708",55,"$237,708",Oct 13,Sumerian Films,false
379,"Little Shop of Horrors
2017 Re-release",-,-,-,"$233,865",511,"$233,865",Oct 27,Fathom Events,false
380,Jeremiah Tower: The Last Magnificent,-,-,-,"$228,153",33,"$228,153",Apr 21,The Orchard,false
381,The Breadwinner,-,-,-,"$220,307",43,"$312,381",Nov 17,GKIDS,false
382,California Typewriter,-,-,-,"$218,563",20,"$218,563",Aug 18,Gravitas Ventures,false
383,Railroad Tigers,-,-,-,"$218,044",43,"$218,044",Jan 6,Well Go USA Entertainment,false
384,All I See Is You,-,-,-,"$217,644",283,"$217,644",Oct 27,Open Road Films (II),false
385,The Adventurers,-,-,-,"$216,556",17,"$216,556",Aug 18,Well Go USA Entertainment,false
386,Truman,-,-,-,"$210,840",22,"$210,840",Apr 7,FilmRise,false
387,"Donnie Darko
2016 Re-release",-,-,-,"$207,971",21,"$207,971",Mar 31,Arrow Films,false
388,The Prison,-,-,-,"$207,481",23,"$207,481",Mar 31,Well Go USA Entertainment,false
389,Rumble: The Indians Who Rocked The World,-,-,-,"$204,577",22,"$226,006",May 18,Kino Lorber,false
390,Hubble 3D,-,-,-,"$202,901",151,"$52,522,904",Mar 19,Warner Bros.,false
391,Risk,-,-,-,"$200,219",45,"$200,219",May 5,Neon,false
392,Spark: A Space Tail,-,-,-,"$196,458",365,"$196,458",Apr 14,Open Road Films (II),false
393,Almost Christmas,-,-,-,"$193,855","2,379","$42,158,780",Nov 11,Universal Pictures,false
394,Embrace: The Documentary,-,-,-,"$185,973",77,"$629,126",Sep 19,GathrFilms,false
395,The Fortress,-,-,-,"$184,566",27,"$252,895",Oct 6,CJ Entertainment,false
396,Whose Streets?,-,-,-,"$182,799",39,"$182,799",Aug 11,Magnolia Pictures,false
397,The Bad Batch,-,-,-,"$180,851",46,"$180,851",Jun 23,Neon,false
398,Marjorie Prime,-,-,-,"$180,608",12,"$180,608",Aug 18,FilmRise,false
399,Past Life,-,-,-,"$180,099",23,"$180,099",Jun 2,Orion Pictures,false
400,Take Every Wave: The Life of Laird Hamilton,-,-,-,"$176,076",31,"$176,076",Sep 29,IFC Films,false
401,Graduation,-,-,-,"$175,975",36,"$175,975",Apr 7,IFC Films,false
402,Champion,-,-,-,"$175,232",31,"$175,232",May 19,ArtAffects Entertainment,false
403,Mr. Gaga: A True Story of Love and Dance,-,-,-,"$173,994",8,"$173,994",Feb 1,Abramorama,false
404,In This Corner of the World,-,-,-,"$172,147",20,"$172,147",Aug 11,FUNimation Entertainment,false
405,David Lynch: The Art Life,-,-,-,"$171,419",8,"$171,419",Mar 31,Janus Films,false
406,9/11,-,-,-,"$170,000",425,"$170,000",Sep 8,Atlas Distribution Company,false
407,Valley of Bones,-,-,-,"$168,738",300,"$168,738",Sep 1,-,false
408,"Polina, danser sa vie",-,-,-,"$165,203",31,"$165,203",Aug 25,Oscilloscope,false
409,13 Minutes,-,-,-,"$161,531",19,"$161,531",Jun 30,Sony Pictures Classics,false
410,Manifesto,-,-,-,"$161,101",10,"$161,101",May 10,FilmRise,false
411,3 Generations,-,-,-,"$155,936",37,"$155,936",May 5,The Weinstein Company,false
412,The Journey,-,-,-,"$155,475",26,"$155,475",Jun 16,IFC Films,false
413,Endless Poetry,-,-,-,"$153,440",18,"$153,440",Jul 14,ABKCO Films,false
414,Bombshell: The Hedy Lamarr Story,-,-,-,"$153,003",36,"$820,300",Nov 24,Zeitgeist Films,false
415,Ex Libris: New York Public Library,-,-,-,"$151,356",15,"$158,192",Sep 13,Zipporah Films,false
416,The Void,-,-,-,"$151,042",31,"$151,042",Apr 7,Screen Media Films,false
417,The Unknown Girl,-,-,-,"$150,549",28,"$150,549",Sep 8,IFC Films,false
418,Blade of the Immortal,-,-,-,"$150,532",31,"$150,532",Nov 3,Magnolia Pictures,false
419,Jack Reacher: Never Go Back,-,-,-,"$150,139","3,780","$58,697,076",Oct 21,Paramount Pictures,false
420,Restless Creature: Wendy Whelan,-,-,-,"$147,780",8,"$147,780",May 23,Abramorama,false
421,The Ex-File 3: The Return of The Exes,-,-,-,"$146,172",24,"$838,959",Dec 29,China Lion Film Distribution,false
422,The Last Dalai Lama?,-,-,-,"$145,524",18,"$145,524",Jul 7,Matson Films,false
423,A Man Called Ove,-,-,-,"$145,317",194,"$3,479,315",Sep 30,Music Box Films,false
424,Irving Berlin's Holiday Inn The Broadway Musical,-,-,-,"$144,550",395,"$144,550",Nov 16,Fathom Events,false
425,Chavela,-,-,-,"$142,653",14,"$148,666",Oct 4,Music Box Films,false
426,"Lupin the 3rd: Castle of Cagliostro
2017 Re-release",-,-,-,"$142,425",571,"$142,425",Sep 8,Eleven Arts,false
427,The Other Side of Hope,-,-,-,"$136,339",11,"$183,943",Dec 1,Janus Films,false
428,The Handmaiden,-,-,-,"$133,194",125,"$2,006,788",Oct 21,Magnolia Pictures,false
429,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It",-,-,-,"$133,006",54,"$133,006",Jun 16,Abramorama,false
430,Dawson City: Frozen Time,-,-,-,"$132,369",8,"$132,369",Oct 2,Kino Lorber,false
431,Thelma,-,-,-,"$132,011",39,"$147,391",Nov 10,The Orchard,false
432,Things to Come,-,-,-,"$130,714",22,"$388,140",Dec 2,IFC Films,false
433,Moka,-,-,-,"$129,547",18,"$129,547",Jun 14,Film Movement,false
434,City of Ghosts,-,-,-,"$128,015",18,"$128,015",Jul 7,IFC Films,false
435,Marie Curie: The Courage of Knowledge,-,-,-,"$127,986",11,"$127,986",Jun 30,-,false
436,The B-Side: Elsa Dorfman's Portrait Photography,-,-,-,"$125,227",25,"$125,227",Jun 30,Neon,false
437,Buena Vista Social Club: Adios,-,-,-,"$123,445",80,"$123,445",May 26,Broad Green Pictures,false
438,Explosion,-,-,-,"$122,700",34,"$122,700",Nov 24,China Lion Film Distribution,false
439,Inferno,-,-,-,"$121,923","3,576","$34,343,574",Oct 28,Sony Pictures Entertainment (SPE),false
440,The Thousand Faces of Dunjia,-,-,-,"$120,805",27,"$122,865",Dec 15,Well Go USA Entertainment,false
441,Our Time Will Come,-,-,-,"$114,560",18,"$114,560",Jul 7,China Lion Film Distribution,false
442,Big Sonia,-,-,-,"$113,604",4,"$212,471",Nov 17,Argot Pictures,false
443,"We Love You, Sally Carmichael!",-,-,-,"$113,435",11,"$113,435",Aug 4,Purdie Distribution,false
444,Abacus: Small Enough to Jail,-,-,-,"$113,278",8,"$113,278",May 19,PBS Distribution,false
445,The King's Choice,-,-,-,"$113,231",10,"$113,231",Sep 22,The Samuel Goldwyn Company,false
446,The Trouble with Terkel,-,-,-,"$110,289",12,"$110,289",Feb 3,Indican Pictures,false
447,"Reset
2017 Re-release",-,-,-,"$108,970",20,"$108,970",Jun 30,Well Go USA Entertainment,false
448,Slack Bay,-,-,-,"$107,907",7,"$112,621",Mar 10,Kino Lorber,false
449,SEED: The Untold Story,-,-,-,"$107,429",35,"$207,825",Aug 22,-,false
450,Like Crazy,-,-,-,"$107,362",13,"$107,362",May 5,Strand Releasing,false
451,Fabricated City,-,-,-,"$104,874",7,"$104,874",Feb 24,CJ Entertainment,false
452,The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,-,-,-,"$104,837",401,"$104,837",Apr 9,Fathom Events,false
453,Walking Out,-,-,-,"$101,947",32,"$101,947",Oct 5,IFC Films,false
454,The Lure,-,-,-,"$101,657",7,"$101,657",Feb 1,Janus Films,false
455,Some Like It Hot,-,-,-,"$100,026",10,"$100,026",Jan 13,China Lion Film Distribution,false
456,Munna Michael,-,-,-,"$99,629",75,"$99,629",Jul 21,Eros International,false
457,Tim Timmerman: Hope Of America,-,-,-,"$97,727",12,"$97,727",Mar 2,Purdie Distribution,false
458,Poster Boys,-,-,-,"$97,049",50,"$97,049",Sep 8,Sony Pictures Entertainment (SPE),false
459,"The Mayor
2017 Re-release",-,-,-,"$96,777",29,"$96,777",Apr 28,Well Go USA Entertainment,false
460,Score,-,-,-,"$94,382",8,"$101,382",Jun 16,Gravitas Ventures,false
461,Keep Watching,-,-,-,"$94,178",805,"$94,178",Oct 31,Screen Gems,false
462,"The Fencer
2016 Re-release",-,-,-,"$94,071",7,"$95,952",Jul 21,CFI Releasing,false
463,Sully,-,-,-,"$93,698","3,955","$125,070,033",Sep 9,Warner Bros.,false
464,BPM (Beats Per Minute),-,-,-,"$92,723",20,"$125,189",Oct 20,The Orchard,false
465,Aida's Secrets,-,-,-,"$92,715",9,"$98,468",Oct 20,Music Box Films,false
466,Memoir of a Murderer,-,-,-,"$91,335",8,"$91,335",Sep 8,Well Go USA Entertainment,false
467,The King's Case Note,-,-,-,"$90,959",7,"$90,959",Apr 28,CJ Entertainment,false
468,Because of Grácia,-,-,-,"$90,878",32,"$90,878",Sep 15,ArtAffects Entertainment,false
469,Dina,-,-,-,"$90,503",24,"$90,503",Oct 6,The Orchard,false
470,Night of the Living Dead,-,-,-,"$89,029",8,"$89,029",Oct 13,Janus Films,false
471,Hostiles,-,-,-,"$85,744","2,934","$29,819,114",Dec 22,Entertainment Studios Motion Pictures,false
472,Warriors of the Dawn,-,-,-,"$84,532",32,"$84,532",Jun 16,FIP,false
473,Chapter & Verse,-,-,-,"$81,870",5,"$84,147",Feb 3,Paladin,false
474,Space Station 3D,-,-,-,"$81,711",64,"$93,383,953",Apr 19,IMAX,false
475,Earth: One Amazing Day,-,-,-,"$81,345",70,"$81,345",Oct 6,BBC Worldwide North America,false
476,The Nile Hilton Incident,-,-,-,"$81,089",9,"$81,089",Aug 11,Strand Releasing,false
477,Ocean Waves,-,-,-,"$80,455",17,"$87,738",Dec 28,GKIDS,false
478,Stefan Zweig: Farewell to Europe,-,-,-,"$78,372",4,"$78,372",May 12,First Run,false
479,Harold and Lillian: A Hollywood Love Story,-,-,-,"$78,301",6,"$78,301",Apr 28,Zeitgeist Films,false
480,Pop Aye,-,-,-,"$77,976",5,"$77,976",Jun 28,Kino Lorber,false
481,The Wasted Times,-,-,-,"$73,477",20,"$386,540",Dec 16,China Lion Film Distribution,false
482,Te Ata,-,-,-,"$73,236",43,"$73,236",Sep 29,Paladin,false
483,Buster's Mal Heart,-,-,-,"$73,121",18,"$73,121",Apr 28,Well Go USA Entertainment,false
484,Bad Santa 2,-,-,-,"$72,052","2,945","$17,782,178",Nov 23,Broad Green Pictures,false
485,Turn It Around: The Story of East Bay Punk,-,-,-,"$69,787",3,"$69,787",Jul 28,Abramorama,false
486,Bill Nye: Science Guy,-,-,-,"$69,258",9,"$74,909",Oct 27,PBS Distribution,false
487,My Entire High School Sinking Into the Sea,-,-,-,"$68,883",25,"$68,883",Apr 14,GKIDS,false
488,To the Arctic 3D,-,-,-,"$68,505",52,"$14,560,838",Apr 20,Warner Bros.,false
489,Alive and Kicking,-,-,-,"$68,485",11,"$68,485",Apr 7,Magnolia Pictures,false
490,The Love Witch,-,-,-,"$67,414",22,"$228,894",Nov 11,Oscilloscope,false
491,Architects of Denial,-,-,-,"$65,424",11,"$65,424",Oct 6,Dada Films,false
492,The Teacher,-,-,-,"$64,437",5,"$64,437",Aug 30,Film Movement,false
493,The Tiger Hunter,-,-,-,"$62,398",42,"$62,398",Sep 22,Shout! Factory,false
494,Tragedy Girls,-,-,-,"$61,899",22,"$61,899",Oct 20,Gunpowder & Sky,false
495,Donald Cried,-,-,-,"$61,406",17,"$61,406",Mar 3,The Orchard,false
496,Worlds Apart,-,-,-,"$60,298",2,"$60,298",Jan 13,Cinema Libre Studio,false
497,Manolo: the Boy Who Made Shoes for Lizards,-,-,-,"$60,056",11,"$60,056",Sep 15,Music Box Films,false
498,Bang! The Bert Berns Story,-,-,-,"$59,299",5,"$59,299",Apr 26,Abramorama,false
499,The Boom,-,-,-,"$57,962",2,"$57,962",Jun 16,Rialto Pictures,false
500,Tomorrow,-,-,-,"$57,212",20,"$62,510",Mar 10,Under The Milky Way,false
501,Happy End,-,-,-,"$55,345",20,"$301,718",Dec 22,Sony Pictures Classics,false
502,The Brand New Testament,-,-,-,"$55,191",17,"$127,910",Dec 9,Music Box Films,false
503,Fire at Sea,-,-,-,"$54,514",7,"$120,933",Sep 18,Kino Lorber,false
504,Extraordinary Mission,-,-,-,"$54,174",20,"$54,174",Apr 7,-,false
505,God of War,-,-,-,"$53,496",27,"$53,000",Jun 2,Well Go USA Entertainment,false
506,The Paris Opera,-,-,-,"$52,656",9,"$55,482",Oct 18,Film Movement,false
507,The Divine Order,-,-,-,"$52,480",9,"$76,277",Oct 27,Zeitgeist Films,false
508,My Journey Through French Cinema,-,-,-,"$52,214",4,"$52,214",Jun 23,Cohen Media Group,false
509,Beautiful Accident,-,-,-,"$51,766",15,"$51,766",Jun 2,China Lion Film Distribution,false
510,Tickling Giants,-,-,-,"$51,500",17,"$51,499",Mar 17,-,false
511,The Ornithologist,-,-,-,"$50,511",6,"$50,511",Jun 23,Strand Releasing,false
512,I Called Him Morgan,-,-,-,"$50,194",11,"$128,986",Mar 24,Submarine Deluxe,false
513,Person to Person,-,-,-,"$48,499",13,"$48,499",Jul 28,Magnolia Pictures,false
514,Napping Princess,-,-,-,"$48,198",22,"$48,198",Sep 8,GKIDS,false
515,Tampopo,-,-,-,"$48,000",4,"$224,097",Oct 21,Janus Films,false
516,From the Land of the Moon,-,-,-,"$47,748",10,"$47,748",Jul 28,IFC Films,false
517,So B. It,-,-,-,"$47,627",22,"$47,627",Oct 6,Good Deed Entertainment,false
518,Twenty Two,-,-,-,"$46,796",11,"$46,796",Sep 8,China Lion Film Distribution,false
519,The Force,-,-,-,"$46,767",5,"$59,912",Jul 14,Kino Lorber,false
520,Saving Banksy,-,-,-,"$46,346",6,"$47,965",Jan 13,Parade Deck Films,false
521,Panique,-,-,-,"$46,041",3,"$46,041",Jan 20,Rialto Pictures,false
522,"Léon Morin, Priest
2017 Re-release",-,-,-,"$44,511",2,"$44,511",May 12,Rialto Pictures,false
523,Just One Drop,-,-,-,"$43,726",6,"$60,078",Sep 22,GathrFilms,false
524,The Death of Louis XIV,-,-,-,"$43,635",6,"$43,635",Mar 31,The Cinema Guild,false
525,Hermia & Helena,-,-,-,"$43,152",4,"$43,152",May 26,Kino Lorber,false
526,Bluebeard,-,-,-,"$43,144",14,"$43,144",Mar 17,Well Go USA Entertainment,false
527,Woodshock,-,-,-,"$42,603",39,"$42,603",Sep 22,A24,false
528,"Maurice
2017 Re-release",-,-,-,"$41,842",4,"$45,926",May 19,Cohen Media Group,false
529,One Week and a Day,-,-,-,"$41,614",16,"$41,614",Apr 28,Oscilloscope,false
530,The Settlers,-,-,-,"$41,563",6,"$41,562",Mar 3,Matson Films,false
531,Seasons,-,-,-,"$41,252",22,"$150,092",Nov 25,Music Box Films,false
532,Karl Marx City,-,-,-,"$41,072",4,"$41,072",Mar 29,Bond/360,false
533,Unrest,-,-,-,"$40,081",8,"$40,081",Sep 22,-,false
534,The Commune,-,-,-,"$38,737",13,"$38,737",May 19,Magnolia Pictures,false
535,I Am the Blues,-,-,-,"$37,849",5,"$37,849",Jul 12,Film Movement,false
536,78/52: Hitchcock's Shower Scene,-,-,-,"$37,664",22,"$37,664",Oct 13,IFC Films,false
537,A Woman's Life,-,-,-,"$37,626",4,"$37,626",May 5,Kino Lorber,false
538,School Life,-,-,-,"$37,381",13,"$37,381",Sep 8,Magnolia Pictures,false
539,The Edge of Seventeen,-,-,-,"$37,231","1,945","$14,431,633",Nov 18,STX Entertainment,false
540,Heart Blackened,-,-,-,"$37,047",2,"$37,047",Nov 10,CJ Entertainment,false
541,Quest,-,-,-,"$35,682",3,"$47,807",Dec 1,First Run,false
542,Growing Up Smith,-,-,-,"$35,312",12,"$35,312",Feb 3,Good Deed Entertainment,false
543,Sophie and the Rising Sun,-,-,-,"$34,970",8,"$34,630",Jan 20,Monterey Media,false
544,Rat Film,-,-,-,"$34,893",4,"$35,195",Sep 15,The Cinema Guild,false
545,Le Trou,-,-,-,"$34,588",3,"$34,588",Jun 28,Rialto Pictures,false
546,Dave Made a Maze,-,-,-,"$34,117",17,"$34,117",Aug 18,Gravitas Ventures,false
547,Afterimage,-,-,-,"$33,666",6,"$33,443",May 19,Film Movement,false
548,Wasted! The Story of Food Waste,-,-,-,"$33,211",11,"$33,211",Oct 13,-,false
549,Love & Taxes,-,-,-,"$33,150",4,"$33,150",Mar 3,Abramorama,false
550,Alone in Berlin,-,-,-,"$33,125",5,"$33,125",Jan 13,IFC Films,false
551,Super Dark Times,-,-,-,"$33,109",21,"$33,109",Sep 29,The Orchard,false
552,Sidemen: Long Road to Glory,-,-,-,"$31,399",6,"$31,399",Aug 18,Abramorama,false
553,7 Witches,-,-,-,"$31,100",4,"$31,100",Apr 21,Indican Pictures,false
554,XX,-,-,-,"$30,911",16,"$30,911",Feb 17,Magnolia Pictures,false
555,No Greater Love,-,-,-,"$30,531",22,"$30,247",Nov 10,Atlas Distribution Company,false
