Brand                   ,Description                                                          ,Catérogie   ,Format (petit)         ,Prix Total ,Prix unitaire ,Format (grand)     ,Prix Total ,Prix unitaire ,URL
Canard Goulu            ,Foie gras de canard à l'armagnac 80 g                                ,charcuterie ,unité (80g)            ,14.99      ,18.738        ,caisse (6X80g)     ,78.99      ,16.456        ,https://www.mayrand.ca/fr/nos-produits/charcuterie/canard/foie-gras-de-canard-a-larmagnac-canard-goulu-25340/
Canard Goulu            ,Foie gras de canard à l'armagnac 80 g                                ,charcuterie ,unité (80g)            ,14.99      ,18.738        ,caisse (6X80g)     ,78.99      ,16.456        ,https://www.mayrand.ca/fr/nos-produits/charcuterie/canard/foie-gras-de-canard-a-larmagnac-canard-goulu-25340/
Canard Goulu            ,Foie gras de canard à l'érable 80 g                                  ,charcuterie ,unité (80g)            ,14.79      ,18.487        ,caisse (6X80g)     ,81.99      ,17.081        ,https://www.mayrand.ca/fr/nos-produits/charcuterie/canard/foie-gras-de-canard-a-lerable-canard-goulu-25341/
Canard Goulu            ,Foie gras de canard à la truffe 80 g                                 ,charcuterie ,unité (80g)            ,14.79      ,18.487        ,caisse (6X80g)     ,81.99      ,17.081        ,https://www.mayrand.ca/fr/nos-produits/charcuterie/canard/foie-gras-de-canard-a-la-truffe-canard-goulu-25343/
L'Héritage              ,Fèves au lard cuites au four 2 L                                     ,charcuterie ,unité (2L)             ,8.99       ,0.45          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/charcuterie-traiteur/feves-au-lard-cuites-au-four-lheritage-06435/
L'Héritage              ,Fèves au lard cuites au four 4 L                                     ,charcuterie ,unité (4L)             ,14.49      ,0.362         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/charcuterie-traiteur/feves-au-lard-cuites-au-four-lheritage-06436/
L'Héritage              ,Fèves au lard cuites au four 475 ml                                  ,charcuterie ,unité (475ml)          ,2.49       ,0.524         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/charcuterie-traiteur/feves-au-lard-cuites-au-four-lheritage-06434/
L'Héritage              ,Fèves au lard cuites au four 6 L                                     ,charcuterie ,unité (6L)             ,19.49      ,0.325         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/charcuterie-traiteur/feves-au-lard-cuites-au-four-lheritage-34253/
L'Héritage              ,"Fèves cuites au four avec mélasse 3,5 L"                            ,charcuterie ,unité (3.5L)           ,13.99      ,0.4           ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/viande-vege/feves-cuites-au-four-avec-melasse-lheritage-28075/
L'Héritage              ,Fèves végétariennes cuites au four 475 ml                            ,charcuterie ,unité (475ml)          ,2.49       ,0.524         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/charcuterie-traiteur/feves-vegetariennes-cuites-au-four-lheritage-32670/
L'Héritage              ,Fèves à l'érable cuites au four 475 ml                               ,charcuterie ,unité (475ml)          ,2.99       ,0.629         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/charcuterie-traiteur/feves-a-lerable-cuites-au-four-lheritage-20954/
Delstar                 ,Garniture de viande fumée 400 g                                      ,charcuterie ,unité (400g)           ,7.99       ,1.998         ,caisse (12X400g)   ,77.99      ,1.625         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/viande-fumee/garniture-de-viande-fumee-delstar-22962/
Maison Fayard           ,Graisse de canard du Périgord 320 g                                  ,charcuterie ,unité (320g)           ,7.99       ,2.497         ,caisse (12X320g)   ,80.99      ,2.109         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/canard/graisse-de-canard-du-perigord-maison-fayard-28459/
St-Hubert               ,Gratin au poulet et brocoli frais 235 g                              ,charcuterie ,unité (235g)           ,3.69       ,1.57          ,caisse (6x235g)    ,17.99      ,1.276         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/mets-prepare/gratin-au-poulet-et-brocoli-frais-st-hubert-31674/
St-Hubert               ,Gratin au poulet et brocoli frais 565 g                              ,charcuterie ,unité (565g)           ,7.29       ,1.29          ,caisse (4x565g)    ,26.99      ,1.194         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/mets-prepare/gratin-au-poulet-et-brocoli-frais-st-hubert-31679/
Salamico                ,"Grison entier 1,5 kg"                                               ,charcuterie ,"unité (env. 1,5 kg)"  ,47.99      ,3.199         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/prosciutto/grison-entier-salamico-29611/
Fontaine Santé          ,Guacamole 225 g                                                      ,charcuterie ,unité (225g)           ,5.69       ,2.529         ,caisse (12X225g)   ,59.99      ,2.222         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/guacamole-fontaine-sante-26682/
Plaisirs Gastronomiques ,Haricots verts français 450 g                                        ,charcuterie ,unité (450g)           ,7.99       ,1.776         ,caisse (8x450g)    ,63.99      ,1.777         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/mets-prepare/haricots-verts-francais-plaisirs-gastronomiques-28568/
Brandt                  ,Haut de cuisse de dinde fumé 1 kg                                    ,charcuterie ,unité (env. 1 kg)      ,18.59      ,1.859         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/poulet-et-dinde/haut-de-cuisse-de-dinde-brandt-32386/
Fontaine Santé          ,Hummus Sriracha 227 g                                                ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12X227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-sriracha-fontaine-sante-37782/
Fontaine Santé          ,Hummus artichauts rôtis épinards 227 g                               ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12X227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-artichaut-roti-epinards-fontaine-sante-18148/
Fontaine Santé          ,Hummus au chocolat noir 227 g                                        ,charcuterie ,unité (227g)           ,4.19       ,1.846         ,caisse (12x227g)   ,43.99      ,1.615         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-au-chocolat-noir-fontaine-sante-29686/
Fontaine Santé          ,Hummus aux jalapenos rôtis 255 g                                     ,charcuterie ,unité (255g)           ,3.69       ,1.447         ,caisse (12X255g)   ,37.99      ,1.242         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-jalapenos-rotis-fontaine-sante-18146/
Fontaine Santé          ,Hummus aux légumes 260 g                                             ,charcuterie ,unité (260g)           ,3.69       ,1.419         ,caisse (12X260g)   ,37.99      ,1.218         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-legumes-fontaine-sante-35102/
Fontaine Santé          ,Hummus aux noix de pins rôties 227 g                                 ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12X227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-noix-de-pins-roties-fontaine-sante-18142/
Fontaine Santé          ,Hummus aux oignons caramélisés 227 g                                 ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12X227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-oignons-caramelises-fontaine-sante-18141/
Fontaine Santé          ,Hummus aux oignons rôtis 260 g                                       ,charcuterie ,unité (260g)           ,3.69       ,1.419         ,caisse (12X260g)   ,37.99      ,1.218         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-oignons-rotis-fontaine-sante-35101/
Fontaine Santé          ,Hummus aux olives grecques 227 g                                     ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12X227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-olives-grecques-fontaine-sante-18147/
Fontaine Santé          ,Hummus aux poivrons rouges rôtis 227 g                               ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12x227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-poivrons-rouges-rotis-fontaine-sante-18144/
Fontaine Santé          ,Hummus aux poivrons rouges rôtis 260 g                               ,charcuterie ,unité (260g)           ,3.69       ,1.419         ,caisse (12X260g)   ,37.99      ,1.218         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-poivrons-rouges-rotis-fontaine-sante-41853/
Fontaine Santé          ,Hummus aux poivrons rouges rôtis 454 g                               ,charcuterie ,unité (454g)           ,5.49       ,1.209         ,caisse (12X454g)   ,58.99      ,1.083         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-aux-poivrons-rouges-rotis-fontaine-sante-30380/
Fontaine Santé          ,Hummus chipotle 227 g                                                ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12X227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-chipotle-fontaine-sante-18140/
Fontaine Santé          ,Hummus marocain 227 g                                                ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12X227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-marocain-fontaine-sante-37765/
Fontaine Santé          ,Hummus traditionnel 260 g                                            ,charcuterie ,unité (260g)           ,3.69       ,1.419         ,caisse (12X260g)   ,37.99      ,1.218         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-traditionnel-fontaine-sante-32578/
Fontaine Santé          ,Hummus traditionnel 454 g                                            ,charcuterie ,unité (454g)           ,5.49       ,1.209         ,caisse (12X454g)   ,58.99      ,1.083         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-traditionnel-fontaine-sante-30376/
Fontaine Santé          ,Hummus à l'ail rôti 227 g                                            ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12x227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-ail-roti-fontaine-sante-33643/
Fontaine Santé          ,Hummus à l'ail rôti 454 g                                            ,charcuterie ,unité (454g)           ,4.99       ,1.099         ,caisse (12X454g)   ,57.99      ,1.064         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-a-lail-roti-fontaine-sante-30381/
Fontaine Santé          ,Hummus à la betterave rôtie 227 g                                    ,charcuterie ,unité (227g)           ,3.69       ,1.626         ,caisse (12x227g)   ,37.99      ,1.395         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/hummus-et-trempette/hummus-betterave-rotie-cocktail-fontaine-sante-35575/
Sardo                   ,Jalapenos farcis au fromage feta 250 ml                              ,charcuterie ,unité (250ml)          ,5.29       ,2.116         ,caisse (12X250ml)  ,50.99      ,1.7           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/antipasti/jalapenos-farcis-au-fromage-feta-sardo-27675/
Du breton               ,Jambon Forêt Noire biologique tranché 125 g                          ,charcuterie ,unité (125g)           ,5.79       ,4.632         ,caisse (6x125g)    ,25.99      ,3.465         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-foret-noire-tranche-biologique-du-breton-20995/
Du breton               ,Jambon Forêt Noire biologique tranché 125 g                          ,charcuterie ,unité (125g)           ,5.79       ,4.632         ,caisse (6x125g)    ,25.99      ,3.465         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-foret-noire-tranche-biologique-du-breton-20995/
Korona                  ,"Jambon Forêt Noire entier 3,5 kg"                                   ,charcuterie ,"unité (env. 3,5 kg)"  ,7.49       ,0.214         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-foret-noire-entier-korona-42742/
Piller's                ,Jambon Forêt Noire tranché 500 g                                     ,charcuterie ,unité (500g)           ,9.49       ,1.898         ,caisse (6X500g)    ,49.99      ,1.666         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-foret-noire-tranche-pillers-28330/
Alpina                  ,Jambon blanc cuit 2% style européen                                  ,charcuterie ,unité (env. 1 kg)      ,22.99      ,2.299         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-blanc-cuit-2-style-europeen-alpina-23996/
Gaspésien               ,Jambon blanc entier 3 kg                                             ,charcuterie ,unité (env. 3 kg)      ,17.99      ,0.6           ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-blanc-gaspesien-22551/
Alpina                  ,Jambon blanc tranché 150 g                                           ,charcuterie ,unité (150g)           ,3.99       ,2.66          ,caisse (9x150g)    ,32.99      ,2.444         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-blanc-tranche-alpina-29678/
Gaspésien               ,"Jambon cuit 3,4 kg"                                                 ,charcuterie ,"unité (env. 3,4 kg)"  ,9.99       ,0.294         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-cuit-gaspesien-22550/
Lafleur                 ,"Jambon cuit 5,4 kg"                                                 ,charcuterie ,unité (5.40kg)         ,56.99      ,1.055         ,caisse (2x5.40kg)  ,102.99     ,0.954         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-cuit-4x6-lafleur-45026/
Nostrano                ,Jambon cuit italien émincé 175 g                                     ,charcuterie ,unité (175g)           ,3.99       ,2.28          ,caisse (12x175g)   ,42.99      ,2.047         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/prosciutto/prosciutto-cotto-emince-nostrano-29677/
Casa Italia             ,"Jambon cuit style italien 3,5 kg"                                   ,charcuterie ,"unité (env. 3,5 kg)"  ,13.59      ,0.388         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-cuit-style-italien-casa-italia-02472/
Chef Georges            ,Jambon cuit tranché 175 g                                            ,charcuterie ,unité (175g)           ,5.49       ,3.137         ,caisse (6x175g)    ,27.99      ,2.666         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-cuit-tranche-chef-georges-27453/
Gaspésien               ,Jambon cuit tranché 200 g                                            ,charcuterie ,unité (200g)           ,3.99       ,1.995         ,caisse (12x200g)   ,42.99      ,1.791         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-cuit-tranche-gaspesien-23614/
Du breton               ,Jambon cuit tranché biologique 125 g                                 ,charcuterie ,unité (125g)           ,5.79       ,4.632         ,caisse (6X125g)    ,25.99      ,3.465         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-cuit-tranche-biologique-du-breton-20994/
Gaspésien               ,Jambon de Mont Joli blanc cuit tranché 175 g                         ,charcuterie ,unité (175g)           ,3.99       ,2.28          ,caisse (12X175g)   ,42.99      ,2.047         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-blanc-cuit-gaspesien-23625/
Gaspésien               ,Jambon de Métis cuit style européen tranché 175 g                    ,charcuterie ,unité (175g)           ,3.99       ,2.28          ,caisse (12X175g)   ,42.99      ,2.047         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-de-metis-cuit-style-europeen-gaspesien-23624/
Gaspésien               ,"Jambon demi toupie 1,5 kg"                                          ,charcuterie ,unité (1.5kg)          ,15.99      ,1.066         ,caisse (4x1.5kg)   ,60.99      ,1.016         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-toupie-en-demi-gaspesien-23622/
Levesque                ,Jambon désossé fumé entier 3 kg                                      ,charcuterie ,unité (env. 3 kg)      ,6.99       ,0.233         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-desosse-fume-entier-levesque-21272/
Levesque                ,Jambon désossé fumé entier 3 kg                                      ,charcuterie ,unité (env. 3 kg)      ,6.99       ,0.233         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-desosse-fume-entier-levesque-21272/
Virginia                ,Jambon désossé fumé entier 4 kg                                      ,charcuterie ,unité (env. 4 kg)      ,6.99       ,0.175         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-desosse-fume-entier-virginia-21721/
Korona                  ,Jambon désossé fumé à l'ancienne                                     ,charcuterie ,"unité (env. 2,2 kg)"  ,7.49       ,0.34          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-desosse-fume-a-lancienne-korona-42743/
Olymel                  ,Jambon forêt noir 150 g                                              ,charcuterie ,unité (150g)           ,4.29       ,2.86          ,caisse (12x150g)   ,46.99      ,2.611         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-noir-sans-nitrite-olymel-29622/
Schinkenspeck           ,Jambon fumé 300 g                                                    ,charcuterie ,unité (300g)           ,11.99      ,3.997         ,caisse (10x300g)   ,100.99     ,3.366         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/prosciutto/jambon-fume-schinkenspeck-20946/
Virginia                ,Jambon fumé Forêt Noire entier 3 kg                                  ,charcuterie ,unité (env. 3 kg)      ,8.99       ,0.3           ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-foret-noire-entier-virginia-21722/
Fortin                  ,Jambon fumé Méchoui tranché 250 g                                    ,charcuterie ,unité (250g)           ,4.69       ,1.876         ,caisse (12x250g)   ,46.99      ,1.566         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-le-doyen-tranche-fortin-31791/
Gaspésien               ,Jambon fumé P'tit Classique 750 g                                    ,charcuterie ,unité (750g)           ,10.99      ,1.465         ,caisse (8x750g)    ,79.99      ,1.333         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-ptit-classique-gaspesien-23616/
Ptit Caprice            ,Jambon fumé forêt noire 550 g                                        ,charcuterie ,unité (550g)           ,9.29       ,1.689         ,caisse (6x550g)    ,46.99      ,1.424         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-foret-noire-ptit-caprice-21029/
Olymel                  ,Jambon fumé forêt noire tranché 500 g                                ,charcuterie ,unité (500G)           ,8.29       ,1.658         ,caisse (6x500g)    ,46.99      ,1.566         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-foret-noire-tranche-olymel-28424/
Gaspésien               ,Jambon fumé genre toupie 3 kg                                        ,charcuterie ,unité (env. 3 kg)      ,8.99       ,0.3           ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-genre-toupie-3kg-gaspesien-23607/
Gaspésien               ,Jambon fumé genre toupie 5 kg                                        ,charcuterie ,unité (env. 5 kg)      ,8.99       ,0.18          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-genre-toupie-5kg-gaspesien-23606/
Schinkenspeck           ,Jambon fumé salé sec 2 kg                                            ,charcuterie ,unité (env. 2 kg)      ,36.99      ,1.85          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/prosciutto/jambon-seche-fume-et-sale-schinkenspeck-18023/
Virginia                ,Jambon fumé style toupie 4 kg                                        ,charcuterie ,unité (env. 4 kg)      ,8.27       ,0.207         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-style-toupie-virginia-21724/
Du breton               ,Jambon fumé tranché biologique 125 g                                 ,charcuterie ,unité (125g)           ,5.79       ,4.632         ,caisse (6X125g)    ,25.99      ,3.465         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-tranche-biologique-du-breton-20993/
Fortin                  ,Jambon fumé tranché à l'ancienne Le Doyen 175 g                      ,charcuterie ,unité (175g)           ,4.69       ,2.68          ,caisse (12x175g)   ,46.99      ,2.238         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-le-doyen-tranche-fortin-31792/
Fortin                  ,Jambon fumé tranché à l'ancienne Le Doyen 175 g                      ,charcuterie ,unité (175g)           ,4.69       ,2.68          ,caisse (12x175g)   ,46.99      ,2.238         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-le-doyen-tranche-fortin-31792/
Gaspésien               ,Jambon fumé à déjeuner 250 g                                         ,charcuterie ,unité (250g)           ,4.59       ,1.836         ,caisse (12x250g)   ,45.99      ,1.533         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-a-dejeuner-gaspesien-23618/
Ptit Caprice            ,Jambon fumé à l'ancienne 550 g                                       ,charcuterie ,unité (550g)           ,9.29       ,1.689         ,caisse (6x550g)    ,46.99      ,1.424         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-a-lancienne-ptit-caprice-21030/
Ptit Caprice            ,Jambon fumé à l'ancienne 550 g                                       ,charcuterie ,unité (550g)           ,9.29       ,1.689         ,caisse (6x550g)    ,46.99      ,1.424         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-a-lancienne-ptit-caprice-21030/
Virginia                ,Jambon fumé à l'ancienne entier 3 kg                                 ,charcuterie ,unité (env. 3 kg)      ,8.99       ,0.3           ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-a-lancienne-entier-virginia-21723/
Olymel                  ,Jambon fumé à l'ancienne tranché 500 g                               ,charcuterie ,unité (500G)           ,8.29       ,1.658         ,caisse (6x500g)    ,46.99      ,1.566         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-fume-a-lancienne-tranche-olymel-28423/
Ptit Caprice            ,Jambon fumé à l'érable 550 g                                         ,charcuterie ,unité (550g)           ,9.29       ,1.689         ,caisse (6x550g)    ,46.99      ,1.424         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-a-lerable-ptit-caprice-40136/
Olymel                  ,Jambon fumé à saveur de bois d'hickory 550 g                         ,charcuterie ,unité (550g)           ,9.29       ,1.689         ,caisse (6x550g)    ,46.99      ,1.424         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-hickory-en-demi-olymel-23965/
Fantino                 ,Jambon italien cuit tranché mince 125 g                              ,charcuterie ,unité (125G)           ,5.99       ,4.792         ,caisse (10X125G)   ,53.99      ,4.319         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/prosciutto/proscuitto-cotto-tranche-fantino-29869/
Nostrano                ,Jambon italien tranché 125 g                                         ,charcuterie ,unité (125g)           ,3.49       ,2.792         ,caisse (12x125g)   ,37.99      ,2.533         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-italien-tranche-nostrano-09995/
Gaspésien               ,"Jambon picnic petit 1,5 kg"                                         ,charcuterie ,unité (1.5kg)          ,16.29      ,1.086         ,caisse (6x1.5kg)   ,94.99      ,1.055         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-picnic-petit-gaspesien-22951/
Mastro                  ,"Jambon rôti au four romarin 2,5 kg"                                 ,charcuterie ,"unité (env. 2,5 kg)"  ,14.99      ,0.6           ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-roti-au-four-romarin-mastro-20159/
Casa Italia             ,Jambon rôti style italien Bellarosto 6 kg                            ,charcuterie ,unité (env. 6 kg)      ,16.99      ,0.283         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/prosciutto/prosc-cotto-bellarrosto-----kg-casa-italia-29737/
Duero                   ,Jambon serrano tranché 80 g                                          ,charcuterie ,unité (80g)            ,5.99       ,7.487         ,caisse (10x80g)    ,45.99      ,5.749         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/prosciutto/jambon-serrano-tranche-duero-37802/
Gaspésien               ,Jambon toupie 1/4 750 g                                              ,charcuterie ,unité (750g)           ,9.99       ,1.332         ,caisse (8x750g)    ,65.99      ,1.1           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-toupie-14-gaspesien-23621/
Lafleur                 ,Jambon toupie fumé 1 kg                                              ,charcuterie ,unité (1kg)            ,11.79      ,1.179         ,caisse (12x1kg)    ,126.99     ,1.058         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-toupie-fume-14-livre-lafleur-15882/
Korona                  ,Jambon toupie fumé entier 5 kg                                       ,charcuterie ,unité (env. 5 kg)      ,5.99       ,0.12          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-toupie-fume-entier-korona-13655/
Yves veggie             ,Jambon végétarien tranché 155 g                                      ,charcuterie ,unité (155g)           ,3.79       ,2.445         ,caisse (12x155g)   ,41.99      ,2.258         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/viande-vege/jambon-veggie-tranche-yves-veggie-28034/
Olymel                  ,Jambon à saveur de bois de pommier 550 g                             ,charcuterie ,unité (550g)           ,9.29       ,1.689         ,caisse (6x550g)    ,46.99      ,1.424         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jambon-en-demi-applewood-olymel-23964/
Gaspésien               ,Jarret de porc confit 600 g                                          ,charcuterie ,unité (600g)           ,6.99       ,1.165         ,caisse (6x600g)    ,37.99      ,1.055         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/jambon/jarret-porc-confit-gaspesien-23612/
Piller's                ,Kolbassa de dinde 300 g                                              ,charcuterie ,unité (300g)           ,6.99       ,2.33          ,caisse (15x300g)   ,96.99      ,2.155         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/saucisson/kolbassa-de-dinde-pillers-17623/
Brandt                  ,Kolbassa à la dinde 250 g                                            ,charcuterie ,unité (250g)           ,5.29       ,2.116         ,caisse (15X250g)   ,69.99      ,1.866         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/saucisson/kolbassa-a-la-dinde-brandt-38999/
Fortin                  ,Lardons de bacon 1 kg                                                ,charcuterie ,unité (1kg)            ,17.99      ,1.799         ,caisse (2x1kg)     ,32.99      ,1.65          ,https://www.mayrand.ca/fr/nos-produits/charcuterie/bacon-et-pancetta/lardons-de-bacon-fortin-31788/
Commensal               ,Lasagnettes kale et épinards 350 g                                   ,charcuterie ,unité (350g)           ,6.99       ,1.997         ,caisse (8x350g)    ,46.99      ,1.678         ,https://www.mayrand.ca/fr/nos-produits/charcuterie/pret-a-manger/mets-prepare/lasagnettes-kale-et-epinards-commensal-30757/
