Brand,Description,Catérogie,Format (petit),Prix Total,Prix unitaire,Format (grand),Prix Total,Prix unitaire,URL
Oetker,Cristaux pour breuvage aux pommes 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-aux-pommes-oetker-34550/
Oetker,Cristaux pour breuvage citronnade rose 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-citronnade-rose-oetker-23659/
Berthelet,Cristaux pour breuvage grenadia 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-grenadia-berthelet-10664/
Berthelet,Cristaux pour breuvage limonade 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-limonade-berthelet-10660/
Berthelet,Cristaux pour breuvage mangue 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-mangue-berthelet-10559/
Berthelet,Cristaux pour breuvage melon d'eau 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-melon-deau-berthelet-10557/
Berthelet,Cristaux pour breuvage pina colada 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-pina-colada-berthelet-10554/
Berthelet,Cristaux pour breuvage pina colada 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-pina-colada-berthelet-10554/
Berthelet,Cristaux pour breuvage punch des îles 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-punch-des-iles-berthelet-10551/
Oetker,Cristaux pour breuvage punch tropical 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-punch-tropical-oetker-34551/
Berthelet,Cristaux pour breuvage punch tropical 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-punch-tropical-berthelet-10553/
Oetker,Cristaux pour breuvage raisin 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-raisin-oetker-34552/
Nestea,Cristaux pour breuvage thé glacé citron 715 g,boisson,unité (715g),5.99,0.838,caisse (6x715g),33.99,0.792,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-the-glace-citron-nestea-04654/
Berthelet,Cristaux pour breuvage à l'ananas 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-lananas-berthelet-10552/
Oetker,Cristaux pour breuvage à l'orange 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-lorange-oetker-34548/
Berthelet,Cristaux pour breuvage à l'orange 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-lorange-berthelet-10556/
Oetker,Cristaux pour breuvage à la canneberge 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-la-canneberge-oetker-34546/
Oetker,Cristaux pour breuvage à la cerise 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-la-cerise-oetker-34547/
Berthelet,Cristaux pour breuvage à la cerise des Antilles 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-la-cerise-des-antilles-berthelet-10548/
Oetker,Cristaux pour breuvage à la framboise 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-la-framboise-oetker-23489/
Oetker,Cristaux pour breuvage à la poire 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-la-poire-oetker-34549/
Oetker,Cristaux pour breuvage à la pêche 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-la-peche-oetker-34539/
Berthelet,Cristaux pour breuvage à la pêche 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-a-la-peche-berthelet-10555/
Oetker,Cristaux pour citronnade 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-citronnade-oetker-34540/
Oetker,Cristaux pour thé glacé au citron 425 g,boisson,unité (425g),3.49,0.821,caisse (12X425g),37.99,0.745,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-the-glace-au-citron-oetker-34541/
Trombetta,Crème capsules compatibles Nespresso x50,boisson,N/A,N/A,N/A,caisse (50un),18.99,0.38,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-creme-trombetta-23682/
Coco Colada,Crème de coco 290 ml,boisson,unité (290ml),3.49,1.203,caisse (12x290ml),38.99,1.12,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/boisson-creme-de-noix-de-coco-coco-colada-43128/
Haiku,Crème de coco sucrée 290 ml,boisson,unité (290ml),2.79,0.962,caisse (12x290ml),31.99,0.919,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/creme-de-coco-sucree-haiku-30228/
Château Thierry,Crème de menthe splash 375 ml,boisson,unité (375ml),3.39,0.904,caisse (12x375ml),38.29,0.851,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/creme-de-menthe-splash-chateau-thierry-10471/
Earth's choice,Crème de noix de coco biologique 400 ml,boisson,unité (400ml),3.49,0.873,caisse (12x400ml),37.99,0.791,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/creme-de-noix-de-coco-biologique-earths-choice-14366/
Trombetta,Décaféiné capsules compatibles Nespresso x10,boisson,unité (10un),4.29,0.429,caisse (8X10un),30.99,0.387,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-decafeine-trombetta-37331/
Vita Coco,Eau de coco 500 ml,boisson,unité (500ml),2.69,0.538,caisse (12X500ml),28.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/eau-de-coco-vita-coco-38931/
Vita Coco,Eau de noix de coco 1 L,boisson,unité (1L),5.29,0.529,caisse (12X1L),58.99,0.492,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/eau-de-noix-de-coco-vita-coco-22871/
King Island,Eau de noix de coco 100% pure 1 L,boisson,unité (1L),4.99,0.499,caisse (12X1L),54.99,0.458,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/eau-de-noix-de-coco-100-pure-king-island-31835/
King Island,Eau de noix de coco 100% pure 500 ml x12,boisson,unité (500ml),2.59,0.518,caisse (12X500ml),27.99,0.466,https://www.mayrand.ca/fr/nos-produits/boisson/lait-et-boisson-vegetale/boisson-vegetale/eau-de-noix-de-coco-100-pure-king-island-31836/
Eska,Eau de source gazeifiée 355 ml x24,boisson,N/A,N/A,N/A,caisse (24x355ml),20.99,0.246,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-gazeifiee-en-vitre-eska-30763/
San Benedetto,"Eau de source gazéifiée 1,5 L",boisson,N/A,N/A,N/A,caisse (6X1.5L),7.79,0.087,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-gazeifiee-san-benedetto-49670/
San Benedetto,"Eau de source naturelle 1,5 L",boisson,N/A,N/A,N/A,caisse (6X1.5L),7.79,0.087,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-san-benedetto-34655/
Labrador,"Eau de source naturelle 18,9 L",boisson,N/A,N/A,N/A,caisse (18.9L),3.99,0.021,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-labrador-11131/
Eska,Eau de source naturelle 24 x 500 ml,boisson,N/A,N/A,N/A,caisse (24x500ml),4.69,0.039,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-eska-02077/
Eska,Eau de source naturelle 330 ml,boisson,N/A,N/A,N/A,caisse (15X330ml),2.99,0.06,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-eska-34731/
Eska,Eau de source naturelle 4 L,boisson,N/A,N/A,N/A,caisse (4X4L),7.59,0.047,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-eska-14795/
Acqua Panna,Eau de source naturelle 500 ml,boisson,unité (6x500ml),6.39,106.5,caisse (4x6x500ml),22.99,0.192,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-acqua-panna-00568/
Purelife,Eau de source naturelle 500 ml ,boisson,N/A,N/A,N/A,caisse (24x500ml),3.99,0.033,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-purelife-07194/
Eska,"Eau de source naturelle 6 x 1,5 L",boisson,N/A,N/A,N/A,caisse (6x1.5L),4.29,0.048,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-eska-16139/
Naya,Eau de source naturelle 600 ml,boisson,N/A,N/A,N/A,caisse (24x600ml),4.29,0.03,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-naya-16529/
Acqua Panna,Eau de source naturelle 750 ml,boisson,N/A,N/A,N/A,caisse (12x750ml),19.99,0.222,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-acqua-panna-00567/
Labrador,Eau de source naturelle 8 L,boisson,unité (8L),4.49,0.056,caisse (2x8L),6.99,0.044,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-plate/eau-de-source-naturelle-labrador-11134/
Purelife,Eau de source naturelle gazéifiée 1 L,boisson,N/A,N/A,N/A,caisse (12X1L),9.99,0.083,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-naturelle-gazeifiee-purelife-49208/
Perrier,Eau de source naturelle gazéifiée 35 x 250 ml,boisson,N/A,N/A,N/A,caisse (35X250ml),21.99,0.251,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-gazeifiee-perrier-32772/
Cristelle,Eau de source naturelle gazéifiée 6 x 1 L,boisson,N/A,N/A,N/A,caisse (6x1L),5.49,0.091,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-gazeifiee-naturelle-cristelle-34106/
Perrier,Eau de source naturelle gazéifiée 6 x 1 L,boisson,N/A,N/A,N/A,caisse (6X1L),9.79,0.163,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-petillante-perrier-11036/
Cristelle,Eau de source naturelle gazéifiée aromatisée au citron 6 x 1 L,boisson,N/A,N/A,N/A,caisse (6x1L),5.49,0.091,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-gazeifiee-au-citron-cristelle-34108/
Cristelle,Eau de source naturelle gazéifiée aromatisée au pamplemousse 6 x 1 L,boisson,N/A,N/A,N/A,caisse (6x1L),5.49,0.091,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-gazeifiee-au-pamplemousse-cristelle-34089/
Perrier,Eau de source pétillante naturelle saveur citron 6 x 1 L,boisson,N/A,N/A,N/A,caisse (6X1L),9.79,0.163,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-de-source-petillante-au-citron-perrier-11038/
Montellier,Eau minérale gazeifiée 355 ml,boisson,unité (1X10X250ML),6.49,649.0,caisse (3X10X355ml),17.99,0.169,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-minerale-gazeifiee-montellier-33684/
Montellier,Eau minérale gazeifiée au citron 355 ml,boisson,unité (1X10X250ML),6.49,649.0,caisse (3X10X355ml),17.99,0.169,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-minerale-gazeifiee-au-citron-montellier-33678/
Montellier,Eau minérale gazeifiée à la lime 355 ml,boisson,unité (1X10X250ML),6.49,649.0,caisse (3X10X355ml),17.99,0.169,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-minerale-gazeifiee-a-la-lime-montellier-33677/
San Pellegrino,Eau minérale gazéifiée 750 ml,boisson,N/A,N/A,N/A,caisse (12x750ml),18.99,0.211,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-minerale-gazeifiee-san-pellegrino-03993/
St-Justin,Eau minérale naturelle gazéifiée 24 x 335 ml,boisson,N/A,N/A,N/A,caisse (24X355ml),22.39,0.263,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-minerale-naturelle-gazeifiee-st-justin-18133/
San Pellegrino,Eau minérale naturelle gazéifiée 250 ml,boisson,N/A,N/A,N/A,caisse (4x6x250ml),18.99,0.316,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-minerale-naturelle-gazeifiee-san-pellegrino-03994/
San Pellegrino,Eau minérale naturelle gazéifiée 500 ml,boisson,N/A,N/A,N/A,caisse (24x500ml),26.99,0.225,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-minerale-gazeifiee-san-pellegrino-11911/
Perrier,Eau naturelle gazéifiée vitre 4x330 ml,boisson,N/A,N/A,N/A,caisse (6x4x330ml),19.99,0.252,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-naturelle-gazeifiee-vitre-perrier-01981/
Bubly,Eau pétillante au pamplemousse 355 ml x12,boisson,N/A,N/A,N/A,caisse (12x355ml),5.49,0.129,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-petillante-au-pamplemousse-bubly-29666/
Bubly,Eau pétillante aux mûres 355 ml,boisson,N/A,N/A,N/A,caisse (12x355ml),5.49,0.129,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-petillante-aux-mures-bubly-31994/
Bubly,Eau pétillante aux pêches,boisson,N/A,N/A,N/A,caisse (12x355ml),5.49,0.129,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-petillante-aux-peches-bubly-35237/
Bubly,Eau pétillante fraise 355 ml x12,boisson,N/A,N/A,N/A,caisse (12x355ml),5.49,0.129,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-petillante-au-fraise-bubly-29663/
Bubly,Eau pétillante à l'ananas,boisson,N/A,N/A,N/A,caisse (12x355ml),5.49,0.129,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-petillante-aux-ananas-bubly-35238/
Bubly,Eau pétillante à l'orange 355 ml x12,boisson,N/A,N/A,N/A,caisse (12x355ml),5.49,0.129,https://www.mayrand.ca/fr/nos-produits/boisson/eau/eau-petillante/eau-petillante-a-lorange-bubly-29664/
Fever Tree,Eau tonique aromatique 200 ml,boisson,unité (4x200ml),5.49,137.25,caisse (6x4x200ml),29.99,0.625,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-gazeuse/eau-tonique-aromatique-fever-tree-35050/
Fever Tree,Eau tonique au concombre 200 ml,boisson,unité (4x200ml),5.49,137.25,caisse (6x4x200ml),29.99,0.625,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-gazeuse/eau-tonique-concombre-fever-tree-35042/
Fever Tree,Eau tonique légère 200 ml,boisson,unité (4x200ml),5.49,137.25,caisse (6x4x200ml),29.99,0.625,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-gazeuse/eau-tonique-legere-fever-tree-35051/
Fever Tree,Eau tonique méditerranéenne 200 ml,boisson,unité (4x200ml),5.49,137.25,caisse (6x4x200ml),29.99,0.625,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-gazeuse/eau-tonique-mediterraneenne-fever-tree-35111/
Fever Tree,Eau tonique à la fleur de sureau 200 ml,boisson,unité (4x200ml),5.49,137.25,caisse (6x4x200ml),29.99,0.625,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-gazeuse/eau-tonique-fleur-de-sureau-fever-tree-35105/
Glaceau,Eau vitaminée Méga-C 591 ml,boisson,N/A,N/A,N/A,caisse (12X591ml),19.99,0.282,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/eau-vitaminee-mega-c-glaceau-34769/
Glaceau,Eau vitaminée multivitamine 591 ml,boisson,N/A,N/A,N/A,caisse (12X591ml),19.99,0.282,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/eau-vitaminee-multivitamine-glaceau-18493/
Glaceau,Eau vitaminée pomegranate  591 ml,boisson,N/A,N/A,N/A,caisse (12X591ml),19.99,0.282,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/eau-vitaminee-pomegranate-glaceau-18487/
Glaceau,Eau vitaminée zeste 591 ml,boisson,N/A,N/A,N/A,caisse (12X591ml),19.99,0.282,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/eau-vitaminee-zeste-glaceau-18502/
Agga,Espresso Intenso capsules compatibles Nespresso x10,boisson,unité (10X53g),5.29,52.9,caisse (12X10X53g),57.99,0.912,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-espresso-intenso-agga-26442/
Agga,Espresso Kenya AA capsules compatibles Nespresso x10,boisson,unité (10X53g),5.29,52.9,caisse (12X10X53g),57.99,0.912,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-espresso-kenya-agga-26443/
Agga,Espresso Lungo capsules compatibles Nespresso x10,boisson,unité (10X53g),5.29,52.9,caisse (12X10X53g),57.99,0.912,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-espresso-lungo-agga-26441/
Agga,Espresso Ristretto capsules compatibles Nespresso x10,boisson,unité (10X53g),5.29,52.9,caisse (12X10X53g),57.99,0.912,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-espresso-ristretto-agga-26440/
Trombetta,Espresso crémeux capsules compatibles Nespresso x50,boisson,N/A,N/A,N/A,caisse (50un),18.99,0.38,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/cafe-espresso-cremoso-en-capsule-trombetta-29634/
Mott Clamato,Jus clamato 945 ml,boisson,unité (945ml),2.49,0.263,caisse (12X945ml),28.99,0.256,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/jus-clamato-mott-clamato-28972/
Oasis,Jus cocktail de 10 légumes 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/cocktail-de-legumes-oasis-47567/
Oasis,Jus cocktail de 10 légumes 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/cocktail-de-legumes-oasis-47567/
Nature's Best,"Jus d'ananas 1,89 L",boisson,unité (1.89L),3.99,0.211,caisse (6X1.89L),22.99,0.203,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dananas-natures-best-49922/
Dole,Jus d'ananas 2 x 24 x 170 ml,boisson,N/A,N/A,N/A,caisse (2X24X170ml),35.99,0.441,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dananas-dole-36420/
Oasis,Jus d'ananas 960 ml,boisson,unité (960ml),1.99,0.207,caisse (12x960ml),19.99,0.174,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dananas-oasis-01436/
Fairlee,Jus d'orange 1 L,boisson,unité (1L),1.79,0.179,caisse (12x1L),18.99,0.158,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dorange-fairlee-08481/
Oasis,Jus d'orange 200 ml x8,boisson,unité (1x8x200ml),3.29,329.0,caisse (4x8x200ml),10.99,0.172,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-orange-pur-oasis-33113/
Fairlee,Jus d'orange 24 x 300 ml,boisson,N/A,N/A,N/A,caisse (24x300ml),14.99,0.208,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dorange-fairlee-13923/
Oasis,Jus d'orange 24 x 300 ml,boisson,N/A,N/A,N/A,caisse (24X300ml),14.49,0.201,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dorange-oasis-46172/
Tropicana,"Jus d'orange avec pulpe 1,54 L",boisson,unité (1.54L),4.99,0.324,caisse (6x1.54L),25.99,0.281,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-dorange-avec-pulpe-tropicana-29440/
Oasis Premium,"Jus d'orange et mangue frais 1,75 L",boisson,unité (1.75L),3.99,0.228,caisse (8x1.75L),29.99,0.214,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-orange-et-mangue-oasis-premium-11781/
Tropicana,"Jus d'orange extra pulpe 1,54 L",boisson,unité (1.54L),4.99,0.324,caisse (6x1.54L),25.99,0.281,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-dorange-extra-pulpe-tropicana-29441/
Simply,"Jus d'orange frais avec pulpe 2,63 L",boisson,unité (2.63L),7.29,0.277,caisse (6x2.63L),40.99,0.26,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-dorange-frais-avec-pulpe-simply-08139/
Tropicana,Jus d'orange frais avec pulpe 355 ml x12,boisson,N/A,N/A,N/A,caisse (12x355ml),14.99,0.352,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-dorange-frais-avec-pulpe-tropicana-02214/
Tropicana,Jus d'orange frais sans pulpe 355 ml x12,boisson,N/A,N/A,N/A,caisse (12x355ml),14.99,0.352,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-dorange-sans-pulpe-tropicana-02215/
Oasis,Jus d'orange pur 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dorange-pur-oasis-46946/
Oasis,Jus d'orange pur 200 ml x8,boisson,unité (8x200ml),3.29,41.125,caisse (4x8x200ml),10.99,0.172,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-orange-pur-dejeuner-oasis-33115/
Oasis,Jus d'orange pur déjeuner,boisson,unité (960ml),1.69,0.176,caisse (12x960ml),16.99,0.147,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dorange-pur-dejeuner-oasis-12813/
Oasis,Jus d'orange pur déjeuner 200 ml x30,boisson,N/A,N/A,N/A,caisse (30x200ml),11.99,0.2,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dorange-pur-dejeuner-oasis-12816/
Gavioli,Jus d'orange pétillant 750 ml,boisson,unité (750ml),4.99,0.665,caisse (12x750ml),56.49,0.628,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-dorange-sante-petillant-gavioli-23579/
Tropicana,"Jus d'orange sans pulpe 1,54 L",boisson,unité (1.54L),4.99,0.324,caisse (6x1.54L),25.99,0.281,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-dorange-sans-pulpe-tropicana-29439/
Simply,"Jus d'orange sans pulpe frais 2,63 L",boisson,unité (2.63L),7.29,0.277,caisse (6x2.63L),40.99,0.26,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-dorange-sans-pulpe-frais-simply-08138/
Tropicana,"Jus d'orange, pêche et mangue frais 1,75 L",boisson,unité (1.75L),4.69,0.268,caisse (8x1.75L),33.99,0.243,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/jus-dorange-peche-et-mangue-frais-tropicana-08826/
Tradition,Jus de bleuets sauvages Vision Santé 950 ml,boisson,unité (950ml),6.99,0.736,caisse (6X950ml),34.99,0.614,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-bleuets-sauvages-vision-sante-tradition-27481/
Tradition,Jus de bleuets sauvages Vision Santé 950 ml,boisson,unité (950ml),6.99,0.736,caisse (6X950ml),34.99,0.614,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-de-bleuets-sauvages-vision-sante-tradition-27481/
Ocean Spray,"Jus de canneberge 100 % 1,77 L",boisson,unité (1.77L),4.49,0.254,caisse (8x1.77L),33.99,0.24,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/jus-100-canneberge-ocean-spray-37452/
