Brand,Description,Catérogie,Format (petit),Prix Total,Prix unitaire,Format (grand),Prix Total,Prix unitaire,URL
L'Espression d'Or,Café en grain Colombie velouté 908 g,boisson,unité (2lb),13.59,1.498,caisse (10X2lb),126.99,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-grain/cafe-en-grain-colombie-veloute-lespression-dor-28606/
L'Espression d'Or,Café espresso en grains 2 lb,boisson,unité (2lb),13.59,1.498,caisse (10x2lb),126.99,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-grain/cafe-en-grain-espresso-lespression-dor-28652/
Agga,Café espresso en grains Tesoro 340 g,boisson,unité (340g),10.99,3.232,caisse (8X340g),70.99,2.61,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-grain-espresso-tesoro-onctueux-et-cremeux-agga-32458/
Lavazza,Café espresso en grains oro 1 kg,boisson,unité (1kg),20.99,2.099,caisse (6x1kg),118.99,1.983,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-grain/cafe-en-grain-espresso-oro-lavazza-28234/
L'Espression d'Or,Café filtre Colombie velouté 908 g,boisson,unité (2lb),13.59,1.498,caisse (10X2lb),126.99,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-colombie-veloute-lespression-dor-28602/
L'Espression d'Or,Café filtre colombien 42 x 57 g,boisson,N/A,N/A,N/A,caisse (42X57g),33.99,1.42,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-colombien-lespression-dor-32076/
L'Espression d'Or,Café filtre colombien 42 x 57 g,boisson,N/A,N/A,N/A,caisse (42X57g),33.99,1.42,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-colombien-lespression-dor-32076/
L'Espression d'Or,Café filtre colombien corsé 2 lb,boisson,unité (2lb),13.59,1.498,caisse (10x2lb),126.99,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-colombien-corse-lespression-dor-28604/
L'Espression d'Or,Café filtre colombien corsé 42 x 57 g,boisson,N/A,N/A,N/A,caisse (42X57g),33.99,1.42,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-colombien-corse-lespression-dor-32075/
L'Espression d'Or,Café filtre colombien noir 908 g,boisson,unité (2lb),13.59,1.498,caisse (10X2lb),126.99,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-colombien-noir-lespression-dor-41781/
Vittoria,Café filtre colombien velouté 200 g,boisson,unité (200g),2.99,1.495,caisse (12X200g),33.59,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-colombien-veloute-vittoria-23505/
Hortus,Café filtre corsé 42 x 45 g,boisson,N/A,N/A,N/A,caisse (42X45g),24.99,1.322,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-corse-hortus-27569/
Hortus,Café filtre corsé 42 x 57 g,boisson,N/A,N/A,N/A,caisse (42X57g),31.99,1.336,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-corse-hortus-27567/
L'Espression d'Or,Café filtre espresso 2 lb,boisson,unité (2lb),13.59,1.498,caisse (10x2lb),126.99,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-fil-espresso-bar-lespression-dor-28653/
L'Espression d'Or,Café filtre moka java velouté 908 g,boisson,unité (2lb),13.59,1.498,caisse (10X2lb),126.99,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-moka-java-veloute-lespression-dor-28667/
Hortus,Café filtre velouté 42 x 45 g,boisson,N/A,N/A,N/A,caisse (42X45g),24.99,1.322,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-veloute-hortus-27570/
Hortus,Café filtre velouté 42 x 57 g,boisson,N/A,N/A,N/A,caisse (42X57g),31.99,1.336,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-filtre-veloute-hortus-27568/
Lavazza,Café grain grand espresso 1 kg,boisson,unité (1kg),22.99,2.299,caisse (6x1kg),126.99,2.116,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-grain/cafe-grain-grand-espresso-lavazza-09513/
Combia,Café infusé à froid moka 355 ml,boisson,unité (355ml),3.49,0.983,caisse (12x355ml),36.99,0.868,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/cafe-infuse-a-froid-moka-combia-32014/
Combia,Café infusé à froid original 355 ml,boisson,unité (355ml),3.49,0.983,caisse (12x355ml),36.99,0.868,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/cafe-infuse-a-froid-original-combia-32007/
Combia,Café infusé à froid vanille 355 ml,boisson,unité (355ml),3.49,0.983,caisse (12x355ml),36.99,0.868,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/cafe-infuse-a-froid-vanille-combia-32005/
Combia,Café infusé à froid à l'érable 355 ml,boisson,unité (355ml),3.49,0.983,caisse (12x355ml),36.99,0.868,https://www.mayrand.ca/fr/nos-produits/boisson/boisson-energisante/cafe-infuse-a-froid-a-lerable-combia-32008/
Nescafé,Café instantané 170 g,boisson,unité (170g),6.99,4.112,caisse (12x170g),67.99,3.333,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-instantanne-nescafe-12051/
Nescafé,Café instantané 475 g,boisson,unité (475g),11.79,2.482,caisse (12X475g),136.99,2.403,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-instantane-nescafe-48838/
Nescafé,Café instantané fin moulu foncé 100 g,boisson,unité (100g),7.49,7.49,caisse (6X100g),43.99,7.332,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-instantane-fin-moulu-fonce-nescafe-28381/
Nescafé,Café instantané gold espresso 100 g,boisson,unité (100g),7.49,7.49,caisse (6X100g),43.99,7.332,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-instantane-gold-espresso-nescafe-28380/
Maxwell House,Café instantané original 150 g,boisson,unité (150g),5.49,3.66,caisse (12x150g),61.99,3.444,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-instantane-original-maxwell-house-10771/
L'Espression d'Or,Café moka java velouté en grain 2 lb,boisson,unité (2lb),13.59,1.498,caisse (10X2lb),126.99,1.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-grain/cafe-moka-java-veloute-en-grain-lespression-dor-28664/
Folgers,Café moulu 920 g,boisson,unité (920g),11.49,1.249,caisse (6x920g),65.99,1.195,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-folgers-10325/
Maxwell House,Café moulu 925 g,boisson,unité (925g),9.49,1.026,caisse (6x925g),53.99,0.973,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-maxwell-house-03289/
L'Espression d'Or,Café moulu Colombie velouté,boisson,N/A,N/A,N/A,caisse (42X45g),26.99,1.428,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-colombie-veloute-lespression-dor-28612/
L'Espression d'Or,Café moulu Colombie velouté,boisson,N/A,N/A,N/A,caisse (64x45g),40.99,1.423,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-colombie-veloute-lespression-dor-28613/
Agga,Café moulu Espresso Dolce Vita 340 g,boisson,unité (340g),10.99,3.232,caisse (8X340g),68.99,2.536,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-espresso-dolce-vita-doux-et-satine-agga-32478/
Agga,Café moulu VIP gourmet 12 x 454 g,boisson,N/A,N/A,N/A,caisse (12X454g),74.99,1.376,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-vip-gourmet-agga-26427/
L'Espression d'Or,Café moulu colombien corsé,boisson,N/A,N/A,N/A,caisse (42x45g),26.99,1.428,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-colombien-corse-lespression-dor-28617/
L'Espression d'Or,Café moulu colombien corsé,boisson,N/A,N/A,N/A,caisse (42x40g),23.99,1.428,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-colombien-corse-lespression-dor-28615/
Agga,Café moulu colombien décaféiné 1 kg,boisson,unité (1kg),23.99,2.399,caisse (5X1kg),102.99,2.06,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-grain/cafe-expresso-en-grain-decafeine-agga-26435/
Agga,Café moulu colombien décaféiné 400 g,boisson,unité (400g),18.99,4.747,caisse (8X400g),132.99,4.156,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-colomb-decafeine-suisse-fin-et-delicat-agga-32479/
Agga,Café moulu colombien décaféiné suisse 225 g,boisson,unité (225g),7.99,3.551,caisse (12X225g),81.99,3.037,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-colombien-decafeine-suisse-agga-26426/
L'Espression d'Or,Café moulu colombien velouté,boisson,N/A,N/A,N/A,caisse (42x40g),23.99,1.428,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-colombien-veloute-lespression-dor-28610/
L'Espression d'Or,Café moulu colombien velouté,boisson,N/A,N/A,N/A,caisse (64x40g),36.99,1.445,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-colombien-veloute-lespression-dor-28611/
Lavazza,Café moulu crème 250 g,boisson,unité (250g),4.99,1.996,caisse (20X250g),93.99,1.88,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-creme-lavazza-46868/
Agga,Café moulu espresso intenso 250 g,boisson,unité (250g),6.79,2.716,caisse (12X250g),71.99,2.4,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-espresso-intenso-agga-26425/
Agga,Café moulu espresso jambo biologique 340 g,boisson,unité (340g),10.99,3.232,caisse (8X340g),73.99,2.72,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-espresso-jambo-biologique-agga-26428/
Hortus,Café moulu filtre équilibré 1 kg,boisson,unité (1kg),15.99,1.599,caisse (5X1Kg),73.99,1.48,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-filtre-equilibre-hortus-27566/
McCafé,Café moulu fin mi-noir 340 g,boisson,unité (340g),7.99,2.35,caisse (6X340g),44.99,2.205,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-fin-mi-noir-mccafe-26320/
Agga,Café moulu kasaï biologique équitable 340 g,boisson,unité (340g),10.99,3.232,caisse (8X340g),73.99,2.72,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-kasai-biologique-equitable-agga-26429/
Agga,Café moulu lungo 250 g,boisson,unité (250g),6.79,2.716,caisse (12X250g),70.99,2.366,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-lungo-agga-26423/
McCafé,Café moulu mi noir 950 g,boisson,unité (950g),18.49,1.946,caisse (6X950g),107.99,1.895,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-mi-noir-mccafe-36276/
Agga,Café moulu molango biologique équitable 340 g,boisson,unité (340g),10.99,3.232,caisse (8X340g),73.99,2.72,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-molango-biologique-equitable-agga-26430/
Tim Horton,Café moulu mouture fine 930 g,boisson,unité (930g),17.99,1.934,caisse (6x930g),101.99,1.828,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-mouture-fine-tim-horton-15315/
L'Espression d'Or,Café moulu noisette vanille 227 g,boisson,unité (227g),4.29,1.89,caisse (12x227g),48.99,1.798,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-noisette-vanille-lespression-dor-28785/
Lavazza,Café moulu or 250 g,boisson,unité (250g),5.99,2.396,caisse (12X250g),67.99,2.266,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-or-lavazza-17045/
Agga,Café moulu ristretto 250 g,boisson,unité (250g),6.79,2.716,caisse (12X250g),70.99,2.366,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-ristretto-agga-26424/
Lavazza,Café moulu rouge 250 g,boisson,unité (250g),4.79,1.916,caisse (20X250g),87.99,1.76,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-rouge-lavazza-28245/
Spalanzani,Café moulu torréfaction française 340 g,boisson,unité (10X53g),6.89,68.9,caisse (10x340g),66.99,1.97,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-grain/cafe-moulu-torrefaction-francaise-spalanzani-34075/
L'Espression d'Or,Café moulu velouté décaféiné 42 x 57 g,boisson,N/A,N/A,N/A,caisse (42x57g),38.99,1.629,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cafe-moulu-veloute-decafeine-42-x-57-g-lespression-dor-29378/
Lynch,Cappuccino vanille française 908 g,boisson,unité (2LB),6.39,0.704,caisse (6X2lb),37.39,0.687,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/cappuccino-vanille-francaise-lynch-39170/
Van Houtte,Capsule de café K-Cup décaféiné biologique,boisson,unité (24un),15.59,0.65,caisse (4x24un),52.99,0.552,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-eau-suisse-decaf-bio-van-houtte-34289/
Trombetta,Capsules Nespresso de café Intenso,boisson,unité (10un),4.29,0.429,caisse (8X10un),30.99,0.387,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-intenso-trombetta-33407/
Caffitaly,Capsules de café Deciso compatibles avec Nespresso,boisson,unité (10un),5.49,0.549,caisse (12x10un),55.99,0.467,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-deciso-caffitaly-32617/
Starbucks,Capsules de café K-Cup French Roast,boisson,unité (24un),17.99,0.75,caisse (4x24un),67.99,0.708,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-french-roast-starbucks-34278/
Starbucks,Capsules de café K-Cup Pike Place,boisson,unité (24un),17.99,0.75,caisse (4x24un),67.99,0.708,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-pike-place-starbucks-34277/
Starbucks,Capsules de café K-Cup Pike Place décaféinées,boisson,unité (24un),17.99,0.75,caisse (4x24un),67.99,0.708,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-pike-place-decaf-starbucks-34279/
Starbucks,Capsules de café K-Cup Sumatra,boisson,unité (24un),17.99,0.75,caisse (4x24un),67.99,0.708,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-sumatra-starbucks-34276/
Van Houtte,Capsules de café K-Cup colombien mi-noir,boisson,unité (24un),15.59,0.65,caisse (4x24un),52.99,0.552,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-colombien-mi-noir-van-houtte-34282/
Van Houtte,Capsules de café K-Cup colombien noir,boisson,unité (24un),15.59,0.65,caisse (4x24un),52.99,0.552,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-colombien-noir-van-houtte-34288/
Starbucks,Capsules de café K-Cup mélange Nordique,boisson,unité (24un),17.99,0.75,caisse (4x24un),67.99,0.708,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-melange-nordique-starbucks-34281/
Starbucks,Capsules de café K-Cup mélange Verona,boisson,unité (24un),17.99,0.75,caisse (4x24un),67.99,0.708,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-melange-verona-starbucks-34280/
Van Houtte,Capsules de café K-Cup mélange du matin,boisson,unité (24un),15.59,0.65,caisse (4x24un),52.99,0.552,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-melange-du-matin-van-houtte-34287/
Van Houtte,Capsules de café K-Cup mélange français,boisson,unité (24un),15.59,0.65,caisse (4x24un),52.99,0.552,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-melange-francais-van-houtte-34284/
Van Houtte,Capsules de café K-Cup mélange maison,boisson,unité (24un),15.59,0.65,caisse (4x24un),52.99,0.552,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-melange-maison-van-houtte-34283/
Van Houtte,Capsules de café K-Cup vanille noisette,boisson,unité (24un),15.59,0.65,caisse (4x24un),52.99,0.552,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsule-de-cafe-k-cup-vanille-noisette-van-houtte-34286/
Agga,Capsules de café K-cup colombien gourmet x96,boisson,N/A,N/A,N/A,caisse (1X96X9.92g),47.99,5.039,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-k-cup-colombien-gourmet-agga-26437/
Agga,Capsules de café K-cup intenso x96,boisson,N/A,N/A,N/A,caisse (1X96X9.92g),47.99,5.039,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-k-cup-intenso-agga-26439/
Agga,Capsules de café K-cup mélange maison x96,boisson,N/A,N/A,N/A,caisse (1X96X9.92g),47.99,5.039,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-k-cup-melange-maison-agga-26438/
Trombetta,Capsules de café Nespresso Pregiato x10,boisson,unité (10un),4.29,0.429,caisse (8X10un),30.99,0.387,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-pregiato-trombetta-33406/
Caffitaly,Capsules de café Robusto compatibles avec Nespresso,boisson,unité (10un),5.49,0.549,caisse (12x10un),55.99,0.467,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-robusto-caffitaly-32618/
Caffitaly,Capsules de café Soave compatibles avec Nespresso,boisson,unité (10un),5.49,0.549,caisse (12x10un),55.99,0.467,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-soave-caffitaly-32622/
Caffitaly,Capsules de café Vivace compatibles avec Nespresso,boisson,unité (10un),5.49,0.549,caisse (12x10un),55.99,0.467,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-vivace-caffitaly-32616/
Caffitaly,Capsules de café décaféinées compatibles Nespresso,boisson,unité (10un),5.49,0.549,caisse (12x10un),55.99,0.467,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-deca-caffitaly-32614/
Spalanzani,Capsules de café espresso gran crema pour machines Nespresso x10,boisson,unité (10un),3.99,0.399,caisse (12x10un),41.99,0.35,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-espresso-gran-crema-spalanzani-34226/
Château Taillefer,Chardonnay,boisson,unité (750ml),19.99,2.665,caisse ,239.99,N/A,https://www.mayrand.ca/fr/nos-produits/boisson/vin/chardonnay-chateau-taillefer-29542/
Rose Hill,Chocolat chaud 1 kg,boisson,unité (1kg),8.49,0.849,caisse (6X1kg),47.99,0.8,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/chocolat/chocolat-chaud-rose-hill-26345/
Carnation,Chocolat chaud 19 g x50,boisson,unité (50X19g),14.99,29.98,caisse (6X50X19g),82.99,1.456,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/chocolat/chocolat-chaud-carnation-28368/
Mocacino,Chocolat chaud en poudre 800 g,boisson,unité (800g),3.99,0.499,caisse (12x800g),42.99,0.448,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/chocolat/chocolat-chaud-en-poudre-800-g-mocacino-37590/
Baker's,Chocolat chaud en poudre 907 g,boisson,unité (907g),8.79,0.969,caisse (12X907g),97.99,0.9,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/chocolat/chocolat-chaud-en-poudre-bakers-31344/
Château Taillefer,Cidre de glace,boisson,unité (375ml),12.99,3.464,caisse ,155.89,N/A,https://www.mayrand.ca/fr/nos-produits/boisson/vin/cidre-de-glace-chateau-taillefer-29543/
Château Taillefer,Cidre mousseux,boisson,unité (750ml),18.99,2.532,caisse ,113.99,N/A,https://www.mayrand.ca/fr/nos-produits/boisson/vin/cidre-mousseux-chateau-taillefer-29545/
Mott's,"Clamato original 1,89 L",boisson,unité (1.89L),4.49,0.238,caisse (8x1.89L),34.49,0.228,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/cocktail-de-tomate-et-palourde-original-motts-23918/
Ocean Spray,Cocktail canneberge original 950 ml,boisson,unité (950ml),2.49,0.262,caisse (12X950ml),26.99,0.237,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/cocktail-canneberge-original-ocean-spray-48646/
Oasis,Cocktail de 10 légumes 24 x 300 ml,boisson,N/A,N/A,N/A,caisse (24X300ml),14.49,0.201,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-cocktail-de-legume/cocktail-de-10-legumes-oasis-46175/
Oasis Pause Santé,"Cocktail de baies et de grenade frais 1,75 L",boisson,unité (1.75L),3.99,0.228,caisse (8x1.75L),29.99,0.214,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/cocktail-de-baies-et-de-grenade-frais-oasis-pause-sante-11786/
Ocean Spray,"Cocktail de canneberge 1,89 L",boisson,unité (1.89L),4.49,0.238,caisse (8X1.89L),33.99,0.225,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/cocktail-canneberge-ocean-spray-46513/
Ocean Spray,"Cocktail de canneberge rose 1,89 L",boisson,unité (1.89L),4.49,0.238,caisse (8X1.89L),33.99,0.225,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/cocktail-de-canneberge-rose-ocean-spray-28341/
Ocean Spray,Cocktail de canneberges 3 L,boisson,unité (3L),6.69,0.223,caisse (6x3L),37.99,0.211,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/cocktail-de-canneberge-ocean-spray-16720/
Ocean Spray,"Cocktail de canneberges blanches 1,89 L",boisson,unité (1.89L),4.49,0.238,caisse (4x1.89L),16.49,0.218,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/cocktail-de-canneberge-blanc-ocean-spray-13740/
Ocean Spray,"Cocktail de canneberges léger 1,89 L",boisson,unité (1.89L),4.49,0.238,caisse (8x1.89L),33.99,0.225,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-et-boisson-aux-fruits/cocktail-de-canneberge-leger-ocean-spray-45796/
Tradition,"Cocktail pomme et canneberge 2,63 L",boisson,unité (2.63L),4.99,0.19,caisse (6X2.63L),26.79,0.17,https://www.mayrand.ca/fr/nos-produits/boisson/jus-et-boisson/jus-frais/cocktail-pomme-et-canneberge-tradition-35764/
Monsieur Cocktail,Coffret Aromaroz 500 ml,boisson,unité (4x125ml),34.99,874.75,caisse ,209.99,N/A,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/sirop/coffret-aromaroz-monsieur-cocktail-29432/
Coffee Mate,"Colorant à café 1,4 kg",boisson,unité (1.4kg),7.99,0.571,caisse (6x1.4kg),46.49,0.553,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/colorant-a-cafe-coffee-mate-09804/
Coffee Mate,Colorant à café 3 g,boisson,N/A,N/A,N/A,caisse (1000x3g),55.99,1.866,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-moulu/colorant-a-cafe-coffee-mate-04947/
Trombetta,Cremoso capsules compatibles Nespresso x10,boisson,unité (10un),4.29,0.429,caisse (8X10un),30.99,0.387,https://www.mayrand.ca/fr/nos-produits/boisson/cafe-the-et-chocolat/cafe-en-capsule/capsules-de-cafe-cremoso-trombetta-38958/
Berthelet,Cristaux pour breuvage ananas et pamplemousse 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-ananas-et-pamplemousse-berthelet-10662/
Berthelet,Cristaux pour breuvage au corossol 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-au-corossol-berthelet-10663/
Oetker,Cristaux pour breuvage au fruit de la passion 425 g,boisson,unité (425g),2.59,0.609,caisse (12X425g),28.49,0.559,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-au-fruit-de-la-passion-oetker-23660/
Berthelet,Cristaux pour breuvage au raisin 535 g,boisson,unité (535g),2.79,0.521,caisse (12x535g),30.99,0.483,https://www.mayrand.ca/fr/nos-produits/boisson/cristal-et-sirop/cristal/cristaux-pour-breuvage-au-raisin-berthelet-10661/
