Brand,Description,Catérogie,Format (petit),Prix Total,Prix unitaire,Format (grand),Prix Total,Prix unitaire,URL
Chapman,"Crème glacée à la vanille française premium 11,4 L",surgele,N/A,N/A,N/A,caisse (11.4L),28.99,0.254,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/creme-glacee-a-la-vanille-francaise-premium-chapman-36140/
Natrel,Crème glacée à la vanille sans lactose 473 ml,surgele,unité (473ml),4.49,0.949,caisse (8x473ml),33.99,0.898,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/creme-glacee-a-la-vanille-sans-lactose-natrel-34626/
Chapman,"Crème glacée à la vanille sans sucre sans lactose 11,4 L",surgele,N/A,N/A,N/A,caisse (11.4L),36.99,0.324,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/creme-glacee-a-la-vanille-sans-sucre-sans-lactose-chapman-36201/
Coaticook,Crème glacée érable et noix 2 L,surgele,unité (2L),4.99,0.25,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/creme-glacee-erable-et-noix-coaticook-33607/
Chapman,"Crème glacée érable et noix sans sucre sans lactose 11,4 L",surgele,N/A,N/A,N/A,caisse (11.4L),36.49,0.32,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/creme-glacee-erable-et-noix-sans-sucre-sans-lactos-chapman-36220/
Dessert et Passion,Crème véritable pour mini éclairs 650 g,surgele,unité (650g),13.99,2.152,caisse (6x650g),79.99,2.051,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/mini-eclairs-congeles-dessert-et-passion-08904/
Dessert et Passion,Crème véritable pour mini éclairs 650 g,surgele,unité (650g),13.99,2.152,caisse (6x650g),79.99,2.051,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/mini-eclairs-congeles-dessert-et-passion-08904/
Eggo,Crêpes au babeurre x 64,surgele,N/A,N/A,N/A,caisse (64x39g),18.99,0.761,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/crepes-au-babeurre-surgelees-eggo-41472/
Maxi,Crêpes françaises surgelées x100,surgele,N/A,N/A,N/A,caisse (2kg),30.99,1.55,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/patisserie-surgelee/crepe-francaise-surgelee-maxi-24504/
Pearlmark,Cubes de thon rouge pour poké surgelés 454 g,surgele,unité (454g),12.69,2.795,caisse (10x454g),114.99,2.533,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/cubes-de-thon-rouge-pour-poke-surgele-pearlmark-31682/
Anchors Bay,Cuisse de grenouille 8/12 900 g,surgele,unité (900g),12.99,1.443,caisse (12x900g),139.99,1.296,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/cuisse-de-grenouille-congelee-812-congelee-anchors-bay-21112/
Anchors Bay,Cuisses de grenouille congelées 16/20 800 g,surgele,unité (800g),10.29,1.286,caisse (12x800g),111.69,1.163,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/cuisse-de-grenouille-1620-surgele-anchors-bay-29624/
Anchors Bay,Cuisses de grenouilles congelées 13/15 800 g,surgele,unité (800g),10.99,1.374,caisse (12x800g),118.99,1.239,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/cuisse-de-grenouille-1315-surgele-anchors-bay-29625/
Saroma,"Cuisses de poulet BBQ cuites cov congelées 1,7 kg",surgele,unité (1.7kg),16.99,0.999,caisse (3x1.7kg),48.99,0.961,https://www.mayrand.ca/fr/nos-produits/surgele/viande-surgelee/volaille-surgelee/cuisses-de-poulet-bbq-cuites-cov-congelees-saroma-34938/
Below Zero,Céleri en dé surgelé 2 kg,surgele,unité (2kg),4.79,0.239,caisse (6x2kg),24.99,0.208,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/celeri-en-de-surgele-below-zero-31426/
St-Hubert,Côtes levées BBQ surgelées 680 g,surgele,unité (680g),14.99,2.204,caisse (12x680g),160.29,1.964,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/cote-levee-bbq-surgelee-st-hubert-33573/
Bridor,Danoise caramel au beurre salé 45 g x10,surgele,unité (10x45g),6.59,65.9,caisse (80x45g),45.99,1.278,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/mini-danoises-au-caramel-et-fleur-de-sel-congelees-bridor-20030/
Bridor,Danoise caramel au beurre salé 45 g x10,surgele,unité (10x45g),6.59,65.9,caisse (80x45g),45.99,1.278,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/mini-danoises-au-caramel-et-fleur-de-sel-congelees-bridor-20030/
Bridor,Danoise cerise et yogourt grec 6 x 115 g,surgele,unité (6X115G),9.29,154.833,caisse ,92.89,N/A,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/danoise-cerise-et-yogourt-grec-surgelee-bridor-25039/
Bridor,Danoise cerise et yogurt grec,surgele,unité (6x115g),9.29,154.833,caisse (60x115g),83.99,1.217,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/danoise-cerise-et-yogourt-grec-congelee-bridor-07528/
Bridor,Danoise panier mini érable 450 g,surgele,unité (10X45g),6.59,65.9,caisse (80X45g),46.99,1.305,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/viennoiserie-surgelee/panier-de-mini-danoises-a-lerable-surgelees-bridor-33092/
Blue Tide,Darnes de pangasius surgelées 1 kg,surgele,unité (1kg),6.99,0.699,caisse (10x1kg),63.99,0.64,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/pangasius-darne-surgele-blue-tide-41784/
Makamba,Demi crabe coupé cru 1 kg,surgele,unité (1kg),19.99,1.999,caisse (9X1kg),161.79,1.798,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/demi-crabe-coupe-cru-makamba-54024/
Nestlé,"Dessert glacé Kit Kat 1,5 L",surgele,unité (1.5L),5.99,0.399,caisse (4x1.5L),20.99,0.35,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-kit-kat-nestle-37109/
Nestlé,"Dessert glacé Smarties 1,5 L",surgele,unité (1.5L),5.99,0.399,caisse (4x1.5L),20.99,0.35,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-smarties-nestle-37113/
Nestlé,"Dessert glacé Smarties 1,5 L",surgele,unité (1.5L),5.99,0.399,caisse (4x1.5L),20.99,0.35,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-smarties-nestle-37113/
Nestlé,"Dessert glacé au caramel écossais 1,5 L",surgele,unité (1.5L),4.99,0.333,caisse (4x1.5L),18.49,0.308,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-caramel-ecossais-parlour-nestle-37115/
Nestlé,"Dessert glacé au chocolat 1,5 L",surgele,unité (1.5L),4.99,0.333,caisse (4x1.5L),18.49,0.308,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-chocolat-parlour-nestle-37119/
Gelati a tavola,Dessert glacé bacio et noisettes surgelé 2 L,surgele,unité (2L),7.79,0.39,caisse (4x2L),26.99,0.337,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-bacio-et-noisette-surgele-gelati-a-tavola-31805/
Nestlé,"Dessert glacé biscuits à la crème 1,5 L",surgele,unité (1.5L),4.99,0.333,caisse (4x1.5L),18.49,0.308,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-biscuits-creme-parlour-nestle-37120/
Gelati a tavola,Dessert glacé fraise et citron 2 L,surgele,unité (2L),7.79,0.39,caisse (4x2L),26.99,0.337,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-fraise-citron-surgele-gelati-a-tavola-31803/
Gelati a tavola,Dessert glacé noisettes et nougat surgelé 2 L,surgele,unité (2L),7.79,0.39,caisse (4x2L),26.99,0.337,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-noisette-et-nougat-surgele-gelati-a-tavola-31802/
Nestlé,"Dessert glacé à la vanille 1,5 L",surgele,unité (1.5L),4.99,0.333,caisse (4x1.5L),18.49,0.308,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/dessert-glace-vanille-parlour-nestle-37175/
Novali,Dessus de tarte neutre 9,surgele,N/A,N/A,N/A,caisse (60un),42.49,0.708,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/pate-a-tarte-surgelee/dessus-de-tarte-neutre-9-congele-novali-22085/
Epikura,Dinde et carottes sauce dinde en purée 190 g,surgele,unité (190g),8.99,4.732,caisse (8X190g),62.99,4.144,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/puree-surgelee/dinde-et-carottes-sauce-dinde-en-puree-epikura-26529/
El-Mio,Empanadas au bœuf x4,surgele,unité (4un),6.29,1.573,caisse (24x4un),129.49,1.349,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/empanadas-au-buf-congele-el-mio-11916/
El-Mio,Empanadas au poulet x4,surgele,unité (4un),6.29,1.573,caisse (24x4un),129.49,1.349,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/empanadas-au-poulet-congele-el-mio-11907/
El-Mio,Empanadas au saucisse forte x4,surgele,unité (4un),6.29,1.573,caisse (24x4un),129.49,1.349,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/empanadas-au-saucisse-forte-congele-el-mio-11908/
El-Mio,Empanadas aux 3 fromages,surgele,unité (4un),6.29,1.573,caisse (24x4un),129.49,1.349,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/empanadas-au-3-fromage-congele-el-mio-11918/
El-mio,Empanadas aux épinards x4,surgele,unité (4un),6.29,1.573,caisse (24x4un),129.49,1.349,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/empanadas-aux-epinards-congele-el-mio-11843/
El-mio,Empanadas mexicaine x4,surgele,unité (4un),6.29,1.573,caisse (24x4un),129.49,1.349,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/empanadas-mexicaine-congele-el-mio-11853/
Dom,Escargots au beurre à l'ail x12,surgele,unité (85g),5.79,6.812,caisse (12X85g),61.99,6.077,https://www.mayrand.ca/fr/nos-produits/surgele/fruit-de-mer-surgele/Fruits-de-mer-divers-surgeles/escargots-au-beurre-a-lail-dom-30550/
Crêpes Gourmet,Feuilles de brick Naima x10,surgele,unité (210g),2.99,1.424,caisse (60X210g),150.99,1.198,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/pate-a-tarte-surgelee/feuilles-de-brick-naima-crepes-gourmet-27781/
Lloydies,Feuilletés style jamaïcain au bœuf doux 780 g,surgele,unité (780g),5.79,0.742,caisse (12x780g),63.99,0.684,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/feuilletes-style-jamaicain-au-boeuf-doux-congele-lloydies-16543/
Lloydies,Feuilletés style jamaïcain au bœuf épicé 780 g,surgele,unité (780g),5.79,0.742,caisse (12x780g),63.99,0.684,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/feuilletes-style-jamaicain-au-boeuf-epice-congele-lloydies-10993/
Lloydies,Feuilletés style jamaïcain au poulet 780 g,surgele,unité (780g),5.79,0.742,caisse (12x780g),63.99,0.684,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/feuilletes-style-jamaicain-au-poulet-congele-lloydies-10992/
Lloydies,Feuilletés style jamaïcain aux légumes 780 g,surgele,unité (750g),5.79,0.772,caisse (12X780g),63.99,0.684,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/feuilletes-style-jamaicain-aux-legumes-surgele-lloydies-25151/
APM,Filet d'aiglefin 10 lb,surgele,N/A,N/A,N/A,caisse (10lb),59.99,1.323,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-daiglefin-24oz-congele-apm-20199/
Pearlmark,Filet d'aiglefin 2/4  1 lb,surgele,unité (1lb),7.49,1.651,caisse (10x1lb),64.99,1.433,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/aiglefin-en-filet-2-4oz-congele-pearlmark-12584/
Not available,"Filet de goberge 4,54 kg",surgele,N/A,N/A,N/A,caisse (4.54kg),27.69,0.61,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-goberge-congele--54030/
Pearlmark,Filet de morue bleue 10 lb,surgele,N/A,N/A,N/A,caisse (10lb),39.99,0.882,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/morue-surgelee/filet-de-morue-bleu-4oz-surgele-pearlmark-43977/
Fjord Oceanic,Filet de pangasius,surgele,unité (1lb),5.99,1.321,caisse (10x2lb),55.99,0.617,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-pangasius-fjord-oceanic-33748/
Green Ocean,"Filet de pangasius 1,13 kg",surgele,unité (1.13Kg),9.99,0.884,caisse (10X1.13kg),86.99,0.77,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-pangasius-surgele-green-ocean-28387/
St-Hubert,Filet de poitrine de poulet avec sauce BBQ surgelé 650 g,surgele,unité (650g),14.59,2.245,caisse (12x650g),153.99,1.974,https://www.mayrand.ca/fr/nos-produits/surgele/viande-surgelee/viande-panee-surgelee/filet-de-poitrine-de-poulet-av-sauce-bbq-surgele-st-hubert-31660/
Not available,Filet de saumon de l'Atlantique avec peau surgelé,surgele,N/A,N/A,N/A,caisse (10 kg),143.99,1.44,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/saumon-surgele/filet-de-saumon-atlantique-a-peau-cg-cs--33927/
Sea Ray,"Filet de sole surgelée 4,54 kg",surgele,N/A,N/A,N/A,caisse (4.54kg),48.99,1.079,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-sole-congele-sea-ray-09985/
Blue Tide,Filet de tilapia 2 lb,surgele,unité (2lb),8.99,0.991,caisse (10x2lb),79.99,0.882,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-tilapia-congele-blue-tide-09859/
Not available,"Filet de tilapia surgelé 4,54 kg",surgele,N/A,N/A,N/A,caisse (4.54kg),34.99,0.771,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-tilapia-surgele--45855/
Fruits de mer Québec,Filet de turbot congelé 340 g,surgele,unité (340g),13.49,3.968,caisse (12X340g),149.99,3.676,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-turbot-surgele-fruits-de-mer-quebec-28351/
Gardein,Filet végé-poulet 7 grains 255 g,surgele,unité (255g),5.49,2.153,caisse (8x255g),42.99,2.107,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/filet-vege-poulet-7-grains-surgele-gardein-29509/
Maple Lodge,Filets de poitrine de poulet crus halal 908 g,surgele,unité (908g),15.99,1.761,caisse (6x908g),82.99,1.523,https://www.mayrand.ca/fr/nos-produits/surgele/viande-surgelee/viande-halal-surgelee/filets-de-poitrine-de-poulet-crus-halal-congeles-maple-lodge-08586/
Flamingo,Filets de poulet panés surgelés 2 kg,surgele,unité (2kg),38.99,1.95,caisse (2x2kg),71.99,1.8,https://www.mayrand.ca/fr/nos-produits/surgele/viande-surgelee/viande-panee-surgelee/filet-de-poulet-pane-et-surgele-flamingo-24011/
High Liner,Filets de sole cuits panés surgelés 10 lb,surgele,N/A,N/A,N/A,caisse (10lb),69.99,1.543,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-sole-cuit-et-pane-surgele-high-liner-46570/
Janes,Filets de sole panés surgelés 680 g,surgele,unité (860g),10.99,1.278,caisse (6X860G),60.99,1.182,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poisson-pane-surgele/filet-de-sole-pane-surgele-janes-28309/
Fjord Oceanic,Filets de sole surgelés 1 lb,surgele,unité (1lb),4.79,1.056,caisse (10x1lb),45.99,1.014,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/poissons-surgeles/filet-de-sole-yf-4oz-app.-fjord-oceanic-33745/
Gardein,Filets végés sans poisson 288 g,surgele,unité (288g),5.49,1.906,caisse (8x288g),42.99,1.866,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/plat-surgele/filets-veges-sans-poisson-surgele-gardein-29512/
Arctic Garden,Fleurettes de brocoli surgelées 1 kg,surgele,unité (1kg),4.99,0.499,caisse (8x1kg),37.99,0.475,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/fleurettes-de-brocoli-surgelees-arctic-garden-02520/
Grizzly,Flocons de saumon coho fumé surgelés 1 kg,surgele,unité (1kg),27.49,2.749,caisse (15x1kg),374.99,2.5,https://www.mayrand.ca/fr/nos-produits/surgele/poisson-surgele/saumon-fume-surgele/saumon-fume-en-flocon-congele-grizzly-06792/
Novali,Fond de tarte 5,surgele,N/A,N/A,N/A,caisse (120un),44.99,0.375,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/pate-a-tarte-surgelee/fond-de-tarte-5-surgelee-novali-22376/
Novali,Fond de tarte neutre 9,surgele,N/A,N/A,N/A,caisse (24un),26.99,1.125,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/pate-a-tarte-surgelee/fond-de-tarte-non-sucree-surgelee-9-novali-21519/
Novali,Fond et dessus de tarte x5,surgele,unité (5+5),8.99,1.798,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/pate-a-tarte-surgelee/fond-et-dessus-de-tarte-congele-8-novali-20166/
Novali,Fonds de tarte surgelés 8 x14,surgele,N/A,N/A,N/A,caisse (14un),14.29,1.021,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/pate-a-tarte-surgelee/fond-de-tarte-8-surgelee-novali-34960/
Hamel,"Fondue parmesan 2,27 kg",surgele,N/A,N/A,N/A,caisse (2.27kg),26.29,1.158,https://www.mayrand.ca/fr/nos-produits/surgele/mets-surgeles/aperitif-surgele/fondue-parmesan-surgelee-hamel-25087/
Alasko,Fraise 4+1 30 lb,surgele,N/A,N/A,N/A,caisse (30lb),69.99,0.514,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/fraises-41-surgelees-alasko-48327/
Below Zero,Fraises entières surgelées 1 kg,surgele,unité (1kg),4.39,0.439,caisse (5x1kg),19.99,0.4,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/fraise-entiere-surgelee-below-zero-29653/
Below Zero,Framboises entières surgelées 1 kg,surgele,unité (1kg),7.99,0.799,caisse (5x1kg),35.99,0.72,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/framboises-entieres-surgelees-below-zero-31434/
McCain,Frite de patate douce ondulée congelée 454 g,surgele,unité (454g),3.99,0.879,caisse (12x454g),44.99,0.826,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frite-patate-douce-coupe-ondulee-congelee-mccain-30857/
McCain,Frite en quartier au sel marin congelée 600 g,surgele,unité (600g),3.99,0.665,caisse (12x600g),44.99,0.625,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frite-en-quartier-au-sel-marin-9-minutes-congelee-mccain-30855/
McCain,Frite extra croustillante ondulée congelée 650 g,surgele,unité (650g),3.99,0.614,caisse (12x650g),44.99,0.577,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frite-extra-croustillante-coupe-ondulee-congelee-mccain-30853/
McCain,Frite extra croustillante régulière congelée 650 g,surgele,unité (650g),3.99,0.614,caisse (12x650g),44.99,0.577,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frite-extra-croustillante-coupe-reguliere-congelee-mccain-30854/
McCain,"Frite ondulée congelée 1,5 kg",surgele,unité (1.5kg),4.99,0.333,caisse (6x1.5kg),28.99,0.322,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-coupe-ondulee-congelees-mccain-30862/
Taterchef,Frites 3/8 surgelées 5 lb,surgele,N/A,N/A,N/A,caisse (6X5lb),29.99,0.22,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frite-38-surgelee-taterchef-22226/
Bâton Rouge,Frites assaisonnées style Louisiane surgelées 750 g,surgele,unité (750g),4.29,0.572,caisse (12x750g),44.99,0.5,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-assaisonnees-style-louisianaise-surgelees-baton-rouge-32485/
Cavendish,"Frites coupe julienne 4,5 lb",surgele,unité (4.5LB),4.49,0.22,caisse (6X4.5lb),23.69,0.193,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-coupe-double-julienne-surgelees-cavendish-24879/
Cavendish,Frites coupe régulière 3/8'' 5 lb,surgele,unité (6x5lb),4.79,0.176,caisse (6X5lb),26.49,0.195,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-coupe-reguliere-38double-r-congelees-cavendish-18366/
Cavendish,"Frites coupe régulière à enrobage 3/8 4,5 lb",surgele,unité (4.5lb),4.69,0.23,caisse (6X4.5lb),25.29,0.206,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-coupe-reguliere-a-enrobage-38-congelees-cavendish-18699/
Pinguin,"Frites de céleri rave surgelées 2,5 lb",surgele,unité (2.5lb),17.99,1.586,caisse (4x2.5kg),67.99,0.68,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-de-celeri-rave-surgelees-pinguin-32581/
Cavendish,"Frites de patate douce 2,5 lb",surgele,unité (2.5lb),6.69,0.59,caisse (6X2.5lb),34.79,0.511,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-de-patate-douce-surgelee-cavendish-36855/
Maple Lodge,Frites de poulet cuites halal 800 g,surgele,unité (800g),10.29,1.286,caisse (6x800g),56.49,1.177,https://www.mayrand.ca/fr/nos-produits/surgele/viande-surgelee/viande-halal-surgelee/frites-de-poulet-cuites-halal-surgelees-maple-lodge-27989/
Cavendish,Frites déjeuner surgelées 5 lb,surgele,unité (5LB),6.49,0.286,caisse (6X5LB),31.99,0.235,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/pommes-de-terre-surgelees/frite-dejeuner-cavendish-35521/
McCain,"Frites en julienne congelées 1,5 kg",surgele,unité (1.5kg),4.99,0.333,caisse (6x1.5kg),28.99,0.322,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-coupe-julienne-congelees-mccain-30859/
Cavendish,Frites en quartier à l'ail et au romarin 5 lb,surgele,unité (5lb),6.89,0.304,caisse (6x5lb),35.29,0.259,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/pommes-de-terre-surgelees/quartier-de-frite-ail-et-romarin-surgelee-cavendish-24931/
Cavendish,Frites en quartiers assaisonnées 5 lb,surgele,unité (5LB),6.89,0.304,caisse (6X5lb),35.29,0.259,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/pommes-de-terre-surgelees/frites-en-quartiers-assaisonnees-surgelees-cavendish-33947/
McCain,Frites en spirales épicées congelées 650 g,surgele,unité (650g),3.79,0.583,caisse (12x650g),44.99,0.577,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-superspirales-epicees-congelees-mccain-30858/
Cavendish,Frites russet coupe régulière 3/8 sans pelure surgelées,surgele,N/A,N/A,N/A,caisse (6x5lb),20.99,0.154,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-russet-coupe-reg-38-sans-pelure-surgele-cavendish-35994/
Cavendish,Frites russet coupe régulière 7/16 sans pelure surgelées,surgele,N/A,N/A,N/A,caisse (6x5lb),20.99,0.154,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-russet-coupe-reg-716-sans-pelure-surgele-cavendish-35992/
Cavendish,"Frites épicées coupe régulière 4,5 lb",surgele,unité (4.5LB),6.29,0.308,caisse (6X4.5lb),31.79,0.26,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/frites-surgelees/frites-epicees-coupe-reguliere-surgelees-cavendish-33949/
Chapman,Fudge au lait glacé 75 ml x18,surgele,unité (18x75ml),6.19,34.389,caisse (6x18x75ml),33.99,0.42,https://www.mayrand.ca/fr/nos-produits/surgele/creme-glacee-et-sorbet/fudge-au-lait-glace-chapman-31646/
Norel,Fèves romano surgelées 2 kg,surgele,unité (2kg),5.29,0.265,caisse (4X2kg),18.99,0.237,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/legumes-surgeles/feve-romano-surgele-norel-22889/
Ferme Burnbrae,Galette d’œuf x153,surgele,N/A,N/A,N/A,caisse (153X43g),64.99,0.988,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/oeuf-surgele/galette-duf-congelee-ferme-burnbrae-18735/
Salaison alpha,Galettes de boeuf crues 4 oz / 115 g,surgele,N/A,N/A,N/A,caisse (36un),38.99,1.083,https://www.mayrand.ca/fr/nos-produits/surgele/viande-surgelee/boeuf-surgele/galette-de-boeuf-crue-4oz-congelee-salaison-alpha-11174/
Duran,Galettes de maïs sans gluten 560 g,surgele,unité (560g),5.99,1.07,caisse (12X560g),62.99,0.937,https://www.mayrand.ca/fr/nos-produits/surgele/boulangerie-surgelee/pain-surgele/galettes-de-mais-sans-gluten-surgelees-duran-23157/
Rio Grande,Galettes de maïs sucrées chirilagua congelées,surgele,unité (907g),6.59,0.727,caisse (20x907g),117.99,0.65,https://www.mayrand.ca/fr/nos-produits/surgele/fruitetpuree/galettes-de-mais-sucrees-chirilagua-congelees-rio-grande-31468/
Cavendish,Galettes de pomme de terre surgelées,surgele,unité (20un),4.49,0.225,caisse (12X20un),49.99,0.208,https://www.mayrand.ca/fr/nos-produits/surgele/legumes-surgeles/pommes-de-terre-surgelees/galette-de-pomme-de-terre-surgelee-cavendish-33962/
Beaux Gâteaux,Garniture de canolli ricotta et chocolat surgelée 3 lb,surgele,N/A,N/A,N/A,caisse (3lb),24.69,1.814,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/garniture-surgelee/garniture-de-cannoli-ricotta-et-chocolat-surgelee-beaux-gateaux-26226/
Rich's,Garniture dorée 4 kg,surgele,unité (4kg),22.99,0.575,caisse (4x4kg),85.99,0.537,https://www.mayrand.ca/fr/nos-produits/surgele/patisserie-surgelee/garniture-surgelee/garniture-doree-congele-richs-20460/
