Brand,Description,Catérogie,Format (petit),Prix Total,Prix unitaire,Format (grand),Prix Total,Prix unitaire,URL
Starfrit,Ensemble à fondue électrique The Rock,equipement,unité (1un),79.99,79.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/appareil-de-cuisine/raclette-et-fondue/ensemble-a-fondue-electrique-the-rock-starfrit-28504/
Starfrit,Ensemble à raclette,equipement,unité (1un),99.99,99.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/appareil-de-cuisine/raclette-et-fondue/ensemble-a-raclette-starfrit-28502/
Ricardo,Ensemble à raclette électrique 18 pièces,equipement,unité (1un),119.99,119.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/appareil-de-cuisine/raclette-et-fondue/ensemble-a-raclette-electrique-18-pieces-ricardo-28795/
Sagetra,Extension 16 compartiments crémaillère grise,equipement,unité (1un),19.99,19.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/bac/extension-16-compartiments-cremaillere-grise-sagetra-42169/
Sagetra,Extension 36 compartiments crémaillère grise,equipement,unité (1un),19.99,19.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/bac/bac-et-panier-a-vaisselle/extension-36-compartiments-cremaillere-grise-sagetra-42167/
Sagetra,Extension de crémaillière 25 compartiments,equipement,unité (1un),19.99,19.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/bac/bac-et-panier-a-vaisselle/extension-de-cremailliere-25-compartiments-sagetra-42168/
Lapaco,Filet à cheveux de chef invisible x144,equipement,N/A,N/A,N/A,caisse (144un),32.99,0.229,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/chapeau-et-casquette/filet-a-cheveux-de-chef-invisible-lapaco-19454/
Ricardo,Filtre en acier inox avec base amovible,equipement,unité (1un),22.99,22.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/accessoire-de-cuisine/panier-a-frire/filtre-en-acier-inox-avec-base-amovible-ricardo-32812/
Johnson Rose,Filtres pour friteuse x40,equipement,unité (50un),19.99,0.4,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/accessoire-de-cuisine/panier-a-frire/filtre-pour-friteuse-johnson-rose-24047/
511 Food Service,"Filtres à huile 25,5 cm / 10'' x100",equipement,unité (50un),11.59,0.232,caisse (10x50un),108.29,0.217,https://www.mayrand.ca/fr/nos-produits/equipement/accessoire-de-cuisine/panier-a-frire/filtre-a-huile-10-511-food-service-33014/
Trudeau,Fondue Kayla 3 en 1,equipement,unité (1un),29.99,29.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/appareil-de-cuisine/raclette-et-fondue/fondue-kayla-3-en-1-trudeau-33400/
Trudeau,Fondue électrique nuevo 3 en 1,equipement,unité (1un),79.99,79.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/appareil-de-cuisine/raclette-et-fondue/fondue-electrique-nuevo-3-en-1-trudeau-28487/
Celcook,Four micro-onde 120v 25l,equipement,unité (1un),399.99,399.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/appareil-de-cuisine/four-a-micro-onde-120-volt-25l-celcook-26172/
Unox,Four à convection 120 Volt,equipement,unité (1un),849.99,849.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/appareil-de-cuisine/four-a-convection-120-volt-unox-26239/
Starfrit,Friteuse à air,equipement,unité (1un),99.99,99.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/appareil-de-cuisine/hachoir/friteuse-a-air-starfrit-28648/
Ronco,Gant PrimaCut résistant aux coupures XL,equipement,unité (12un),69.99,5.832,caisse (6X12un),349.99,4.861,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-primacut-resistant-aux-coupures-xl-ronco-26144/
Ronco,Gant PrimaCut résistant aux coupures grand,equipement,unité (12un),69.99,5.832,caisse (6X12un),349.99,4.861,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-primacut-resistant-aux-coupures-grand-ronco-26143/
Ronco,Gant PrimaCut résistant aux coupures moyen,equipement,unité (12un),69.99,5.832,caisse (6X12un),349.99,4.861,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-primacut-resistant-aux-coupures-moyen-ronco-26142/
Ronco,Gant PrimaCut résistant aux coupures petit,equipement,unité (12un),69.99,5.832,caisse (6X12un),349.99,4.861,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-primacut-resistant-aux-coupures-petit-ronco-26141/
Ricardo,Gant anti-coupure,equipement,unité (1un),14.99,14.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-anti-coupure-ricardo-28761/
Victorinox,Gant de performance grand,equipement,unité (1un),24.99,24.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-de-performance-grand-victorinox-38614/
Victorinox,Gant de performance moyen,equipement,unité (1un),24.99,24.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-de-performance-moyen-victorinox-38612/
Victorinox,Gant de performance petit,equipement,unité (1un),24.99,24.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-de-performance-petit-victorinox-38608/
Victorinox,Gant de performance très grand,equipement,unité (1un),24.99,24.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-de-performance-tres-grand-victorinox-38616/
Victorinox,Gant de performance très petit,equipement,unité (1un),24.99,24.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/gant-de-securite/gant-de-performance-tres-petit-victorinox-38607/
Ricardo,Gant en silicone beige,equipement,unité (1un),20.99,20.99,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/equipement/vetement/tablier-et-mitaine/gant-en-silicone-beige-ricardo-28800/
