Brand                   ,Description                                                      ,Catérogie ,Format (petit)          ,Prix Total ,Prix unitaire ,Format (grand)     ,Prix Total ,Prix unitaire ,URL
Not available           ,Bœuf haché extra-maigre frais 1 kg                               ,boucherie ,unité (env. 1 kg)       ,14.31      ,1.431         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-extra-maigre-1kg--52240/
Not available           ,Bœuf haché maigre COV surgelé 454 g x10                          ,boucherie ,"unité (env. 4,54 kg)"  ,11.0       ,0.242         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-maigre-sous-vide-congele-10-x-454-g--52272/
Not available           ,Bœuf haché maigre congelé 10 x 454 g                             ,boucherie ,"unité (env. 4,54 kg)"  ,9.99       ,0.22          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-maigre-sous-vide-congele-454gx10--50168/
Not available           ,Bœuf haché maigre frais                                          ,boucherie ,unité (env. 1 kg)       ,9.69       ,0.969         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-maigre--52238/
Not available           ,Bœuf haché maigre frais sous vide 454 g x2                       ,boucherie ,"unité (env. 0,908 kg)" ,13.21      ,1.455         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-maigre-sous-vide-454gx2--50167/
Not available           ,Bœuf haché maigre sous-vide congelé                              ,boucherie ,"unité (env. 1,8 kg)"   ,9.99       ,0.555         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-maigre-sous-vide-congele--50054/
Not available           ,Bœuf haché maigre surgelé 454 g x4                               ,boucherie ,"unité (env. 1,816 kg)" ,9.99       ,0.55          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-maigre-congele-4-x-454-g--53258/
Not available           ,Bœuf haché mi-maigre congelé 454 g x4                            ,boucherie ,"unité (env. 1,816 kg)" ,8.99       ,0.495         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-mi-maigre-congele-454gx4--52191/
Not available           ,Bœuf haché mi-maigre frais 1 kg                                  ,boucherie ,unité (env. 1 kg)       ,8.99       ,0.899         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-mi-maigre--52239/
Not available           ,Bœuf haché mi-maigre frais sous vide 454 g x2                    ,boucherie ,"unité (env. 0,908 kg)" ,12.1       ,1.333         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/boeuf-hache-mi-maigre-sous-vide-2x454g--50169/
Not available           ,Caille congelée                                                  ,boucherie ,unité (6un)             ,29.99      ,4.998         ,caisse (6x6x1un)   ,179.99     ,5.0           ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/cailles-congelees--57787/
Lac Brome               ,"Canard entier congelé 1,5 kg"                                   ,boucherie ,"unité (env. 1,5 kg)"   ,6.29       ,0.419         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/canard-lac-brome-congele-lac-brome-50762/
Lac Brome               ,Canard lac Brome 2 kg                                            ,boucherie ,unité (env. 2 kg)       ,8.29       ,0.414         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/canard-lac-brome-lac-brome-50761/
Canabec                 ,Canard à fondue chinoise congelé 200 g                           ,boucherie ,unité (200g)            ,9.59       ,4.795         ,caisse (10x200g)   ,89.99      ,4.499         ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/canard-a-fondue-chinoise-congele-canabec-50727/
Famille Fontaine        ,Carré d'agneau du Québec 500 g                                   ,boucherie ,"unité (env. 0,5 kg)"   ,69.99      ,13.998        ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/agneau/carre-dagneau-quebec-famille-fontaine-50360/
New Zealand Spring Lamb ,Carré d'agneau français congelé                                  ,boucherie ,unité (env. 1 kg)       ,40.95      ,4.095         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/agneau/carre-dagneau-francais-nouvelle-zelande-congele-new-zealand-spring-lamb-52027/
Not available           ,"Carré de longe de porc 2,8 kg"                                  ,boucherie ,"unité (env. 2,8 kg)"   ,11.0       ,0.393         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/carre-de-longe-de-porc--50214/
Nagano                  ,"Carré de porc 1,4 kg"                                           ,boucherie ,"unité (env. 1,4 kg)"   ,18.59      ,1.328         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/carre-de-porc-nagano-52801/
Canabec                 ,Cerf rouge fumé et séché 56 g                                    ,boucherie ,unité (56g)             ,7.19       ,12.839        ,caisse (6X56g)     ,41.99      ,12.497        ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/cerf-rouge-fume-et-seche-canabec-50741/
Canabec                 ,Cerf à fondue chinoise congelé 200 g                             ,boucherie ,unité (200g)            ,8.99       ,4.495         ,caisse (10x200g)   ,85.49      ,4.274         ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/cerf-a-fondue-chinoise-congele-canabec-50720/
Restaurant H4C          ,Chili con carne 600 g                                            ,boucherie ,unité (600G)            ,18.99      ,3.165         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/chili-con-carne-restaurant-h4c-50013/
Not available           ,"Coeur de poulet 1,5 kg"                                         ,boucherie ,"unité (env. 1,5 kg)"   ,5.69       ,0.379         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/coeur-de-poulet--50498/
SJB                     ,Coffret saveurs du monde 3 x 350 ml                              ,boucherie ,unité (3x350ml)         ,34.99      ,1166.333      ,caisse (4x3x350ml) ,129.99     ,3.095         ,https://www.mayrand.ca/fr/nos-produits/boucherie/assaisonnement-et-sauce/coffret-international-sjb-sjb-50094/
Salaison Alpha          ,Contre filet AAA surgelé 6 x 280g                                ,boucherie ,N/A                     ,N/A        ,N/A           ,caisse (6x280G)    ,49.99      ,2.976         ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/contre-filet-aaa-surgele-6x280g-salaison-alpha-50036/
Not available           ,Contre-filet bœuf entier 1855                                    ,boucherie ,unité (env. 5 kg)       ,27.29      ,0.546         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/contre-filet-buf-entiere-1855--52277/
Not available           ,Contre-filet de bœuf entier AAA 5 kg                             ,boucherie ,unité (env. 5 kg)       ,26.59      ,0.532         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/contre-filet-de-boeuf-aaa--52152/
Not available           ,Cube bœuf à ragout 500 g                                         ,boucherie ,"unité (env. 0,5 kg)"   ,12.58      ,2.516         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/cube-buf-a-ragout--50354/
Not available           ,Cube de boeuf pour bourguignon 500 g                             ,boucherie ,"unité (env. 0,5 kg)"   ,15.69      ,3.138         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/cube-buf-fondue-bourguignon--50353/
Famille Fontaine        ,Cubes d'agneau du Québec 454 g                                   ,boucherie ,"unité (env. 0,454 kg)" ,42.99      ,9.469         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/agneau/cube-dagneau-quebec-famille-fontaine-50362/
Not available           ,Cubes de bœuf bourguignon 1 kg                                   ,boucherie ,unité (env. 1 kg)       ,12.59      ,1.259         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/cubes-de-boeuf-bourguignon-fe--50111/
Not available           ,Cubes de bœuf bourguignon 700 g                                  ,boucherie ,"unité (env. 0,7 kg)"   ,15.69      ,2.241         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/cube-boeuf-bourguignon--51111/
Not available           ,Cubes de bœuf à ragoût AA 1 kg                                   ,boucherie ,unité (env. 1 kg)       ,11.58      ,1.158         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/cubes-de-buf-a-ragout-aa-fe--50110/
Not available           ,Cubes de filet mignon de bœuf congelés 1 kg                      ,boucherie ,unité (env. 1 kg)       ,19.99      ,1.999         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/cubes-de-filet-mignon-congele--50647/
Not available           ,Cubes de porc frais 600 g                                        ,boucherie ,"unité (env. 0,6 kg)"   ,13.21      ,2.202         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cubes-de-porc-frais--50226/
Famille Fontaine        ,Cubes de veau à ragoût 485 g                                     ,boucherie ,"unité (env. 0,485 kg)" ,21.99      ,4.534         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/veau/cubes-de-veau-a-ragout-famille-fontaine-52393/
Canabec                 ,Cuisse de Pintade confit 430 g                                   ,boucherie ,unité (2x430g)          ,13.99      ,699.5         ,caisse (6X2X430g)  ,69.99      ,1.356         ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/cuisse-de-pintade-confite-canabec-50783/
Lac Brome               ,Cuisse de canard 230 g                                           ,boucherie ,"unité (env. 0,23 kg)"  ,18.54      ,8.061         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/cuisse-de-canard-lac-brome-50810/
Canabec                 ,Cuisse de canard confit 525 g                                    ,boucherie ,unité (525g)            ,13.99      ,2.665         ,caisse (6x525g)    ,78.99      ,2.508         ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/cuisse-de-canard-confite-canabec-50785/
Canabec                 ,Cuisse de lapin confite 225 g                                    ,boucherie ,unité (225g)            ,8.99       ,3.996         ,caisse (5X225g)    ,43.49      ,3.866         ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/cuisse-de-lapin-confite-canabec-50798/
Canabec                 ,Cuisse de lapin confite 225 g                                    ,boucherie ,unité (225g)            ,18.99      ,8.44          ,caisse             ,94.99      ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/cuisse-de-lapin-confite-canabec-50782/
Not available           ,Cuisse de poulet avec dos 270 g x6                               ,boucherie ,"unité (env. 1,62 kg)"  ,4.29       ,0.265         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/cuisse-de-poulet-avec-dos-fe--50431/
Not available           ,Cuisse de poulet avec dos 3 x 300 g                              ,boucherie ,"unité (env. 0,9 kg)"   ,4.54       ,0.504         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/cuisse-de-poulet-avec-dos--51431/
Volailles des Cantons   ,Cuisse de poulet avec dos sous vide                              ,boucherie ,unité (env. 1 kg)       ,7.99       ,0.799         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/cuisse-de-poulet-avec-dos-sous-vide-volailles-des-cantons-50587/
Volailles des Cantons   ,Cuisses de poulet                                                ,boucherie ,"unité (env. 1,2 kg)"   ,5.99       ,0.499         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/gr-cuisse-poulet-sans-antibio-volailles-des-cantons-50350/
Not available           ,Côte de bœuf 1855 entière prête à trancher 8 kg                  ,boucherie ,unité (env. 8 kg)       ,40.99      ,0.512         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/cote-de-buf-1855-entiere-prete-a-trancher--52276/
Famille Fontaine        ,Côte de veau vieillie 375 g                                      ,boucherie ,"unité (env. 0,375 kg)" ,41.99      ,11.197        ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/veau/cote-de-veau-vieillie-famille-fontaine-52394/
Famille Fontaine        ,Côtelette d'agneau du Québec 375 g                               ,boucherie ,"unité (env. 0,375 kg)" ,41.99      ,11.197        ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/agneau/cotelette-dagneau-quebec-famille-fontaine-50361/
Not available           ,Côtelette de longe de porc duo 160 g x6                          ,boucherie ,"unité (env. 0,96 kg)"  ,6.29       ,0.655         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-de-longe-de-porc-duo--52356/
Not available           ,Côtelette de longe de veau de grains frais                       ,boucherie ,unité (env. 1 kg)       ,29.95      ,2.995         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/veau/cotelettes-de-longe-de-veau-de-grain--50298/
Nagano                  ,"Côtelette de porc Nagano frais coupe hôtel 2,24 kg"             ,boucherie ,"unité (env. 2,24 kg)"  ,22.99      ,1.026         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelete-porc-hotel-nagano-frais-nagano-52111/
Not available           ,Côtelette de porc avec os central  160 g x6                      ,boucherie ,"unité (env. 0,96 kg)"  ,7.95       ,0.828         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-de-porc-avec-os-central-format-eco--50217/
Not available           ,Côtelette de porc avec os congelée 160 g x18                     ,boucherie ,"unité (env. 2,88 kg)"  ,5.59       ,0.194         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-de-porc-avec-os-congelee-18x160g--52167/
Not available           ,Côtelette de porc contre os 6 x 225 g                            ,boucherie ,"unité (env. 1,35 kg)"  ,8.95       ,0.663         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-de-porc-contre-os--51217/
Nagano                  ,Côtelette de porc coupe hôtel 280 g                              ,boucherie ,"unité (env. 0,28 kg)"  ,18.59      ,6.639         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-de-porc-coupe-hotel-nagano-52803/
Nagano                  ,Côtelette de porc désossée x2                                    ,boucherie ,"unité (env. 0,4 kg)"   ,14.96      ,3.74          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-de-porc-desossee-nagano-52805/
Not available           ,Côtelette de porc française avec os                              ,boucherie ,unité (env. 1 kg)       ,13.21      ,1.321         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-de-porc-francaise-avec-os--53219/
Not available           ,Côtelette française de porc marinée fraîche 300 g x2             ,boucherie ,"unité (env. 0,6 kg)"   ,13.21      ,2.202         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-francaise-de-porc-marine-frais--50871/
Not available           ,Côtelette longe de porc avec os congelée                         ,boucherie ,unité (env. 1 kg)       ,5.8        ,0.58          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelette-longe-porc-coupe-du-centre-avc-os-cong.--52323/
Not available           ,Côtelettes de longe de porc désossées 160 g x9                   ,boucherie ,"unité (env. 1,44 kg)"  ,8.29       ,0.576         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelettes-de-longe-de-porc-desossees-fe--50220/
Not available           ,Côtelettes de longe de porc désossées 4 x 120 g                  ,boucherie ,"unité (env. 0,48 kg)"  ,9.29       ,1.935         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotelettes-de-longe-de-porc-desossees--51220/
Famille Fontaine        ,Côtelettes de longe de veau 550 g                                ,boucherie ,"unité (env. 0,55 kg)"  ,24.69      ,4.489         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/veau/cotelettes-de-longe-de-veau-famille-fontaine-52386/
Not available           ,Côtes levées cuites congelées                                    ,boucherie ,unité (800G)            ,15.99      ,1.999         ,caisse (14x800G)   ,214.99     ,1.92          ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotes-levees-cuites-cg--50056/
Not available           ,Côtes levées de dos de porc frais 700 g                          ,boucherie ,"unité (env. 0,7 kg)"   ,11.99      ,1.713         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotes-levees-de-dos-de-porc-frais--50229/
Not available           ,Côtes levées fraîches de flanc de porc 2 x 1 kg                  ,boucherie ,unité (env. 2 kg)       ,7.59       ,0.38          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/cotes-levees-de-flanc-de-porc-frais--50267/
Not available           ,"Demi jambon avec os découenné 5,5 kg"                           ,boucherie ,"unité (env. 5,5 kg)"   ,8.99       ,0.163         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/demi-jambon-avec-os-decouenne--52497/
Not available           ,Demi toupie de jambon fraîche                                    ,boucherie ,"unité (env. 2,7 kg)"   ,8.99       ,0.333         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/demi-jambon-toupie--50311/
Canabec                 ,Demi-glace 300 ml                                                ,boucherie ,unité (300ml)           ,4.49       ,1.497         ,caisse (6x300ml)   ,25.99      ,1.444         ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/demi-glace-canabec-50793/
Canabec                 ,Demi-glace de veau 300 ml                                        ,boucherie ,unité (300ml)           ,4.59       ,1.53          ,caisse (12x300ml)  ,51.99      ,1.444         ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/demi-glace-de-veau-canabec-50719/
Not available           ,Dinde fraîche 3 à 5 kg                                           ,boucherie ,unité (env. 4 kg)       ,8.8        ,0.22          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/dinde-fraiche--52227/
Not available           ,Dinde fraîche du Québec                                          ,boucherie ,unité (env. 5 kg)       ,8.99       ,0.18          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/dinde-de-grain-du-quebec-sans-antibiotiques--50759/
Not available           ,Dinde hachée extra-maigre surgelée 500 g x4                      ,boucherie ,unité (env. 2 kg)       ,10.99      ,0.549         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/dinde-hache-extra-maigre-congelee--52183/
Not available           ,Dindon surgelé 3 à 5 kg                                          ,boucherie ,unité (env. 4 kg)       ,5.99       ,0.15          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/dindon-surgele--50834/
Not available           ,Dindon surgelé 7 à 9 kg                                          ,boucherie ,unité (env. 8 kg)       ,5.95       ,0.074         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/dindon-surgele--52060/
La Fernandière          ,Duo de saucisses bacon cheddar et méditerranéennes x10           ,boucherie ,unité (675g)            ,7.29       ,1.08          ,caisse (6x675g)    ,39.99      ,0.987         ,https://www.mayrand.ca/fr/nos-produits/boucherie/saucisse/saucisse-bacon-cheddar--mediterranee-la-fernandiere-51129/
La Fernandière          ,Duo de saucisses italiennes douces et allemandes x10             ,boucherie ,unité (675g)            ,7.29       ,1.08          ,caisse (6x675g)    ,39.99      ,0.987         ,https://www.mayrand.ca/fr/nos-produits/boucherie/saucisse/saucisse-italienne-douce--allemande-la-fernandiere-51130/
Famille Fontaine        ,Escalope de cuisseau de veau 280 g                               ,boucherie ,"unité (env. 0,28 kg)"  ,29.99      ,10.711        ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/veau/escalope-de-cuisseau-de-veau-famille-fontaine-52391/
Not available           ,Escalope de veau de lait x3                                      ,boucherie ,"unité (env. 0,3 kg)"   ,49.95      ,16.65         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/veau/escalope-de-veau-de-lait--50326/
Famille Fontaine        ,Escalope de veau panées 270 g                                    ,boucherie ,"unité (env. 0,265 kg)" ,27.99      ,10.562        ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/veau/escalope-de-veau-panees-famille-fontaine-52392/
Not available           ,Faisan                                                           ,boucherie ,unité (env. 1 kg)       ,22.79      ,2.279         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/gibier/faisan-congele--52703/
Butterball              ,Farce de dinde congelée 900 g                                    ,boucherie ,unité (900g)            ,4.99       ,0.554         ,caisse (12x900g)   ,59.89      ,0.555         ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/farce-congele-butterball-50830/
Not available           ,Faux-filet de boeuf wagyu du Québec frais                        ,boucherie ,"unité (env. 0,48 kg)"  ,194.99     ,40.623        ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/bifteck-faux-filet-boeuf-wagyu-du-quebec-frais--50620/
Not available           ,Faux-filet utilité entier 8 kg                                   ,boucherie ,unité (env. 8 kg)       ,13.99      ,0.175         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/faux-filet-utilite-entier--50144/
Not available           ,Faux-filet utilité frais entier sous-vide                        ,boucherie ,unité (env. 6 kg)       ,13.45      ,0.224         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/faux-filet-utilite--50134/
Not available           ,Fesse de porc 12 kg                                              ,boucherie ,unité (env. 12 kg)      ,4.99       ,0.042         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/fesse-de-porc--50248/
Not available           ,Filet de longe de porc frais                                     ,boucherie ,unité (env. 1 kg)       ,9.39       ,0.939         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/filet-de-longe-de-porc-x2--50224/
Not available           ,Filet de porc 4 x 600 g                                          ,boucherie ,"unité (env. 2,4 kg)"   ,8.8        ,0.367         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/filet-de-porc--50223/
Not available           ,Filet de porc frais                                              ,boucherie ,unité (env. 1 kg)       ,9.9        ,0.99          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/filet-de-porc--51223/
Nagano                  ,Filet de porc frais 475 g                                        ,boucherie ,"unité (env. 0,475 kg)" ,23.99      ,5.051         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/filet-porc-nagano-frais-nagano-52110/
Not available           ,"Filet mignon AA entier 2,5 kg"                                  ,boucherie ,"unité (env. 2,5 kg)"   ,39.27      ,1.571         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/filet-mignon-aa-entier--52446/
Not available           ,"Filet mignon AAA frais entier sous vide 2,5 kg"                 ,boucherie ,"unité (env. 2,5 kg)"   ,33.95      ,1.358         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/filet-mignon-aaa--52270/
Not available           ,Filet mignon Chateaubriand dénudé 700 g                          ,boucherie ,"unité (env. 0,7 kg)"   ,31.98      ,4.569         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/filet-mignon-chateaubriand-denude--52474/
Not available           ,Filet mignon de boeuf wagyu du Québec frais                      ,boucherie ,"unité (env. 0,45 kg)"  ,249.99     ,55.553        ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/filet-mignon-de-boeuf-wagyu-du-quebec-frais--50617/
Not available           ,Filet mignon de bœuf entier surgelé 3 kg                         ,boucherie ,unité (env. 3 kg)       ,34.36      ,1.145         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/filet-mignon-aa--50163/
Not available           ,Filet mignon dénudé non gradé frais 2 kg                         ,boucherie ,unité (env. 2 kg)       ,29.7       ,1.485         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/filet-mignon-denude-non-grade-frais--53253/
Not available           ,Filet mignon entier de bœuf 4 à 5 lb                             ,boucherie ,"unité (env. 2,5 kg)"   ,19.54      ,0.782         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/filet-mignon-utilite-de-boeuf-4-5lb--50160/
Not available           ,Filet mignon utilité de boeuf 2 kg                               ,boucherie ,unité (env. 2 kg)       ,19.95      ,0.997         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/filet-mignon-utilite-de-boeuf--50161/
Dunham                  ,Filets de poulet tournedos congelés 2 x 150 g                    ,boucherie ,unité (2X150g)          ,7.99       ,399.5         ,caisse (12X2X150g) ,83.99      ,2.333         ,https://www.mayrand.ca/fr/nos-produits/boucherie/volaille/filets-de-poulet-tournedos-congeles-dunham-50473/
Not available           ,Flanc de porc désossé avec couenne 3 kg                          ,boucherie ,unité (env. 3 kg)       ,9.79       ,0.326         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/flanc-de-porc-desosse-avec-couenne--52430/
Not available           ,Flanc de porc salé entrelardé                                    ,boucherie ,unité (env. 1 kg)       ,11.75      ,1.175         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/flanc-de-porc-sale-entrelarde--50261/
Not available           ,Flanc de porc traité avec couenne salé 2 X 250 G                 ,boucherie ,unité (env. 1 kg)       ,14.31      ,1.431         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/flanc-de-porc-traite-avec-couenne-sale--50260/
Not available           ,Foie de boeuf frais                                              ,boucherie ,unité (env. 1 kg)       ,6.59       ,0.659         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/foie-de-boeuf-frais--50463/
Not available           ,Foie de boeuf tranché congelé                                    ,boucherie ,unité (env. 1 kg)       ,10.1       ,1.01          ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/foie-de-boeuf-tranche-congele--50464/
Not available           ,Foie de boeuf tranché congelé                                    ,boucherie ,N/A                     ,N/A        ,N/A           ,caisse (4.97kg)    ,33.79      ,0.68          ,https://www.mayrand.ca/fr/nos-produits/boucherie/boeuf/foie-de-boeuf-tranche-congele--50465/
Not available           ,Foie de porc frais                                               ,boucherie ,unité (env. 1 kg)       ,3.29       ,0.329         ,N/A                ,N/A        ,N/A           ,https://www.mayrand.ca/fr/nos-produits/boucherie/porc/foie-de-porc--50289/
